	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200734073108	ダ	右	1000	晴	良	18:00	ウィナーズチャレンジ 		2007-7-31	6	旭川	4	(規定)		5	1440	5	5.0	290	6.0	7.0	180	4.0	5-7	1680	7	5=>7	4150	18	5-7-9	1200	4	5=>7=>9	10470	33			5,9,7,10,(6,8),1,2,3,4	5,9,7,(6,8),(1,10),(2,3),4			9.0	180	2.0	5-7	1700.0	7.0
200734073109	ダ	右	1600	晴	良	18:30	アルデバラン特別 		2007-7-31	6	旭川	4	160万円以下	(規定)	7	220	1	7.0	100	1.0	9.0	330	6.0	7-9	1430	4	7=>9	2060	9	7-9-11	2110	8	7=>9=>11	9160	29	7,1,11,5,(8,9),(3,6),(4,10)	7,11,1,9,5,8,3,6,(4,10)	7,6,11,9,8,5,4,(1,10),3	7,6,(11,9),5,8,4,1,3,10			11.0	160	4.0	6-7	290.0	1.0
200734073110	ダ	右	1500	晴	良	19:10	アルカセット賞 		2007-7-31	6	旭川	4	(馬齢)		10	110	1	10.0	110	1.0	2.0	240	5.0	2-10	1080	5	10=>2	1240	4	2-9-10	5610	22	10=>2=>9	14510	43	10,2,(9,7),4,8,3,(6,11),1,12-5	10,(2,7),9,(4,8),(3,6,11),1-12,5	10,2,9,7,(3,8),4,(1,6),11,12-5	10,(2,9),(7,3),8,4,(1,6),12,11,5			9.0	350	8.0	2-7	1090.0	6.0
200734073111	ダ	右	1600	晴	良	19:50	ダージー賞 		2007-7-31	6	旭川	4	200万円以下	(規定)	11	190	1	11.0	160	2.0	6.0	230	6.0	6-11	2690	11	11=>6	4230	18	1-6-11	3320	10	11=>6=>1	18980	52	2,5,6,11,(7,8),10,(3,4),(1,9)	2,5,6,11,(7,8),(4,10),3,1,9	(2,10),5,6,8,11,1,(7,9),(3,4)	(2,10),6,(5,11,8),1,9,7,(3,4)			1.0	160	3.0	6-8	1530.0	7.0
200734073112	ダ	右	1000	晴	良	20:30	D2　ー1組		2007-7-31	6	旭川	4	60万円以下	(規定)	2	110	1	2.0	100	1.0	6.0	150	3.0	2-6	260	1	2=>6	330	1	2-5-6	550	2	2=>6=>5	1310	2			6,9,5,7,4,(3,8),2,1	6,9,(5,7),(4,3,2),8,1			5.0	180	5.0	2-6	240.0	1.0
200734080101	ダ	右	1000	曇	良	14:30	2歳　未勝利		2007-8-1	6	旭川	5	(規定)		6	1230	5	6.0	310	5.0	4.0	130	1.0	4-6	520	3	6=>4	2310	12	3-4-6	6950	18	6=>4=>3	37470	76			(4,6)-2,(3,8),7,1	(4,6),2,3,8,(7,1)								
200734080102	ダ	右	1000	曇	良	15:00	2歳　未勝利		2007-8-1	6	旭川	5	(規定)		7	230	1	7.0	100	1.0	4.0	110	2.0	4-7	480	3	7=>4	600	2	4-5-7	500	1	7=>4=>5	1430	2			47235168	(4,7),(2,3,5),(1,6),8			5.0	130	4.0			
200734080103	ダ	右	1000	曇	良	15:30	2歳　牝馬		2007-8-1	6	旭川	5	牝(規定)		9	330	2	9.0	110	2.0	7.0	210	5.0	7-9	1360	5	9=>7	2120	9	4-7-9	830	3	9=>7=>4	7450	20			4,9,(5,7),2,(1,8),(3,6)	4,9,7,5,(2,8),1,(3,6)			4.0	100	1.0	7-8	1360.0	6.0
200734080104	ダ	右	1500	曇	良	16:00	D2　ー2組		2007-8-1	6	旭川	5	60万円以下	(規定)	1	120	1	1.0	100	1.0	5.0	210	3.0	1-5	260	1	1=>5	310	1	1-2-5	1670	7	1=>5=>2	2220	7	4,5,1,3,6-7,2	4-5,1,3,6-(2,7)	4,(5,1),3,6-7,2	(5,1),4,(6,3),7,2								
200734080105	ダ	右	1500	曇	良	16:30	D2　ー2組		2007-8-1	6	旭川	5	60万円以下	(規定)	6	280	2	6.0	140	2.0	7.0	130	1.0	6-7	220	1	6=>7	600	3	2-6-7	250	1	6=>7=>2	1160	3	4567231	(4,5),6,7,2,3,1	6,(5,7),(4,2),3,1	6,7,(4,5),2,(1,3)								
200734080106	ダ	右	1000	曇	良	17:00	D3　ー4組		2007-8-1	6	旭川	5	40万円以下	(規定)	9	230	1	9.0	110	1.0	6.0	190	5.0	6-9	1100	6	9=>6	1320	3	6-7-9	1420	5	9=>6=>7	6760	18			(1,3,6,9),7,2,5,(4,8)	(1,6,9),(2,7),(3,5),8,4			7.0	160	3.0	6-8	1000.0	4.0
200734080107	ダ	右	1000	曇	良	17:30	フレッシュチャレンジ		2007-8-1	6	旭川	5	牝(規定)		1	910	4	1.0	210	4.0	4.0	110	1.0	1-4	790	4	1=>4	1650	5	1-2-4	620	2	1=>4=>2	4730	15			1,4,9-2,5,6,(7,3),8	(1,4),9,2,(5,7),6,3,8			2.0	120	3.0	1-4	810.0	4.0
200734080108	ダ	右	1500	晴	良	18:00	アタックチャレンジ競		2007-8-1	6	旭川	5	(規定)		8	290	2	8.0	100	1.0	1.0	140	2.0	1-8	590	1	8=>1	990	1	1-6-8	6900	22	8=>1=>6	25310	74	(2,6),11,8,1,(3,5,9),12,(4,10),7	2,6,11,(1,8),(3,9),5,12,(4,10),7	2,(6,8),9,7,1,(3,12),(10,11),(4,5)	2,(6,8),1,3,(12,9),(10,7),4,5,11			6.0	890	12.0	1-6	550.0	2.0
200734080109	ダ	右	1000	晴	良	18:30	べテルギウス特別 		2007-8-1	6	旭川	5	160万円以下	(規定)	5	2800	9	5.0	650	10.0	2.0	120	1.0	2-5	2910	13	5=>2	7030	33	2-5-6	62580	133	5=>2=>6	757620	986			5,3,8,6,(1,9,11,12),2,10,13,4,7	5,3,1,(8,6),(2,10),(9,12),4,13,11,7			6.0	1,910	12.0	2-4	1920.0	8.0
200734080110	ダ	右	1600	晴	良	19:10	ディープインパクト・ 		2007-8-1	6	旭川	5	(別定)		8	420	2	8.0	110	3.0	2.0	100	2.0	2-8	940	3	8=>2	1880	7	2-4-8	190	1	8=>2=>4	2680	7	81734625	8,1,7,(3,4),6,2,5	8,(1,7),(3,4),6,2-5	8,4,(1,7),6,(3,2),5			4.0	100	1.0			
200734080111	ダ	右	1500	晴	良	19:50	イノセントカップ〔H	G	2007-8-1	6	旭川	5	(馬齢)		2	110	1	2.0	100	1.0	4.0	100	2.0	2-4	130	1	2=>4	150	1	2-4-7	210	1	2=>4=>7	350	1	1,2,(6,7),8,4,5,3	(1,2),7,(6,8),4,5,3	(2,4),(1,7),8,3,(6,5)	(2,4)-(1,7),8,3,(6,5)			7.0	100	3.0			
200734080201	ダ	右	1000	雨	稍重	14:30	2歳　未勝利		2007-8-2	6	旭川	6	(規定)		6	2030	4	6.0	380	7.0	7.0	140	3.0	6-7	1740	5	6=>7	4890	15	6-7-8	640	2	6=>7=>8	10380	36			(2,4),8,7,1,(5,6),3	2,4,8,(1,7,6),5,3			8.0	110	1.0			
200734080202	ダ	右	1000	雨	稍重	15:00	2歳　未勝利		2007-8-2	6	旭川	6	(規定)		2	270	1	2.0	190	3.0	6.0	110	1.0	2-6	490	3	2=>6	880	5	2-6-8	250	1	2=>6=>8	2100	8			2,8,7-6,(3,4),1	2,8,7,6,4,3-1								
200734080203	ダ	右	1000	雨	重	15:30	アタックチャレンジ競		2007-8-2	6	旭川	6	牝(規定)		5	850	4	5.0	150	3.0	1.0	180	5.0	1-5	2040	10	5=>1	6170	20	1-5-7	4410	18	5=>1=>7	40150	117			1,(2,5),(3,4,7),8-6	(1,5),2,(3,4,7),8-6			7.0	150	2.0			
200734080204	ダ	右	1500	雨	重	16:00	2歳　牝馬		2007-8-2	6	旭川	6	牝(規定)		9	250	1	9.0	100	1.0	11.0	120	2.0	9-11	270	1	9=>11	540	1	2-9-11	650	3	9=>11=>2	1920	4	9,11,(3,4),5,2,(1,10),6,8	(9,11),(3,2,4),5,(1,10),(6,8)	(9,11),2,(3,5),4,(8,10),1,6	(9,11),2,(3,5),8,10,4,(6,1)			2.0	200	6.0	7-8	240.0	1.0
200734080205	ダ	右	1000	雨	不良	16:30	アタックチャレンジ競		2007-8-2	6	旭川	6	(規定)		10	1270	6	10.0	500	8.0	8.0	240	3.0	8-10	2860	14	10=>8	7710	33	6-8-10	5350	24	10=>8=>6	50500	189			(2,4,6),10,7,1,3,8,9,5	2,(4,6),(1,3,10),7,8,9,5			6.0	200	2.0	7-8	1370.0	5.0
200734080206	ダ	右	1000	雨	不良	17:00	D3　ー3組		2007-8-2	6	旭川	6	40万円以下	(規定)	10	6250	8	10.0	590	6.0	4.0	490	5.0	4-10	24530	29	10=>4	64780	67	4-8-10	22540	52	10=>4=>8	501010	495			(7,8,10),4,9,2,1,6,3,12,5,11	(8,10),7,(1,4),(2,9),3,6,12,(5,11)			8.0	270	2.0	4-7	540.0	2.0
200734080207	ダ	右	1500	雨	不良	17:30	フレッシュチャレンジ		2007-8-2	6	旭川	6	(規定)		5	140	1	5.0	110	1.0	10.0	170	4.0	5-10	460	2	5=>10	520	2	5-6-10	1190	4	5=>10=>6	3600	10	(5,9),2,10-4,6,3,(8,7),1	9,5,(2,10)-(3,4,6),(8,7),1	(9,5),10,2,6,4,3,1,7,8	5,(9,10),6,(3,2),(4,1),(8,7)			6.0	280	5.0	5-8	240.0	1.0
200734080208	ダ	右	1000	雨	不良	18:00	D2　ー3組		2007-8-2	6	旭川	6	60万円以下	(規定)	7	2620	6	7.0	560	9.0	9.0	150	3.0	7-9	6760	19	7=>9	12360	34	6-7-9	3590	12	7=>9=>6	55800	154			6,(7,8),9,10,3,(1,2),(4,5)	(6,7),(8,9),3,10,2,1,5,4			6.0	100	1.0	7-8	490.0	3.0
200734080209	ダ	右	1600	雨	不良	18:30	レグルス特別 		2007-8-2	6	旭川	6	300万円以下	(別定)	9	530	3	9.0	200	3.0	7.0	130	2.0	7-9	610	2	9=>7	1420	7	2-7-9	2220	8	9=>7=>2	13910	45	9,7,2,8,3,(1,5),6	9,(2,7),(3,8),(1,5),6	9,7,(1,2,3,8),5,6	9,(1,7),(2,5),3,8,6			2.0	430	6.0	7-8	610.0	2.0
200734080210	ダ	右	1600	曇	不良	19:10	買物公園「旭川屋」特 		2007-8-2	6	旭川	6	800万円以下	(別定)	2	720	5	2.0	280	5.0	7.0	560	6.0	2-7	8910	18	2=>7	11300	30	2-4-7	11420	28	2=>7=>4	84950	188	2,9,8,1,(4,7),6,5,3	298147653	2,9,8,4,(7,6),1-5,3	2,9,4,(1,7),(8,6),5,3			4.0	240	4.0	2-7	8670.0	19.0
200734080211	ダ	右	2100	曇	不良	19:50	王冠賞〔H2〕	G	2007-8-2	6	旭川	6	(馬齢)		11	130	1	11.0	110	1.0	1.0	890	8.0	1-11	4640	13	11=>1	4690	14	1-5-11	13620	29	11=>1=>5	71010	139	11,3,12,2,10,(1,4,8)-6,(5,7),9	(11,3),12,2,(10,8),(1,4)-(6,5),7,9	11,(3,2),12,8,1,4,10,(6,5)-9-7	11,2,(3,1),(8,5),(12,4),6,9,10-7			5.0	190	4.0	1-8	4220.0	11.0
200734080701	ダ	右	1000	曇	稍重	14:30	2歳　未勝利		2007-8-7	7	旭川	1	(規定)		5	140	1	5.0	140	1.0	6.0	240	4.0	5-6	710	3	5=>6	1030	5	1-5-6	900	3	5=>6=>1	2520	9			(1,5),(4,7),3,6,2	(1,5),(3,4,7),6,2								
200734080702	ダ	右	1000	曇	稍重	15:00	2歳　未勝利		2007-8-7	7	旭川	1	(規定)		2	320	2	2.0	170	2.0	5.0	290	3.0	2-5	2350	5	2=>5	2930	9	1-2-5	1820	5	2=>5=>1	11500	23			241563.0	215436.0								
200734080703	ダ	右	1500	雨	稍重	15:30	D3　ー4組		2007-8-7	7	旭川	1	40万円以下	(規定)	5	360	2	5.0	120	2.0	2.0	100	1.0	2-5	370	1	5=>2	580	1	1-2-5	530	2	5=>2=>1	2280	6	2354167	(2,3),(1,5),4,6,7	2351764	(1,2),(3,5),7,6,4								
200734080704	ダ	右	1000	雨	稍重	16:00	D3　ー3組		2007-8-7	7	旭川	1	40万円以下	(規定)	7	190	1	7.0	100	2.0	1.0	160	5.0	1-7	850	4	7=>1	1450	5	1-5-7	490	2	7=>1=>5	3090	10			1,(2,5,8),7,6,(3,4)	1,(5,8,7),2,6,(3,4)			5.0	100	1.0			
200734080705	ダ	右	1000	曇	稍重	16:30	D3　ー3組		2007-8-7	7	旭川	1	40万円以下	(規定)	6	200	1	6.0	120	1.0	2.0	270	6.0	2-6	1270	6	6=>2	2270	13	2-6-7	9690	30	6=>2=>7	38190	128			62873541	6,2,(7,8),3,(1,5),4			7.0	460	7.0			
200734080706	ダ	右	1500	曇	稍重	17:00	D3　ー2組		2007-8-7	7	旭川	1	40万円以下	(規定)	3	280	2	3.0	100	2.0	8.0	100	1.0	3-8	230	1	3=>8	530	2	1-3-8	340	1	3=>8=>1	1800	3	(3,8),1,7,2,5,(4,9),(6,10)	(1,3),8,7,2,5,(4,9),(6,10)	(1,3,8),7,5,(2,9),4,(6,10)	(3,8),1-5,7,(4,9),2,(6,10)			1.0	170	5.0	3-7	230.0	1.0
200734080707	ダ	右	1500	曇	稍重	17:30	D3　ー1組		2007-8-7	7	旭川	1	40万円以下	(規定)	9	140	1	9.0	110	1.0	8.0	370	7.0	8-9	5230	16	9=>8	5720	18	1-8-9	21290	47	9=>8=>1	104410	207	9,1,(2,4),5,8,6,3,7	9,1,(2,4),5,8,6,3,7	9,1,5,8,4,(2,3,6),7	9,1,(5,8),7,(3,4),6-2			1.0	170	3.0	8-8	5920.0	15.0
200734080708	ダ	右	1000	晴	稍重	18:00	D2　ー2組		2007-8-7	7	旭川	1	60万円以下	(規定)	4	2320	5	4.0	850	9.0	8.0	160	2.0	4-8	1090	4	4=>8	3260	10	4-6-8	17240	41	4=>8=>6	148780	233			(2,6,7),4,8,10,1,3,5,9,11	(6,7),2,(4,8),10,(1,3),(11,5),9			6.0	1,560	10.0	4-7	720.0	4.0
200734080709	ダ	右	1000	晴	稍重	18:30	ルーキーチャレンジ競		2007-8-7	7	旭川	1	(規定)		8	470	2	8.0	130	2.0	1.0	100	1.0	1-8	180	1	8=>1	900	3	1-2-8	3190	9	8=>1=>2	11140	26			(1,8),4,(5,6),7,3,2	(1,8),4,(5,6),7,2,3			2.0	470	7.0			
200734080710	ダ	右	1600	晴	稍重	19:10	馬人特別 		2007-8-7	7	旭川	1	100万円以下	(規定)	2	470	3	2.0	190	4.0	4.0	130	1.0	2-4	790	2	2=>4	1820	5	2-4-7	2390	8	2=>4=>7	13890	39	11,7,2,(1,5),4,3,(6,10),(8,9)	11,7,2,(4,5),1,(3,6,10),(8,9)	(11,7),2,(4,5),(1,10),(3,6),(8,9)	(11,7,2),4,(1,5),3,10,8,(6,9)			7.0	310	6.0	2-4	930.0	2.0
200734080711	ダ	右	1600	晴	稍重	19:50	サンライズペガサス賞 		2007-8-7	7	旭川	1	130万円以下	(規定)	1	970	4	1.0	360	4.0	8.0	620	7.0	1-8	6950	21	1=>8	12820	40	1-4-8	12100	37	1=>8=>4	75610	217	6,2,5,(8,7),1,10,9,(3,4)	6,(2,5),(8,7),1,10,(9,3,4)	6,(2,5),(1,8),7,(3,4),9,10	6-2,(1,5),8,4,3,7,(9,10)			4.0	190	3.0	1-7	6150.0	19.0
200734080801	ダ	右	1000	晴	不良	14:30	D級		2007-8-8	7	旭川	2	(別定)		1	140	1	1.0	100	1.0	7.0	800	6.0	1-7	1610	4	1=>7	1230	4	1-7-8	1700	5	1=>7=>8	7520	22			(1,7),8,11,9,10,5,6,2,3,4	(1,7),8,11,9,(5,6),(2,10),3,4			8.0	210	3.0	1-6	1190.0	4.0
200734080802	ダ	右	1000	晴	不良	15:00	2歳　未勝利		2007-8-8	7	旭川	2	(規定)		9	130	1	9.0	100	1.0	1.0	100	2.0	1-9	190	1	9=>1	320	1	1-4-9	1460	6	9=>1=>4	2230	6			9,10,1,6,(4,8),3,7	9,(1,10),6,(3,4),8,7			4.0	490	6.0	1-8	180.0	1.0
200734080803	ダ	右	1000	晴	不良	15:30	D3　ー4組		2007-8-8	7	旭川	2	40万円以下	(規定)	8	220	1	8.0	120	2.0	7.0	110	1.0	7-8	310	1	8=>7	510	1	7-8-9	3970	16	8=>7=>9	11770	40			7,8,1,(3,4),9,6,2,5	7,8,(1,3,9),4,(2,6,5)			9.0	630	9.0	7-8	270.0	1.0
200734080804	ダ	右	1500	曇	不良	16:00	2歳　未勝利		2007-8-8	7	旭川	2	(規定)		3	550	5	3.0	160	3.0	2.0	140	2.0	2-3	790	2	3=>2	1310	4	2-3-10	1340	4	3=>2=>10	4960	8	1,3,8,(2,10),7,(5,4),9,6	1,3,(2,8),10,(5,7),9,4,6	(1,3),(8,10,7),2,4,(6,9),5	3,(1,8,10),(2,7),4-6,9-5			10.0	170	4.0	2-3	710.0	4.0
200734080805	ダ	右	1000	曇	不良	16:30	フレッシュチャレンジ		2007-8-8	7	旭川	2	(規定)		2	350	3	2.0	120	1.0	4.0	200	3.0	2-4	920	6	2=>4	1480	10	2-4-6	4920	14	2=>4=>6	15800	37			2,4,6,(1,7),8=5	(2,4),6,1,(7,8)=5								
200734080806	ダ	右	1500	曇	不良	17:00	ルーキーチャレンジ競		2007-8-8	7	旭川	2	(規定)		4	4580	6	4.0	230	5.0	7.0	120	1.0	4-7	1420	4	4=>7	4410	12	2-4-7	3400	10	4=>7=>2	33180	80	(5,6),10,7,(8,9),(1,4),3,2	(5,6,10),(8,7),(1,4,9),3,2	5,6,(4,10,7,9),(1,8),3,2	(6,7,9),(5,1,4),3,10,(8,2)			2.0	230	4.0	4-7	1940.0	5.0
200734080807	ダ	右	1000	雨	不良	17:30	D1　ー2組		2007-8-8	7	旭川	2	80万円以下	(規定)	8	400	2	8.0	200	3.0	9.0	260	5.0	8-9	1460	6	8=>9	2790	12	8-9-11	9710	32	8=>9=>11	44400	150			8,9,10,3,11,(2,6),4,(1,5),7	(8,9),10,(3,6),11,(2,4),(1,5),7			11.0	310	6.0	7-7	1360.0	6.0
200734080808	ダ	右	1600	雨	不良	18:00	ヒヤデス特別 		2007-8-8	7	旭川	2	160万円以下	(規定)	2	720	5	2.0	170	5.0	10.0	130	1.0	2-10	1090	4	2=>10	2720	14	2-8-10	1450	1	2=>10=>8	9810	25	12107896435	1,2,10,7,(8,9),6,4-3,5	2,10,1,(8,9,7),(6,4)-3,5	2,10-(8,9),7,(1,6,4)-(5,3)			8.0	150	2.0	2-8	1540.0	6.0
200734080809	ダ	右	1000	雨	不良	18:30	アタックチャレンジ競		2007-8-8	7	旭川	2	(規定)		5	790	4	5.0	120	2.0	7.0	140	4.0	5-7	2950	13	5=>7	7930	25	3-5-7	1740	6	5=>7=>3	22190	72			6,(7,8),2,5,1,3,4	(6,7),8,2,5,1,(3,4)			3.0	110	1.0			
200734080810	ダ	右	1000	雨	不良	19:10	ポラリス特別 		2007-8-8	7	旭川	2	800万円以下	(別定)	2	620	4	2.0	150	1.0	7.0	240	6.0	2-7	1920	8	2=>7	4380	21	2-7-13	4500	21	2=>7=>13	24280	83			9,2,4,7,1,11,(3,5,10,13),6,12,8,14	9,2,7,4,(1,3),(5,13),6,(10,11),8,(14,12)			13.0	220	4.0	2-5	740.0	2.0
200734080811	ダ	右	1600	雨	不良	19:50	サクラプレジデント賞 		2007-8-8	7	旭川	2	130万円以下	(規定)	6	210	1	6.0	120	1.0	9.0	740	10.0	6-9	14760	26	6=>9	41380	56	4-6-9	24450	50	6=>9=>4	244090	367	7,(1,6),(4,10),8,5,3,9,2	7,6,1,(4,10),8,5,3,2,9	(7,6),8,(1,10),4,(5,2),3,9	6,8,7,(1,4),(10,2),5,3,9			4.0	170	3.0	6-8	5800.0	16.0
200734080812	ダ	右	1500	雨	不良	20:30	D1　ー2組		2007-8-8	7	旭川	2	80万円以下	(規定)	8	230	1	8.0	120	1.0	5.0	220	5.0	5-8	1450	4	8=>5	2120	7	5-8-9	1580	2	8=>5=>9	8160	11	8,(2,5),12,6,(1,7,10,11),9,3	8,2,5,12,6,11,(1,7,10),9,3	8,(2,5),9,11,12,10,(1,6,7),3	8,(2,5),(11,9),(12,10),(6,7),3,1			9.0	150	2.0	5-6	1250.0	5.0
200734080901	ダ	右	1000	曇	不良	14:30	2歳　未勝利		2007-8-9	7	旭川	3	(規定)		1	360	3	1.0	140	2.0	11.0	140	1.0	1-11	930	4	1=>11	3240	16	1-2-11	1650	4	1=>11=>2	14870	51			2,9,(1,4,11)-(7,8),6,3,5,10	2,(1,9),(4,11)-8,7,(3,6),5,10			2.0	210	5.0	1-8	1040.0	4.0
200734080902	ダ	右	1500	曇	不良	15:00	2歳　未勝利		2007-8-9	7	旭川	3	(規定)		5	150	1	5.0	100	1.0	6.0	150	4.0	5-6	640	2	5=>6	790	3	4-5-6	350	1	5=>6=>4	1890	4	1,2,4,5,3,6,(7,9),8	1,(2,4),(3,5),(6,9,8),7	(1,2,4),5,(3,6),8,9,7	(1,2,4,5),3,6,9,8,7			4.0	110	2.0	5-6	550.0	2.0
200734080903	ダ	右	1000	曇	不良	15:30	D1　ー1組		2007-8-9	7	旭川	3	80万円以下	(規定)	5	120	1	5.0	100	1.0	2.0	160	3.0	2-5	240	1	5=>2	250	1	2-4-5	610	2	5=>2=>4	1050	3			2,4,5,1,(3,6),7	2,(4,5),1,3,6,7								
200734080904	ダ	右	1000	曇	不良	16:00	D1　ー1組		2007-8-9	7	旭川	3	80万円以下	(規定)	1	820	4	1.0	360	5.0	3.0	100	1.0	1-3	430	2	1=>3	1440	6	1-2-3	390	1	1=>3=>2	3730	10			(1,2),3,4,(5,6,7)	(1,2,3),5,(6,7),4								
200734080905	ダ	右	1000	曇	不良	16:30	D2　ー1組		2007-8-9	7	旭川	3	60万円以下	(規定)	1	120	1	1.0	100	1.0	6.0	100	2.0	1-6	200	1	1=>6	210	1	1-6-7	250	1	1=>6=>7	540	1			1,7,6,(2,5),(3,4,8)	(1,7),6,5,(2,4,8),3			7.0	120	3.0			
200734080906	ダ	右	1500	曇	不良	17:00	D1　ー1組		2007-8-9	7	旭川	3	80万円以下	(規定)	1	440	3	1.0	250	3.0	2.0	720	6.0	1-2	1930	9	1=>2	2940	13	1-2-4	3090	14	1=>2=>4	11070	47	(1,7),6,4,(2,5),3	(1,7),6,4,(2,5),3	7,1,6,(2,4),(3,5)	(2,1),7,(3,4,6),5								
200734080907	ダ	右	1000	曇	不良	17:30	フレッシュチャレンジ		2007-8-9	7	旭川	3	(規定)		1	600	3	1.0	130	2.0	7.0	400	6.0	1-7	4470	10	1=>7	7460	16	1-2-7	610	2	1=>7=>2	11970	37			(7,2,9),(5,6)-1,3=4	(7,2,9),1,(5,6),3=4			2.0	140	3.0			
200734080908	ダ	右	1500	曇	不良	18:00	アタックチャレンジ競		2007-8-9	7	旭川	3	(規定)		9	460	3	9.0	150	3.0	6.0	150	2.0	6-9	750	4	9=>6	1520	3	6-7-9	1180	4	9=>6=>7	5440	15	(7,6),9,10,(3,5),8,4,2,1	(7,6),9,(3,10),5,8,4,2,1	6,(7,9),10,3,(4,5),8,2,1	(6,9),7,10,(2,4),3,(5,8),1			7.0	170	4.0	6-8	370.0	1.0
200734080909	ダ	右	1600	曇	不良	18:30	さらべつふるさとまつ 		2007-8-9	7	旭川	3	100万円以下	(規定)	5	170	1	5.0	150	1.0	4.0	340	7.0	4-5	4820	16	5=>4	5900	15	3-4-5	15970	47	5=>4=>3	68520	203	(9,3),11,10,(5,13),2,(4,7),1,(6,14),8	3,9,11,(2,5,10),(4,13),(1,7),6,(8,14)	3,9,5,13,11,4,(2,10),6,(8,14),7,1	3,5,9,4,11,13,(10,6),8,2,(7,14),1			3.0	390	9.0	3-4	1100.0	5.0
200734080910	ダ	右	1600	曇	不良	19:10	サッポロビール特別 		2007-8-9	7	旭川	3	160万円以下	(規定)	2	140	1	2.0	100	1.0	7.0	130	2.0	2-7	240	1	2=>7	390	1	2-4-7	400	2	2=>7=>4	1140	3	4,3,(6,7),(2,5),1	4,3,6,7,(2,5),1	(4,3),7,(6,2),(1,5)	(4,3),7,2,(6,5),1								
200734080911	ダ	右	1000	曇	不良	19:50	リリーカップ〔H3〕	G	2007-8-9	7	旭川	3	牝(馬齢)		11	300	2	11.0	140	1.0	9.0	340	6.0	9-11	1940	8	11=>9	3300	12	9-11-12	9050	28	11=>9=>12	26510	89			(7,9,11),(1,3),(2,4),10,(5,12),13,8,6	(1,7,9,11),(3,2),4,5,10,12,(8,13),6			12.0	240	4.0	6-7	1260.0	6.0
200734081501	ダ	右	1000	晴	良	15:00	2歳　牝馬		2007-8-15	7	旭川	5	牝(規定)		6	110	1	6.0	100	1.0	3.0	110	2.0	3-6	190	1	6=>3	210	1	2-3-6	320	1	6=>3=>2	720	1			68523147	6,8,(5,2,3),1,4,7			2.0	210	6.0			
200734081502	ダ	右	1000	晴	良	15:30	ルーキーチャレンジ競		2007-8-15	7	旭川	5	(規定)		2	120	1	2.0	100	1.0	4.0	230	6.0	2-4	820	4	2=>4	1080	4	2-4-6	1080	4	2=>4=>6	4460	15			2,4,(7,8),1,3,6,5	(2,4),8,7,(3,6),1,5			6.0	130	2.0			
200734081503	ダ	右	1500	晴	良	16:00	2歳　未勝利		2007-8-15	7	旭川	5	(規定)		8	120	1	8.0	100	2.0	6.0	120	3.0	6-8	270	1	8=>6	350	1	4-6-8	220	1	8=>6=>4	700	1	8,6,(1,4,5),2,(3,7)	(8,4),(1,6),5,(2,3,7)	8,4,(1,6),5,(2,3,7)	8,4,6,1,(2,5)-3,7			4.0	100	1.0			
200734081504	ダ	右	1500	晴	良	16:30	アタックチャレンジ競		2007-8-15	7	旭川	5	(規定)		7	1430	5	7.0	210	5.0	8.0	130	1.0	7-8	1010	4	7=>8	3370	16	4-7-8	2910	13	7=>8=>4	13190	56	2,4,5,(1,8),7,3,6	2,(4,5),8,1,7,3,6	(2,7),4,5,6,8,3,1	7,2,(4,6),8,5,3-1			4.0	220	6.0			
200734081505	ダ	右	1000	曇	良	17:00	D3　ー4組		2007-8-15	7	旭川	5	40万円以下	(規定)	5	150	1	5.0	110	1.0	10.0	170	3.0	5-10	490	2	5=>10	670	3	5-9-10	670	3	5=>10=>9	2280	6			5,9,11,3,4,(6,7),10,2-1	5,9,11,(3,4),(10,6,7),2-1			9.0	210	4.0	5-8	200.0	1.0
200734081506	ダ	右	1000	曇	良	17:30	D2　ー2組		2007-8-15	7	旭川	5	60万円以下	(規定)	6	540	4	6.0	140	4.0	2.0	120	2.0	2-6	860	4	6=>2	2060	10	2-6-8	1220	4	6=>2=>8	8640	35			2,6,(4,8),(5,7),(3,1)	2,6,(4,8),7,5,1,3			8.0	110	1.0			
200734081507	ダ	右	1000	曇	良	18:05	D2　ー1組		2007-8-15	7	旭川	5	60万円以下	(規定)	2	150	1	2.0	120	1.0	8.0	270	4.0	2-8	930	3	2=>8	1310	4	2-3-8	3390	9	2=>8=>3	9010	24			(2,8)-3,1,6,5,(4,7)	2,8-3,1,6,5,4,7			3.0	370	5.0			
