	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
200634083112	ダ	右	1600	曇	稍重	20:30	しんとく新そば祭り特 		2006-8-31	5	旭川	6	800万円以下	(別定)	9	990	4	9	170	5	5	100	1	8.0	120	2.0	5-9	970	3	9=>5	3370	13.0	5-8-9	650	2.0	9=>5=>8	7370	21.0	1,10,8,2,5,9,(3,4),11,6-7	1,10,8,2,5,9,(3,4,11),6-7	1,8,(10,5),9,2,6,(3,4),11-7	(8,5),1,9,10,(2,6),(3,4),11,7			5-7	190.0	1.0
200634090501	ダ	右	1000	曇	重	14:30	D3　ー4組		2006-9-5	6	旭川	1	40万円以下	(規定)	1	160	1	1	110	1	2	200	4				1-2	300	1	1=>2	440	1.0	1-2-5	580	2.0	1=>2=>5	1160	2.0			(1,5),6,(4,7),2,3	(1,5),(4,6),7,2,3					
200634090502	ダ	右	1000	曇	重	15:00	D3　ー4組		2006-9-5	6	旭川	1	40万円以下	(規定)	2	250	2	2	110	1	6	120	2				2-6	210	1	2=>6	630	3.0	2-4-6	180	1.0	2=>6=>4	730	2.0			(1,2),3,(6,4),(5,7)	2136457					
200634090503	ダ	右	1500	曇	重	15:30	2歳　未勝利		2006-9-5	6	旭川	1	(規定)		5	1100	7	5	410	8	3	190	5	2.0	140	1.0	3-5	3090	16	5=>3	9680	35.0	2-3-5	3900	15.0	5=>3=>2	36840	139.0	45327618	4,5,3,2,7,6,(1,8)	(4,5),3,2,(6,7),(1,8)	(4,5),(2,3),(6,7),(1,8)					
200634090504	ダ	右	1000	曇	重	16:00	2歳　牝馬		2006-9-5	6	旭川	1	牝(規定)		5	960	4	5	150	4	4	120	1	6.0	130	2.0	4-5	770	4	5=>4	2580	8.0	4-5-6	660	2.0	5=>4=>6	5080	17.0			(4,6),5,(1,3),7,(2,8,9)	(4,6,5),1,3,2,8,7,9			4-5	700.0	4.0
200634090505	ダ	右	1000	曇	重	16:35	アタックチャレンジ競		2006-9-5	6	旭川	1	(規定)		5	330	2	5	130	2	4	120	1	1.0	180	5.0	4-5	320	1	5=>4	750	2.0	1-4-5	1450	5.0	5=>4=>1	6300	17.0			5,7,4,(3,8),1,6-2	5,(4,7),(3,8),1,6,2					
200634090506	ダ	右	1000	晴	重	17:10	D3　ー2組		2006-9-5	6	旭川	1	40万円以下	(規定)	9	270	2	9	120	2	3	100	1	4.0	200	5.0	3-9	190	1	9=>3	760	3.0	3-4-9	590	2.0	9=>3=>4	3800	13.0			934721586	(9,3),4,(7,1),2,5,(6,8)			3-8	160.0	1.0
200634090507	ダ	右	1500	晴	重	17:45	D3　ー1組		2006-9-5	6	旭川	1	40万円以下	(規定)	7	140	1	7	110	1	5	190	5	3.0	180	4.0	5-7	1590	4	7=>5	1900	6.0	3-5-7	1950	7.0	7=>5=>3	6430	18.0	2,4,7,(1,8)-(3,5,6)	2,4,(1,7,8)-5,(3,6)	(2,7),(4,8),1,3,6,5	(2,7),8,4,3,(5,1),6					
200634090508	ダ	右	1000	晴	重	18:20	D3　ー1組		2006-9-5	6	旭川	1	40万円以下	(規定)	5	290	1	5	140	1	10	190	4	2.0	560	8.0	5-10	460	2	5=>10	810	2.0	2-5-10	9660	26.0	5=>10=>2	23020	75.0			5,(6,10),2,(8,9),1,4,3-7	5,(6,10),(2,8,9),1,3,4,7			5-8	310.0	2.0
200634090509	ダ	右	1000	晴	重	18:55	D2　ー4組		2006-9-5	6	旭川	1	60万円以下	(規定)	7	210	1	7	100	1	8	570	8	4.0	220	5.0	7-8	6800	17	7=>8	7040	22.0	4-7-8	8020	25.0	7=>8=>4	36770	94.0			7,8,9,(3,6),(2,4,5),1	7,8,9,6,(3,5),(2,4,1)			7-8	1630.0	6.0
200634090510	ダ	右	1600	晴	重	19:30	レチクル特別 		2006-9-5	6	旭川	1	130万円以下	(規定)	2	310	2	2	110	1	4	360	7	8.0	120	2.0	2-4	3490	10	2=>4	4790	19.0	2-4-8	1660	5.0	2=>4=>8	12260	37.0	1,5,8,(4,7),2,3,6,9	(1,5,8),(4,7),2,3,6-9	1,(5,8),4,2,(3,6),7,9	1,8,(5,4),2,6,3,9-7			2-4	3260.0	11.0
200634090511	ダ	右	1600	晴	重	20:05	あいべつきのこの里フ 		2006-9-5	6	旭川	1	130万円以下	(規定)	8	480	2	8	170	2	3	440	6	5.0	340	4.0	3-8	5430	20	8=>3	10650	37.0	3-5-8	11520	42.0	8=>3=>5	67460	210.0	1,7,(2,6),3,9,8,5,4	1,7,2,(3,6),(8,9),5,4	1,2,3,(6,9),7,(8,5),4	1,3,2,(8,6),(5,9),4,7			3-8	2200.0	10.0
200634090701	ダ	右	1000	雨	不良	14:30	D2　ー2組		2006-9-7	6	旭川	3	60万円以下	(規定)	2	160	1	2	150	2	1	300	4				1-2	350	2	2=>1	630	3.0	1-2-3	2160	9.0	2=>1=>3	7520	24.0			(1,2),4,7,3,5,6	(1,2),4,3,(5,7),6					
200634090702	ダ	右	1000	雨	不良	15:00	2歳　未勝利		2006-9-7	6	旭川	3	(規定)		11	470	4	11	170	2	2	190	3	6.0	200	4.0	2-11	1290	6	11=>2	2240	10.0	2-6-11	1510	4.0	11=>2=>6	7700	25.0			(3,6),2,(8,9),11,(4,5),12,1,7	(3,6),2,(4,9,11),8,5,(1,12),7			2-8	790.0	4.0
200634090703	ダ	右	1000	雨	不良	15:30	2歳　未勝利		2006-9-7	6	旭川	3	(規定)		3	470	3	3	340	5	7	230	4	6.0	590	6.0	3-7	2070	9	3=>7	3990	19.0	3-6-7	8240	27.0	3=>7=>6	37490	110.0			3,8,(1,10),(4,5),11,6,7,9	3,8,(1,10),(4,5),11,(6,7),9			3-6	1120.0	6.0
200634090704	ダ	右	1500	雨	不良	16:00	アタックチャレンジ競		2006-9-7	6	旭川	3	(規定)		9	4320	9	9	390	8	10	240	5	8.0	140	1.0	9-10	6040	22	9=>10	18810	55.0	8-9-10	5510	22.0	9=>10=>8	61750	190.0	1,5,8,(3,7),(9,10),(2,4),6	1,5,(3,8),(7,10),9,(2,4,6)	(1,5),8,(3,9,10),(2,6),(7,4)	1,5,(3,9),(8,10),(2,6),(7,4)			8-8	5500.0	18.0
200634090705	ダ	右	1000	雨	不良	16:30	アタックチャレンジ競		2006-9-7	6	旭川	3	牝(規定)		3	930	5	3	260	5	6	140	2	1.0	170	4.0	3-6	880	5	3=>6	3240	12.0	1-3-6	1320	6.0	3=>6=>1	12750	42.0			(3,6),(5,7),(1,8),4,2	(3,6),(5,7),(1,8),4,2					
200634090706	ダ	右	1000	雨	不良	17:05	フレッシュチャレンジ		2006-9-7	6	旭川	3	(規定)		1	330	1	1	110	1	7	170	4	10.0	170	3.0	1-7	440	1	1=>7	620	1.0	1-7-10	1140	2.0	1=>7=>10	2550	3.0			1,(7,10),4,3,6,(8,9)-5	1,10,7,4,3,6,(8,9)-5			1-7	440.0	1.0
200634090707	ダ	右	1500	雨	不良	17:40	D3　ー3組		2006-9-7	6	旭川	3	40万円以下	(規定)	4	120	1	4	100	1	1	270	6	5.0	160	3.0	1-4	1270	5	4=>1	1330	5.0	1-4-5	1320	4.0	4=>1=>5	5390	16.0	(4,6),7,8,(3,5),9,2,1	(4,6),(5,7,8),3,9-2,1	4,6,7,(5,8),(3,9),(2,1)	4,(5,6),7,(9,1),3,2,8			1-4	1110.0	6.0
200634090708	ダ	右	1500	雨	不良	18:15	D3　ー2組		2006-9-7	6	旭川	3	40万円以下	(規定)	9	220	1	9	120	1	2	170	3	1.0	490	11.0	2-9	460	2	9=>2	830	3.0	1-2-9	7920	21.0	9=>2=>1	18290	48.0	7,2,6,10,(4,12),(1,8,9),5,3,11	(7,2),6,(1,10),(4,12,9),(3,8),5,11	2,(6,9),1,(10,12),8,(7,11),(4,5),3	2,9,(1,6),10,8,(12,11),(4,5),(7,3)			2-7	490.0	2.0
200634090709	ダ	右	1500	雨	不良	18:50	D2　ー2組		2006-9-7	6	旭川	3	60万円以下	(規定)	4	1980	4	4	180	3	1	110	1	5.0	150	2.0	1-4	1050	4	4=>1	4420	13.0	1-4-5	2440	7.0	4=>1=>5	20300	57.0	1,7,(3,5,6),(2,10),4,9,12,8,11	1,7,3,(2,5,6),(4,10),9,12,8-11	1,7,5,(2,3,4),12,6,(8,10),9,11	1,7,5,(2,4),3,12,8,(9,6),10,11			1-4	1240.0	5.0
200634090710	ダ	右	1600	雨	不良	19:25	パラダイスクリーク賞 		2006-9-7	6	旭川	3	160万円以下	(規定)	11	610	3	11	180	3	10	480	7	9.0	100	1.0	10-11	4240	13	11=>10	6950	21.0	9-10-11	2160	7.0	11=>10=>9	19790	58.0	(1,9),7,(12,11),10,8,2,6,3,4,5	1,9,7,12,11,10,8,2,6,3,4-5	(9,7,11),12,10,1,8,(6,3),2-4=5	(7,11),(9,10),12,(2,8,6,3),1-4-5			7-8	320.0	1.0
200634091201	ダ	右	1000	晴	良	14:30	D3　ー4組		2006-9-12	6	旭川	4	40万円以下	(規定)	9	280	2	9	110	2	10	110	1	4.0	140	3.0	9-10	280	1	9=>10	690	2.0	4-9-10	350	1.0	9=>10=>4	1760	1.0			9,10,1,(8,4),12,11,7,(2,3),5,6	9,10,(1,4),(8,12),11,(2,7,3),5,6			7-7	340.0	2.0
200634091202	ダ	右	1000	晴	良	15:00	2歳　未勝利		2006-9-12	6	旭川	4	(規定)		5	250	1	5	130	1	9	280	5	4.0	1,300	11.0	5-9	1280	5	5=>9	2060	8.0	4-5-9	70980	107.0	5=>9=>4	248440	476.0			4,9,2,(5,11),(6,10),1,12,(3,7),8	(4,9),(2,5,11),(1,6,10),12,7,(3,8)			5-7	330.0	1.0
200634091203	ダ	右	1000	晴	良	15:30	アタックチャレンジ競		2006-9-12	6	旭川	4	(規定)		8	240	1	8	110	1	10	140	4	2.0	120	2.0	8-10	1010	4	8=>10	1810	8.0	2-8-10	760	2.0	8=>10=>2	4970	10.0			4,8,(1,10),5,(3,2),9,7,6	(4,8),10,1,(3,5,2),9,7,6			7-8	480.0	3.0
200634091204	ダ	右	1000	晴	良	16:00	アタックチャレンジ競		2006-9-12	6	旭川	4	牝(規定)		5	3600	9	5	340	6	7	330	5	1.0	530	9.0	5-7	2610	13	5=>7	12140	39.0	1-5-7	26780	65.0	5=>7=>1	292760	485.0			(4,5,6,7,8),9,(1,2),(3,10)	(4,5),(6,7),(1,2,8,9),3,10			5-7	1780.0	6.0
200634091205	ダ	右	1500	晴	良	16:30	フレッシュチャレンジ		2006-9-12	6	旭川	4	(規定)		6	260	1	6	200	2	1	380	5	7.0	320	4.0	1-6	700	2	6=>1	1780	7.0	1-6-7	1260	4.0	6=>1=>7	6250	19.0	(1,3),(4,6),2,7-8,5	(1,3),4,(2,6),7-8,5	(1,3),(4,6)-2,7,8=5	(1,3,6),4,7,8,2=5					
200634091206	ダ	右	1000	晴	良	17:05	C4　ー3組		2006-9-12	6	旭川	4	100万円以下	(規定)	1	140	1	1	100	1	2	240	6	6.0	220	5.0	1-2	1470	5	1=>2	1550	6.0	1-2-6	2580	10.0	1=>2=>6	8110	25.0			1,(2,8),(6,4,5),7-3	1,(2,8),(6,4),(7,5),3					
200634091207	ダ	右	1500	晴	良	17:40	D3　ー1組		2006-9-12	6	旭川	4	40万円以下	(規定)	4	2290	6	4	180	3	11	110	1	9.0	210	4.0	4-11	630	2	4=>11	2630	8.0	4-9-11	2310	10.0	4=>11=>9	18830	53.0	9,11,(4,12),5,2,8,(1,7,10),6,3	9,11,(4,12),5,2,1,(8,10),(7,6),3	(9,11),12,2,4,(1,5),(3,10),7,(8,6)	(9,11),12,4,2,1,(5,3),10,7,(8,6)			4-8	570.0	2.0
200634091208	ダ	右	1600	晴	良	18:15	アケルナル特別 		2006-9-12	6	旭川	4	100万円以下	(規定)	6	2170	8	6	470	8	7	220	4	2.0	140	2.0	6-7	3910	19	6=>7	19730	55.0	2-6-7	3680	15.0	6=>7=>2	46820	180.0	(6,4),3,5,(1,9),10,2,(7,8)	4,6,3,5,1,9,10,2,(7,8)	6,4,1,(3,5),(7,9,2),10,8	6,4,1,(7,9,5,2),3,10,8			6-7	4990.0	17.0
200634091209	ダ	右	1000	晴	良	18:50	ウィナーズチャレンジ 		2006-9-12	6	旭川	4	(規定)		1	6020	8	1	650	9	8	120	1	9.0	150	2.0	1-8	4190	14	1=>8	17360	45.0	1-8-9	11310	33.0	1=>8=>9	123520	277.0			(1,8),10,12,(3,4,13),(2,9),5,(11,14),7,6	(1,8),(4,10),(3,9,12),2,13,(11,5,14),6,7			1-5	3900.0	13.0
200634091210	ダ	右	1600	晴	良	19:25	ツルマルボーイ賞 		2006-9-12	6	旭川	4	400万円以下	(規定)	11	220	1	11	100	1	5	210	6	3.0	100	2.0	5-11	2610	8	11=>5	3260	9.0	3-5-11	1020	3.0	11=>5=>3	7450	20.0	4,(10,11),(2,3),5,(6,8),(7,9),1	4,(10,11),(2,3),5,6,8,9,7,1	(4,11,3),5,(2,10),6,(8,9),7-1	11,(4,3),5,6,2,7,(10,8),9-1			5-8	1370.0	5.0
200634091211	ダ	右	1600	晴	良	20:00	カコイーシーズ賞 		2006-9-12	6	旭川	4	400万円以下	(規定)	3	490	4	3	180	3	5	2,440	11	8.0	160	1.0	3-5	18980	35	3=>5	59770	81.0	3-5-8	31950	72.0	3=>5=>8	288950	511.0	2,5,1,8,9,3,(4,10),(7,11),6	2,5,1,8-9,3,(4,10),11,(7,6)	(2,5),8,1,3,(4,9),10-(11,6),7	5,(2,8),3,(1,4),9,10,7,(11,6)			3-5	30960.0	29.0
200634091301	ダ	右	1000	晴	良	14:30	2歳　未勝利		2006-9-13	6	旭川	5	(規定)		12	310	1	12	190	4	10	570	6	3.0	180	3.0	10-12	4340	15	12=>10	6400	22.0	3-10-12	7310	22.0	12=>10=>3	20790	52.0			(6,12),9,(1,3),5,(2,10,11),(4,8),7	(6,12),(3,5),(1,9),10,(8,11),2,(4,7)			7-8	1850.0	9.0
200634091302	ダ	右	1500	晴	良	15:00	2歳　未勝利		2006-9-13	6	旭川	5	(規定)		6	350	3	6	130	4	10	110	1	1.0	130	3.0	6-10	620	2	6=>10	2110	9.0	1-6-10	1230	3.0	6=>10=>1	7460	21.0	9,6,(3,11),(1,10),(2,4),(5,7,8)	(9,6),11,3,1,10,(2,4),(5,7,8)	6,(9,11,10),1,2,(3,5,4,8),7	6,(11,10),1,9,2,8,5,(4,7),3			5-7	680.0	2.0
200634091303	ダ	右	1000	晴	良	15:30	アタックチャレンジ競		2006-9-13	6	旭川	5	(規定)		8	130	1	8	110	1	6	150	2	5.0	440	9.0	6-8	280	1	8=>6	320	1.0	5-6-8	740	4.0	8=>6=>5	2460	4.0			867153492	8,6,7,(1,5),4,(3,2,9)			6-8	250.0	1.0
200634091304	ダ	右	1500	晴	良	16:00	アタックチャレンジ競		2006-9-13	6	旭川	5	(規定)		3	810	7	3	430	7	6	180	3	10.0	160	2.0	3-6	2980	14	3=>6	5180	22.0	3-6-10	3750	15.0	3=>6=>10	24620	83.0	1,(8,12),(6,9),7,2,4,3,(5,11),10	1,(8,12),6,(7,9),2,(3,4),(5,11,10)	(1,12),(6,9,10),(8,2),(7,3),4,11,5	6,10,12,9,(1,3,2),(8,7,11,4,5)			3-5	2690.0	12.0
200634091305	ダ	右	1000	晴	良	16:30	フレッシュチャレンジ		2006-9-13	6	旭川	5	牝(規定)		3	220	1	3	140	2	4	120	1				3-4	250	1	3=>4	620	2.0	3-4-7	210	1.0	3=>4=>7	920	2.0			(3,7),4,8,(2,1)-6	3,7,4,8,2,1-6					
200634091306	ダ	右	1000	晴	良	17:00	D2　ー1組		2006-9-13	6	旭川	5	60万円以下	(規定)	7	1170	6	7	290	2	1	1,310	10	8.0	330	3.0	1-7	21330	38	7=>1	26260	58.0	1-7-8	23020	57.0	7=>1=>8	238150	452.0			7,1,12,(10,11),5,(2,4),9,6,(3,8)	7,1,(12,11),10,5,(2,4),(6,9,8),3			1-6	8420.0	14.0
200634091307	ダ	右	1500	晴	良	17:35	ウィナーズチャレンジ 		2006-9-13	6	旭川	5	(規定)		11	210	1	11	160	1	4	200	3	2.0	240	5.0	4-11	410	1	11=>4	720	1.0	2-4-11	1210	1.0	11=>4=>2	2930	1.0	11,(7,5),2,(4,6),1,3,10,9,12,8	11,(7,5),(2,4,6),(1,3),10,9,12,8	11,10,(7,5,6),(2,4,3),1,9,12,8	11,10,7,3,6,(2,5,4),(1,9),8,12			4-8	390.0	1.0
200634091308	ダ	右	1000	晴	良	18:10	ボルックス特別 		2006-9-13	6	旭川	5	160万円以下	(規定)	5	370	3	5	200	3	9	510	8	1.0	170	2.0	5-9	7960	27	5=>9	23390	57.0	1-5-9	19310	60.0	5=>9=>1	103180	303.0			4,(8,11),(9,10),(1,5),6,(3,2),7	4,(8,11),(9,10),(1,5),(3,6),(2,7)			5-7	4950.0	19.0
200634091309	ダ	右	1600	晴	良	18:45	アンタレス特別 		2006-9-13	6	旭川	5	800万円以下	(別定)	6	2280	5	6	140	2	7	200	4	1.0	200	3.0	6-7	2740	9	6=>7	5850	21.0	1-6-7	5380	17.0	6=>7=>1	31760	84.0	6,3,2,9,1,(4,8),7,5	6,3,2,9,(4,1,8),(7,5)	6,3,1,2,5,8,(4,7,9)	6,3,1,5,(2,8),7,4,9			6-7	2050.0	8.0
200634091310	ダ	右	1600	晴	良	19:20	メジロライアン賞 		2006-9-13	6	旭川	5	600万円以下	(別定)	5	130	1	5	110	2	3	140	4	1.0	110	1.0	3-5	480	3	5=>3	630	3.0	1-3-5	700	3.0	5=>3=>1	2440	5.0	5,6,(2,9),3,(1,8),7,4	5,6,(2,3),(1,9),8,(7,4)	5,6,3,2,1,(9,4),8,7	5,(2,1,6,3),(8,4),9,7			3-5	370.0	1.0
200634091311	ダ	右	1500	晴	良	20:00	フローラルカップ〔H	G	2006-9-13	6	旭川	5	牝(馬齢)		2	1360	7	2	330	5	6	340	6	1.0	360	7.0	2-6	5230	20	2=>6	13180	39.0	1-2-6	11530	36.0	2=>6=>1	92100	225.0	1,2,7,(6,10),4,(3,5,9),8	1,2,7,6,10,(4,5,9),3,8	1,2,6,(7,5,9),10,(4,8)-3	(1,2),6,(5,9,8),4,(7,10),3			2-6	6930.0	23.0
200634091401	ダ	右	1000	晴	良	14:30	D3　ー3組		2006-9-14	6	旭川	6	40万円以下	(規定)	2	110	1	2	100	1	9	150	3	5.0	620	8.0	2-9	360	2	2=>9	590	1.0	2-5-9	12040	30.0	2=>9=>5	17200	43.0			2,(1,4),(8,11),12,5,9,(6,10),(3,7)	2,(1,4),8,11,5,(12,9),6,(3,7,10)			2-7	430.0	1.0
200634091402	ダ	右	1000	晴	良	15:00	2歳　未勝利		2006-9-14	6	旭川	6	(規定)		1	250	1	1	100	1	9	120	2	3.0	420	9.0	1-9	450	1	1=>9	950	1.0	1-3-9	6480	20.0	1=>9=>3	21330	63.0			1,(3,8,10,11),6,7,9,(12,5),(4,2)	1,(3,8,10),(6,11),7,9,(2,12,5),4			1-7	280.0	1.0
200634091403	ダ	右	1500	晴	良	15:30	2歳　牝馬		2006-9-14	6	旭川	6	牝(規定)		1	120	1	1	110	1	7	170	3	5.0	170	4.0	1-7	510	2	1=>7	1040	2.0	1-5-7	1520	5.0	1=>7=>5	5820	14.0	7,8,9,10,(1,3,11),(2,4),5,(12,6)	7,8,(1,9),(3,10,11),2,4,(12,6,5)	(7,8),(1,9,5),(3,11),(2,4),10,(12,6)	(7,5),(1,8),9,3,(2,4,11),12,(10,6)			1-6	540.0	2.0
200634091404	ダ	右	1000	晴	良	16:00	アタックチャレンジ競		2006-9-14	6	旭川	6	(規定)		6	150	1	6	100	1	1	210	4	10.0	130	2.0	1-6	950	4	6=>1	990	4.0	1-6-10	1250	4.0	6=>1=>10	4710	10.0			(2,4),6,10,(1,7),8,(3,9),5	(2,4,6),1,7,10,9,8,(3,5)			1-6	870.0	4.0
200634091405	ダ	右	1500	晴	良	16:30	アタックチャレンジ競		2006-9-14	6	旭川	6	牝(規定)		3	240	2	3	110	1	1	130	3	5.0	110	2.0	1-3	760	3	3=>1	930	4.0	1-3-5	290	1.0	3=>1=>5	2090	6.0	(3,4),5,1,6,7,2,8	(3,4),(1,5),6,7,2,8	3,(4,5),1,6,2,8,7	3,5,1,(4,2,6),(7,8)					
200634091406	ダ	右	1000	晴	良	17:00	フレッシュチャレンジ		2006-9-14	6	旭川	6	(規定)		9	2830	8	9	490	8	2	180	3	7.0	460	7.0	2-9	12260	26	9=>2	9400	32.0	2-7-9	24600	48.0	9=>2=>7	125560	244.0			9,10-(7,6),(5,2),4,3,8,1	9,10,(2,7),6,5,(3,4),8,1			2-8	5660.0	19.0
200634091407	ダ	右	1500	晴	良	17:30	D1　ー2組		2006-9-14	6	旭川	6	80万円以下	(規定)	8	200	1	8	140	2	12	230	3	6.0	740	7.0	8-12	470	1	8=>12	850	2.0	6-8-12	4020	13.0	8=>12=>6	12370	31.0	(2,7),12,(4,8),(3,9),10,6,(1,11),5	(2,7),12,8,4,(3,9),10,(1,6),(5,11)	2,(7,12),(8,10),(1,3),4,9,6,5,11	(2,7),(12,8),(3,10),1,4,6,(5,9),11			6-8	380.0	1.0
200634091408	ダ	右	1000	晴	良	18:05	ルパス特別 		2006-9-14	6	旭川	6	80万円以下	(規定)	1	430	2	1	130	2	7	100	1	6.0	150	3.0	1-7	320	1	1=>7	890	3.0	1-6-7	510	1.0	1=>7=>6	2470	3.0			(1,2),3,7,(5,10),(6,9,8),4	(1,2),(3,7),5,6,10,(4,9,8)			1-7	340.0	1.0
200634091409	ダ	右	1000	晴	良	18:40	D1　ー1組		2006-9-14	6	旭川	6	80万円以下	(規定)	12	190	1	12	140	2	7	110	1	2.0	790	10.0	7-12	360	1	12=>7	590	1.0	2-7-12	4880	12.0	12=>7=>2	18620	43.0			(12,5,7),2,6,(9,11),4,(1,3),10	12,(5,7),2,6,9,(4,11),1,3,10			6-8	380.0	2.0
200634091410	ダ	右	1600	晴	良	19:15	ノーザンクロス特別 		2006-9-14	6	旭川	6	(別定)		1	250	1	1	140	1	7	260	5				1-7	410	1	1=>7	930	1.0	1-4-7	910	5.0	1=>7=>4	3490	7.0	1,2,(7,4),(6,3,5)	1,(7,2),4,6,(3,5)	1,(7,2),4,6,(3,5)	1,(7,2,4),6,(3,5)					
200634091411	ダ	右	1000	晴	良	19:55	カルストンライトオ賞 		2006-9-14	6	旭川	6	(別定)		11	320	1	11	120	1	1	220	4	3.0	170	3.0	1-11	880	3	11=>1	1380	3.0	1-3-11	1640	3.0	11=>1=>3	7080	13.0			1,6,(3,7,11),(4,12),8,(5,13),(2,9,10,14)	(1,11),(3,7),(8,12),(4,6),2,(5,13),(9,10,14)			1-7	820.0	4.0
200634091412	ダ	右	1600	晴	良	20:35	アラニラム特別 		2006-9-14	6	旭川	6	80万円以下	(規定)	3	380	2	3	120	1	11	160	3	1.0	210	4.0	3-11	770	2	3=>11	1490	3.0	1-3-11	2210	5.0	3=>11=>1	10480	24.0	7,11,12,3,1,5,(2,6),(4,10),9,8	7,11,12,3,1,5,(2,6),4,10,(8,9)	7-11,3,(12,4),1,2,(6,10),8,5,9	7,(3,11),4,(1,12),2,8,(6,10),(5,9)			3-8	560.0	1.0
200634091901	ダ	右	1500	曇	良	14:50	D3　ー5組		2006-9-19	7	旭川	1	40万円以下	(規定)	6	230	2	6	110	1	7	110	2				6-7	190	1	6=>7	530	2.0	4-6-7	520	2.0	6=>7=>4	2670	7.0	2,(3,7),6,5,(1,4)	2,(3,7),6,5,(1,4)	(7,6),(2,3),1,(5,4)	(7,6)-(2,3,4),1,5					
200634091902	ダ	右	1000	曇	良	15:25	D3　ー5組		2006-9-19	7	旭川	1	40万円以下	(規定)	11	570	4	11	190	3	12	880	11	9.0	180	2.0	11-12	14540	31	11=>12	18340	43.0	9-11-12	141580	119.0	11=>12=>9	308820	470.0			1,9,(4,11),5,(3,7),10,12,(2,6),8	(1,9),11,(3,4),5,(2,12),10,(7,8),6			8-8	8710.0	22.0
200634091903	ダ	右	1500	曇	良	16:00	2歳　未勝利		2006-9-19	7	旭川	1	(規定)		6	260	1	6	110	1	2	150	3	4.0	710	8.0	2-6	650	2	6=>2	1150	3.0	2-4-6	4540	16.0	6=>2=>4	10480	40.0	1,6,8,(4,7),2,(3,5)	1,6,8,(4,7),(2,5),3	1,6,8,4,(7,5),2,3	(1,6),(4,8),5,2,7,3					
200634091904	ダ	右	1000	曇	良	16:35	2歳　未勝利		2006-9-19	7	旭川	1	(規定)		8	880	4	8	200	5	6	130	2	2.0	110	1.0	6-8	1160	5	8=>6	3400	13.0	2-6-8	550	2.0	8=>6=>2	5220	19.0			(8,9,2),1,6,(3,4,7),5	8,(9,2),1,6,(3,4,7),5			6-8	340.0	3.0
200634091905	ダ	右	1000	曇	良	17:10	2歳　未勝利		2006-9-19	7	旭川	1	(規定)		4	560	3	4	300	7	9	260	6	5.0	130	1.0	4-9	3220	15	4=>9	7760	35.0	4-5-9	4430	16.0	4=>9=>5	38400	144.0			(4,5),(7,9),3,6,2,(1,8)	4,5,9,(3,7),6,2,(1,8)			4-8	3940.0	18.0
200634091906	ダ	右	1500	曇	良	17:45	D3　ー3組		2006-9-19	7	旭川	1	40万円以下	(規定)	6	150	1	6	100	1	5	380	6	8.0	130	3.0	5-6	1070	4	6=>5	1490	6.0	5-6-8	990	5.0	6=>5=>8	4060	12.0	(4,7),8,(1,3),6,(2,5)	4,7,8,(3,6),(1,5),2	4,(7,8),6,(1,3),5-2	4,(7,8,6),(1,3,5),2					
200634091907	ダ	右	1500	曇	良	18:20	D3　ー4組		2006-9-19	7	旭川	1	40万円以下	(規定)	4	1120	6	4	160	1	11	1,040	10	6.0	760	9.0	4-11	14510	38	4=>11	36190	85.0	4-6-11	123510	117.0	4=>11=>6	679220	710.0	651134210891	651134210891	6,(5,11),2,(3,4)-8,10,9,1	6,(5,11),(3,4),2,8,10,(9,1)			4-8	3130.0	15.0
200634091908	ダ	右	1000	曇	良	18:55	D2　ー3組		2006-9-19	7	旭川	1	60万円以下	(規定)	3	140	1	3	100	1	6	130	3	2.0	240	5.0	3-6	340	1	3=>6	450	1.0	2-3-6	650	2.0	3=>6=>2	1690	3.0			10,2,3,(8,9),6,5,7,4	10,(3,2),9,6,(5,8),7,4			3-6	230.0	1.0
200634091909	ダ	右	1600	曇	良	19:30	アルゴル特別 		2006-9-19	7	旭川	1	130万円以下	(規定)	5	770	6	5	200	5	2	180	3	4.0	450	8.0	2-5	1570	6	5=>2	4420	22.0	2-4-5	3170	15.0	5=>2=>4	19140	81.0	9,6,(3,4),2-1,(8,5)	(9,6),3,(2,4),1,(8,5)	(9,6,3,4),2,1,(8,5)	(3,4),(9,2),(1,6,8,5)			2-5	1880.0	8.0
200634092001	ダ	右	1500	曇	稍重	14:30	2歳　未勝利		2006-9-20	7	旭川	2	(規定)		5	1550	4	5	160	3	1	120	1	4.0	510	7.0	1-5	970	3	5=>1	2950	11.0	1-4-5	13410	31.0	5=>1=>4	93940	185.0	7,4,(1,6),9,10,5,8,11,3	7,4,1,6,(5,10,9),8,(3,11)	7,4,(5,1),(10,6,9),8,3,11	(7,4),5,1,(10,6,9),8-3-11			1-5	810.0	5.0
