	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201147090702	ダ	右	1400	晴	良	11:30	サラ系C14組		2011-9-7	10	笠松	3			9.0	210.0	1.0	9.0	110	1.0	6.0	150	3.0	7.0	170	4.0	6-9	280.0	1.0	9=>6	410.0	2.0	6-7-9	860.0	4.0	9=>6=>7	1340.0	5.0		467819253.0	467819523.0	964785132.0			6-8	350.0	2.0	8=>6	530.0	3.0									
201147090703	ダ	右	1400	晴	良	12:00	サラ系C10・13組		2011-9-7	10	笠松	3			9.0	210.0	2.0	9.0	100	2.0	4.0	190	6.0	6.0	100	1.0	4-9	1810.0	7.0	9=>4	2500.0	9.0	4-6-9	320.0	1.0	9=>4=>6	4860.0	14.0		37814956210.0	37481956210.0	73498615210.0			4-8	2310.0	6.0	8=>4	2920.0	9.0									
201147090704	ダ	右	1400	晴	良	12:30	サラ系C9組		2011-9-7	10	笠松	3			6.0	150.0	1.0	6.0	100	1.0	4.0	140	3.0	2.0	100	2.0	4-6	370.0	2.0	6=>4	430.0	2.0	2-4-6	260.0	1.0	6=>4=>2	940.0	2.0		468792351.0	468792531.0	468279531.0			4-6	430.0	3.0	6=>4	450.0	2.0									
201147090705	ダ	右	1400	晴	良	13:05	サラ系C8組		2011-9-7	10	笠松	3			6.0	21520.0	9.0	6.0	500	8.0	4.0	100	1.0	1.0	150	3.0	4-6	7350.0	14.0	6=>4	91160.0	42.0	1-4-6	14180.0	26.0	6=>4=>1	151090.0	148.0		156348279.0	165437892.0	164573928.0			4-6	9890.0	15.0	6=>4	27770.0	31.0									
201147090706	ダ	右	1400	晴	良	13:40	サラ系C12組特選		2011-9-7	10	笠松	3			9.0	220.0	1.0	9.0	100	2.0	4.0	100	1.0	1.0	180	5.0	4-9	270.0	1.0	9=>4	630.0	1.0	1-4-9	780.0	3.0	9=>4=>1	2240.0	3.0		13946271058.0	13946251078.0	19342651078.0			4-8	300.0	1.0	8=>4	500.0	1.0									
201147090707	ダ	右	1400	晴	良	14:15	サラ系3歳1組特別 		2011-9-7	10	笠松	3			4.0	180.0	1.0	4.0	150	1.0	6.0	170	3.0				4-6	290.0	1.0	4=>6	630.0	2.0	3-4-6	430.0	2.0	4=>6=>3	1900.0	5.0		4562731.0	4562173.0	4652317.0																	
201147090708	ダ	右	1400	晴	良	14:50	ファイト・東日本 		2011-9-7	10	笠松	3			6.0	3080.0	7.0	6.0	310	4.0	8.0	320	5.0	3.0	130	2.0	6-8	8850.0	19.0	6=>8	13820.0	29.0	3-6-8	3870.0	10.0	6=>8=>3	86600.0	130.0		683159274.0	683512974.0	683152479.0			6-8	2450.0	9.0	6=>8	10340.0	26.0									
201147090709	ダ	右	1400	晴	良	15:25	コスモス賞		2011-9-7	10	笠松	3	(別定)		5.0	350.0	3.0	5.0	110	2.0	2.0	100	1.0	1.0	120	3.0	2-5	390.0	2.0	5=>2	810.0	3.0	1-2-5	380.0	1.0	5=>2=>1	2230.0	7.0		23105718964.0	25317861094.0	25317689104.0			2-5	410.0	2.0	5=>2	970.0	5.0									
201147090801	ダ	右	1400	晴	良	11:00	サラ系3歳14組		2011-9-8	10	笠松	4			2.0	370.0	2.0	2.0	100	3.0	8.0	100	1.0	6.0	100	2.0	2-8	240.0	2.0	2=>8	610.0	3.0	2-6-8	150.0	1.0	2=>8=>6	930.0	3.0		17284635.0	17268435.0	67128435.0																	
201147090802	ダ	右	1400	晴	良	11:25	サラ系3歳13組		2011-9-8	10	笠松	4			5.0	110.0	1.0	5.0	100	1.0	8.0	230	5.0	1.0	160	3.0	5-8	650.0	2.0	5=>8	810.0	5.0	1-5-8	550.0	2.0	5=>8=>1	2740.0	9.0		58146372.0	58164372.0	58164372.0																	
201147090803	ダ	右	1400	晴	良	11:55	サラ系3歳12組		2011-9-8	10	笠松	4			4.0	170.0	1.0	4.0	100	2.0	7.0	100	1.0	5.0	110	3.0	4-7	250.0	1.0	4=>7	590.0	2.0	4-5-7	240.0	1.0	4=>7=>5	1140.0	2.0		742851963.0	745281963.0	745289163.0			4-7	270.0	1.0	4=>7	610.0	2.0									
201147090804	ダ	右	1400	晴	良	12:25	サラ系3歳11組		2011-9-8	10	笠松	4			2.0	240.0	1.0	2.0	100	1.0	7.0	130	3.0	1.0	190	4.0	2-7	300.0	1.0	2=>7	560.0	1.0	1-2-7	470.0	2.0	2=>7=>1	1460.0	7.0		27183654.0	27183654.0	27183564.0																	
201147090805	ダ	右	1400	晴	良	12:55	サラ系C5組		2011-9-8	10	笠松	4			6.0	130.0	1.0	6.0	100	1.0	3.0	100	2.0	2.0	140	4.0	3-6	140.0	1.0	6=>3	190.0	1.0	2-3-6	440.0	2.0	6=>3=>2	620.0	2.0		264735819.0	264753819.0	263457819.0			3-6	140.0	1.0	6=>3	170.0	1.0									
201147090806	ダ	右	1400	晴	良	13:25	サラ系C4組		2011-9-8	10	笠松	4			4.0	310.0	2.0	4.0	120	2.0	7.0	140	3.0	9.0	120	1.0	4-7	740.0	3.0	4=>7	1460.0	6.0	4-7-9	410.0	1.0	4=>7=>9	3400.0	9.0		87921641035	8,7,9,1,2,4,6,10=3,5	8,7,9,4,2,1,6,10=3,5			4-7	430.0	2.0	4=>7	1050.0	5.0									
201147090807	ダ	右	1400	晴	良	13:55	サラ系B5・C3組		2011-9-8	10	笠松	4			5.0	170.0	1.0	5.0	110	1.0	6.0	150	3.0	8.0	250	5.0	5-6	450.0	2.0	5=>6	530.0	3.0	5-6-8	1430.0	5.0	5=>6=>8	2840.0	10.0		51021869743	51021689743	5,10,2,6,1,8-9,7,4-3			5-6	280.0	2.0	5=>6	520.0	3.0									
201147090808	ダ	右	1400	晴	良	14:25	サラ系C2組特選		2011-9-8	10	笠松	4			1.0	650.0	2.0	1.0	120	2.0	8.0	100	1.0	7.0	480	6.0	1-8	440.0	1.0	1=>8	1130.0	5.0	1-7-8	4380.0	11.0	1=>8=>7	21060.0	63.0		28911063574.0	28911056743.0	82191057634.0			1-7	460.0	1.0	1=>7	1100.0	5.0									
201147090809	ダ	右	1400	晴	良	14:55	すすき特別 		2011-9-8	10	笠松	4			5.0	3150.0	7.0	5.0	360	7.0	10.0	340	5.0	9.0	150	2.0	5-10	6490.0	22.0	5=>10	12620.0	44.0	5-9-10	14420.0	40.0	5=>10=>9	117180.0	275.0		4109251836.0	4109531286.0	1049531628.0			5-8	2440.0	13.0	5=>8	4310.0	24.0									
201147090810	ダ	右	1600	晴	良	15:55	なでしこ特別 		2011-9-8	10	笠松	4			5.0	500.0	3.0	5.0	100	1.0	6.0	100	2.0	8.0	150	4.0	5-6	570.0	3.0	5=>6	1010.0	6.0	5-6-8	1050.0	4.0	5=>6=>8	4270.0	17.0		36581247.0	68514237.0	56814273.0																	
201147092001	ダ	右	1400	雨	不良	11:00	サラ系3歳4組		2011-9-20	11	笠松	1			7.0	120.0	1.0	7.0	100	1.0	10.0	290	4.0	6.0	450	5.0	7-10	1540.0	2.0	7=>10	1180.0	4.0	6-7-10	4510.0	8.0	7=>10=>6	7760.0	19.0		2,7,1,10,3,8,9,6-4-5	2,7,10,8,1,6,9,3-4,5	7,10,2,6,8,1,9,3-5,4			7-8	940.0	2.0	7=>8	980.0	3.0									
201147092002	ダ	右	1400	雨	不良	11:30	サラ系3歳3組		2011-9-20	11	笠松	1			6.0	10040.0	9.0	6.0	2,130	9.0	5.0	210	2.0	9.0	790	8.0	5-6	14490.0	26.0	6=>5	207160.0	78.0	5-6-9	31480.0	63.0	6=>5=>9	721620.0	483.0		3,10,4,8,1,5,6,7,9-2	3,10,8,5,4,6,1,7,9-2	38651049172			5-6	14810.0	22.0	特	70.0										
201147092003	ダ	右	1400	雨	不良	12:00	サラ系C21組		2011-9-20	11	笠松	1			5.0	340.0	2.0	5.0	110	3.0	1.0	100	1.0	2.0	110	2.0	1-5	750.0	3.0	5=>1	960.0	4.0	1-2-5	160.0	1.0	5=>1=>2	1410.0	4.0		251497863	5,2,1,4=8,7,6,9,3	5,1,2,4-7,8,6-9,3			1-5	730.0	3.0	5=>1	930.0	5.0									
201147092004	ダ	右	1400	雨	不良	12:30	サラ系C19組		2011-9-20	11	笠松	1			3.0	270.0	2.0	3.0	110	1.0	4.0	170	5.0	7.0	110	2.0	3-4	770.0	3.0	3=>4	1960.0	7.0	3-4-7	210.0	1.0	3=>4=>7	1830.0	4.0		13248765.0	13472865.0	31487652.0																	
201147092005	ダ	右	800	雨	不良	13:00	サラ系C20組		2011-9-20	11	笠松	1			6.0	3910.0	8.0	6.0	1,110	8.0	3.0	160	2.0	5.0	200	4.0	3-6	10740.0	21.0	6=>3	74710.0	49.0	3-5-6	33370.0	40.0	6=>3=>5	316870.0	263.0				45637128.0																	
201147092006	ダ	右	1400	雨	不良	13:30	サラ系C18組		2011-9-20	11	笠松	1			3.0	370.0	2.0	3.0	100	2.0	4.0	100	1.0	7.0	110	3.0	3-4	160.0	1.0	3=>4	460.0	2.0	3-4-7	200.0	1.0	3=>4=>7	840.0	2.0		34785621.0	34756821.0	34765281.0																	
201147092007	ダ	右	1400	雨	不良	14:00	サラ系C17組		2011-9-20	11	笠松	1			8.0	120.0	1.0	8.0	120	2.0	9.0	100	1.0	5.0	2,510	9.0	8-9	170.0	1.0	8=>9	170.0	1.0	5-8-9	2410.0	6.0	8=>9=>5	4160.0	15.0		893514267.0	895314267.0	895312467.0			8-8	150.0	1.0	8=>8	160.0	1.0									
201147092008	ダ	右	1400	雨	不良	14:30	サラ系C16組牝馬		2011-9-20	11	笠松	1	牝		7.0	280.0	2.0	7.0	140	2.0	5.0	110	1.0	9.0	280	7.0	5-7	260.0	1.0	7=>5	780.0	2.0	5-7-9	470.0	1.0	7=>5=>9	1170.0	2.0		591764328.0	597163428.0	597163428.0			5-7	400.0	1.0	7=>5	1220.0	5.0									
201147092009	ダ	右	1400	雨	不良	15:05	サラ系3歳2組特選		2011-9-20	11	笠松	1			6.0	950.0	4.0	6.0	200	4.0	1.0	130	2.0	4.0	280	6.0	1-6	810.0	4.0	6=>1	1910.0	7.0	1-4-6	1340.0	6.0	6=>1=>4	7060.0	23.0		46321978510.0	46123978510.0	41623971058.0			1-6	990.0	3.0	6=>1	1910.0	8.0									
201147092010	ダ	右	1400	雨	不良	15:40	がんばれ笠松競馬 		2011-9-20	11	笠松	1			7.0	3530.0	7.0	7.0	640	7.0	10.0	180	3.0	1.0	380	5.0	7-10	1750.0	8.0	7=>10	4050.0	19.0	1-7-10	4970.0	17.0	7=>10=>1	29900.0	95.0		67108142953.0	67101894253.0	71061894253.0			7-8	570.0	3.0	7=>8	1180.0	4.0									
201147092011	ダ	右	1600	雨	不良	16:45	陣屋特別 		2011-9-20	11	笠松	1			8.0	130.0	1.0	8.0	100	1.0	7.0	130	4.0	3.0	100	2.0	7-8	410.0	2.0	8=>7	680.0	3.0	3-7-8	410.0	3.0	8=>7=>3	1310.0	5.0		3,7,5,8,4,10-2-1-6,9	3,8,5,7,10,4,2=1,6,9	8,7,3,5-10,4,2=1,6,9			7-7	390.0	2.0	7=>7	620.0	3.0									
201147092101	ダ	右	1400			11:00	サラ系3歳7組		2011-9-21	11	笠松	2																																															
201147092102	ダ	右	1400			11:25	サラ系3歳6組		2011-9-21	11	笠松	2																																															
201147092103	ダ	右	1400			11:55	サラ系3歳5組		2011-9-21	11	笠松	2																																															
201147092104	ダ	右	1400			12:25	サラ系2歳2組特選		2011-9-21	11	笠松	2																																															
201147092105	ダ	右	1600			12:55	サラ系C5組		2011-9-21	11	笠松	2																																															
201147092106	ダ	右	1400			13:25	サラ系C6組		2011-9-21	11	笠松	2																																															
201147092107	ダ	右	1400			13:55	JRA認定未勝利馬リ		2011-9-21	11	笠松	2																																															
201147092108	ダ	右	1600			14:25	サラ系A4・B2組特		2011-9-21	11	笠松	2																																															
201147092109	ダ	右	1800			14:55	三番叟特別 		2011-9-21	11	笠松	2	(別定)																																														
201147092110	ダ	右	1900			15:25	オータムカップ	G	2011-9-21	11	笠松	2	(別定)																																														
201147092201	ダ	右	1400	晴	重	11:00	サラ系3歳11組		2011-9-22	11	笠松	3			1.0	130.0	1.0	1.0	100	1.0	8.0	250	5.0	2.0	230	4.0	1-8	1060.0	3.0	1=>8	1140.0	4.0	1-2-8	2390.0	5.0	1=>8=>2	3870.0	11.0		17685324.0	16758234.0	16578234.0																	
201147092202	ダ	右	1400	晴	重	11:25	サラ系3歳10組		2011-9-22	11	笠松	3			2.0	130.0	1.0	2.0	110	1.0	7.0	110	2.0	1.0	160	4.0	2-7	220.0	1.0	2=>7	310.0	1.0	1-2-7	320.0	1.0	2=>7=>1	850.0	1.0		72316458	7,2,1,3,6,5,4=8	2,7-1,6,3,4,5=8																	
201147092203	ダ	右	1400	晴	重	11:55	サラ系3歳9組		2011-9-22	11	笠松	3			2.0	730.0	3.0	2.0	130	3.0	4.0	100	1.0	8.0	130	2.0	2-4	230.0	1.0	2=>4	1070.0	4.0	2-4-8	260.0	1.0	2=>4=>8	3220.0	11.0		234781569	2,3,4,8,5,7,1,6-9	2,4,3,8,7,5,1,6-9			2-4	270.0	1.0	2=>4	1180.0	4.0									
201147092204	ダ	右	1400	晴	重	12:25	サラ系3歳8組		2011-9-22	11	笠松	3			8.0	160.0	1.0	8.0	120	2.0	6.0	110	1.0	7.0	340	5.0	6-8	210.0	1.0	8=>6	330.0	2.0	6-7-8	2540.0	7.0	8=>6=>7	5210.0	15.0		8,3,1,6,2,7-5,4	8,1,3,6,2,7-5,4	8,6,1,3,2,7-5,4																	
201147092205	ダ	右	1400	晴	重	12:55	サラ系C10組		2011-9-22	11	笠松	3			6.0	210.0	1.0	6.0	100	2.0	5.0	100	1.0	3.0	180	5.0	5-6	220.0	1.0	6=>5	290.0	1.0	3-5-6	1220.0	4.0	6=>5=>3	2390.0	7.0		389146257.0	389416527.0	386954127.0			5-6	250.0	1.0	6=>5	550.0	1.0									
201147092301	ダ	右	1400	晴	良	11:00	サラ系3歳15組		2011-9-23	11	笠松	4			6.0	180.0	2.0	6.0	120	2.0	7.0	110	1.0	3.0	380	6.0	6-7	140.0	1.0	6=>7	320.0	1.0	3-6-7	1910.0	6.0	6=>7=>3	4380.0	15.0		76154823	7,6,5,1,4-3,8,2	6,7,5,4,1-3,8,2																	
201147092302	ダ	右	1400	晴	良	11:25	エレーヌメモリアル		2011-9-23	11	笠松	4			3.0	1000.0	4.0	3.0	150	4.0	4.0	110	1.0	8.0	130	3.0	3-4	1050.0	5.0	3=>4	2880.0	12.0	3-4-8	720.0	3.0	3=>4=>8	8940.0	29.0		4,5,1,8,3,7,2-6	43815726	43187265																	
201147092303	ダ	右	1400	晴	良	11:50	稟治郎5歳誕生日記念		2011-9-23	11	笠松	4			4.0	380.0	3.0	4.0	240	5.0	3.0	210	4.0	8.0	110	1.0	3-4	710.0	2.0	4=>3	1580.0	8.0	3-4-8	1330.0	9.0	4=>3=>8	4270.0	13.0		34286751	3,4,8,6,2-7,5,1	4,3,8,6,2-1,5,7																	
201147092304	ダ	右	1400	晴	良	12:20	YU競馬ツアー笠松参		2011-9-23	11	笠松	4			3.0	230.0	2.0	3.0	100	1.0	7.0	110	2.0				3-7	100.0	1.0	3=>7	270.0	2.0	3-6-7	1490.0	5.0	3=>7=>6	3490.0	11.0		5743612	7,3,5,4,6,1-2	7,3,5,6,4,1-2																	
201147092305	ダ	右	1400	晴	良	12:50	まねき馬倶楽部in笠		2011-9-23	11	笠松	4			7.0	370.0	2.0	7.0	130	2.0	3.0	190	3.0	5.0	240	5.0	3-7	1540.0	6.0	7=>3	2900.0	12.0	3-5-7	1170.0	5.0	7=>3=>5	5730.0	21.0		674325189.0	674325189.0	763451298.0			3-7	1510.0	6.0	7=>3	2150.0	8.0									
201147092306	ダ	右	1400	晴	良	13:20	サラ系C15組		2011-9-23	11	笠松	4			3.0	210.0	1.0	3.0	110	1.0	10.0	210	5.0	6.0	150	2.0	3-10	1740.0	6.0	3=>10	1670.0	7.0	3-6-10	730.0	3.0	3=>10=>6	3210.0	8.0		21031958647.0	21031659847.0	32101659847.0			3-8	680.0	4.0	3=>8	730.0	4.0									
201147092307	ダ	右	1400	晴	良	13:50	サラ系C11・14組		2011-9-23	11	笠松	4			2.0	250.0	2.0	2.0	110	2.0	3.0	110	1.0	5.0	610	8.0	2-3	180.0	1.0	2=>3	370.0	2.0	2-3-5	3910.0	11.0	2=>3=>5	14620.0	37.0		58134269710	5-8,3,2,9,1,6,4,10,7	58321694107			2-3	240.0	1.0	2=>3	390.0	2.0									
201147092308	ダ	右	1400	晴	良	14:20	サラ系C4組		2011-9-23	11	笠松	4			10.0	260.0	2.0	10.0	130	3.0	5.0	110	1.0	9.0	140	4.0	5-10	300.0	1.0	10=>5	570.0	1.0	5-9-10	340.0	1.0	10=>5=>9	1460.0	1.0		10976532814	10,9,7,5,6-3,2-8,1,4	10,9,5,7,6,3-2-8,1,4			5-8	210.0	1.0	8=>5	350.0	1.0									
201147092309	ダ	右	1400	晴	良	14:50	サラ系B6・C3組		2011-9-23	11	笠松	4			4.0	2680.0	5.0	4.0	240	5.0	9.0	110	1.0	8.0	120	3.0	4-9	3190.0	12.0	4=>9	6940.0	21.0	4-8-9	1150.0	3.0	4=>9=>8	23250.0	46.0		3426987510	3,4,6,9,2,8,7-5,10	4369827510			4-8	2180.0	6.0	4=>8	14000.0	20.0									
201147092310	ダ	右	1400	晴	良	15:20	水素水36生活		2011-9-23	11	笠松	4			6.0	140.0	1.0	6.0	110	1.0	7.0	370	6.0	1.0	160	3.0	6-7	1390.0	5.0	6=>7	1420.0	6.0	1-6-7	770.0	2.0	6=>7=>1	2470.0	6.0		6103817524.0	6101738542.0	6107135482.0			6-7	650.0	4.0	6=>7	730.0	3.0									
201147092311	ダ	右	1600	晴	良	15:50	ミルクカップ 		2011-9-23	11	笠松	4			4.0	160.0	1.0	4.0	130	1.0	5.0	250	6.0	9.0	230	4.0	4-5	2160.0	10.0	4=>5	4480.0	15.0	4-5-9	5000.0	17.0	4=>5=>9	18890.0	59.0		10734168592.0	10743915682.0	41079351682.0			4-5	2010.0	7.0	4=>5	5040.0	15.0									
201147092312	ダ	右	1600	晴	良	16:50	秋分特別 		2011-9-23	11	笠松	4			6.0	790.0	3.0	6.0	170	5.0	3.0	140	3.0	8.0	120	1.0	3-6	1470.0	7.0	6=>3	2290.0	10.0	3-6-8	760.0	2.0	6=>3=>8	5810.0	14.0		46823715910	4,6,8,2,3,7,1-5,9,10	4,6,8,7,2,1,3-10,5,9			3-6	1450.0	6.0	6=>3	3390.0	13.0									
201147100301	ダ	右	1400	晴	良	11:00	サラ系3歳12組		2011-10-3	12	笠松	1			4.0	140.0	1.0	4.0	100	1.0	1.0	110	2.0	7.0	150	4.0	1-4	120.0	1.0	4=>1	260.0	1.0	1-4-7	380.0	2.0	4=>1=>7	1070.0	3.0		14367289510.0	14637298510.0	41673289510.0			1-4	110.0	1.0	4=>1	170.0	1.0									
201147100302	ダ	右	1400	晴	良	11:25	サラ系3歳11組		2011-10-3	12	笠松	1			4.0	1040.0	4.0	4.0	190	5.0	1.0	1,050	8.0	5.0	150	1.0	1-4	20920.0	24.0	4=>1	34490.0	38.0	1-4-5	28790.0	39.0	4=>1=>5	170740.0	216.0		4,9,3,1,6,8,7,5=2,10	4,9,3,1,8,5,6,7=2=10	4,9,1,3,8,5,6,7=2=10			1-4	15530.0	19.0	4=>1	11510.0	34.0									
201147100303	ダ	右	1400	晴	良	11:55	サラ系3歳10組		2011-10-3	12	笠松	1			3.0	250.0	2.0	3.0	100	1.0	1.0	110	2.0	4.0	310	6.0	1-3	340.0	1.0	3=>1	890.0	3.0	1-3-4	640.0	2.0	3=>1=>4	2970.0	9.0		35146981072	3,5,4,1,9,8,6,10,7=2	3,1,5,4,8,6,10,9,7=2			1-3	430.0	2.0	3=>1	1010.0	3.0									
201147100304	ダ	右	1400	晴	良	12:25	サラ系3歳9組		2011-10-3	12	笠松	1			8.0	150.0	1.0	8.0	100	1.0	4.0	100	2.0	1.0	100	3.0	4-8	660.0	2.0	8=>4	650.0	3.0	1-4-8	280.0	1.0	8=>4=>1	1080.0	3.0		24837101659.0	24813107596.0	28413105796.0			4-7	630.0	3.0	7=>4	730.0	3.0									
201147100305	ダ	右	800	晴	良	12:55	サラ系C19組		2011-10-3	12	笠松	1			4.0	710.0	2.0	4.0	120	2.0	7.0	130	4.0	8.0	100	1.0	4-7	840.0	4.0	4=>7	2040.0	9.0	4-7-8	430.0	1.0	4=>7=>8	4260.0	14.0				487169325.0			4-7	980.0	4.0	4=>7	1360.0	6.0									
201147100306	ダ	右	1400	晴	良	13:25	サラ系3歳8組		2011-10-3	12	笠松	1			4.0	1900.0	4.0	4.0	150	4.0	8.0	100	1.0	2.0	140	2.0	4-8	640.0	2.0	4=>8	2250.0	7.0	2-4-8	250.0	1.0	4=>8=>2	5670.0	19.0		24836107915	2,4,8,3,6,10,7,9,1-5	4,2,8,6,10,9,7,3,1-5			4-7	850.0	3.0	4=>7	1770.0	6.0									
201147100307	ダ	右	1400	晴	良	13:55	サラ系C21組牝馬		2011-10-3	12	笠松	1	牝		1.0	500.0	3.0	1.0	150	3.0	3.0	150	1.0	9.0	430	7.0	1-3	630.0	4.0	1=>3	1130.0	8.0	1-3-9	46970.0	33.0	1=>3=>9	172070.0	131.0		143629857.0	146398275.0	143692875.0			1-3	530.0	3.0	1=>3	1210.0	8.0									
201147100401	ダ	右	1400	晴	良	11:00	サラ系3歳16組		2011-10-4	12	笠松	2			8.0	100.0	1.0	8.0	100	1.0	6.0	210	6.0	1.0	140	2.0	6-8	1270.0	6.0	8=>6	1920.0	7.0	1-6-8	1150.0	3.0	8=>6=>1	5100.0	18.0		47856310219.0	47865101239.0	48761510239.0			6-7	1260.0	4.0	7=>6	2190.0	9.0									
201147100402	ダ	右	1400	晴	良	11:25	高橋彩香1歳記念親バ		2011-10-4	12	笠松	2			4.0	470.0	3.0	4.0	100	2.0	8.0	100	1.0	5.0	130	4.0	4-8	600.0	3.0	4=>8	1430.0	7.0	4-5-8	960.0	4.0	4=>8=>5	5240.0	19.0		914582637.0	945812637.0	948521367.0			4-8	260.0	1.0	4=>8	1090.0	6.0									
201147100403	ダ	右	1400	晴	良	11:55	八塚頑張れ美保子にア		2011-10-4	12	笠松	2			9.0	1170.0	4.0	9.0	100	1.0	5.0	120	2.0	6.0	120	3.0	5-9	330.0	1.0	9=>5	890.0	4.0	5-6-9	470.0	2.0	9=>5=>6	3730.0	12.0		964758132.0	965478132.0	956478312.0			5-8	400.0	2.0	8=>5	2020.0	8.0									
201147100404	ダ	右	1400	晴	良	12:25	英明・瞳10月30日		2011-10-4	12	笠松	2			8.0	570.0	2.0	8.0	120	2.0	1.0	100	1.0	9.0	150	4.0	1-8	260.0	1.0	8=>1	830.0	4.0	1-8-9	200.0	1.0	8=>1=>9	1850.0	5.0		1,3,7,9,8,6,4-5-2	1,3,7,6,8,9,5,4-2	173869542			1-8	130.0	1.0	8=>1	400.0	2.0									
201147100405	ダ	右	1400	晴	良	12:55	サラ系2歳2組特選		2011-10-4	12	笠松	2			6.0	180.0	2.0	6.0	100	1.0	1.0	110	2.0	4.0	280	6.0	1-6	130.0	1.0	6=>1	270.0	1.0	1-4-6	250.0	1.0	6=>1=>4	830.0	2.0		16438725	1,6,3,4,8,7,5=2	1,6,3,4,7,8,5=2																	
201147100406	ダ	右	1400	晴	良	13:25	JRA認定未勝利馬リ		2011-10-4	12	笠松	2			2.0	160.0	1.0	2.0	110	1.0	9.0	190	5.0	10.0	120	2.0	2-9	640.0	3.0	2=>9	850.0	3.0	2-9-10	720.0	3.0	2=>9=>10	2850.0	10.0		39210478615.0	39102748165.0	39210714856.0			2-8	230.0	1.0	2=>8	370.0	1.0									
201147100407	ダ	右	1400	晴	良	13:55	恵那愛馬クラブ創設一		2011-10-4	12	笠松	2	牝		6.0	220.0	1.0	6.0	100	1.0	9.0	230	7.0	7.0	120	2.0	6-9	1970.0	9.0	6=>9	2590.0	11.0	6-7-9	450.0	1.0	6=>9=>7	2890.0	5.0		569784321.0	569748321.0	569748321.0			6-8	900.0	5.0	6=>8	1850.0	9.0									
201147100408	ダ	右	1400	晴	良	14:45	サラ系C18組		2011-10-4	12	笠松	2			7.0	330.0	2.0	7.0	150	2.0	10.0	240	5.0	1.0	160	3.0	7-10	1690.0	5.0	7=>10	1580.0	7.0	1-7-10	420.0	2.0	7=>10=>1	2250.0	9.0		71892610453.0	7191024653.0	7110249653.0			7-8	680.0	3.0	7=>8	490.0	3.0									
201147100409	ダ	右	1400	晴	良	15:15	サラ系C16組		2011-10-4	12	笠松	2			5.0	160.0	1.0	5.0	110	2.0	9.0	110	1.0	7.0	330	5.0	5-9	360.0	2.0	5=>9	570.0	1.0	5-7-9	2990.0	10.0	5=>9=>7	6970.0	23.0		976813542.0	987561342.0	975861432.0			5-8	250.0	1.0	5=>8	370.0	1.0									
201147100410	ダ	右	1400	晴	良	15:45	伊勢菊賞		2011-10-4	12	笠松	2			2.0	210.0	1.0	2.0	270	5.0	3.0	140	2.0	4.0	170	4.0	2-3	530.0	3.0	2=>3	1190.0	6.0	2-3-4	280.0	1.0	2=>3=>4	1730.0	4.0		234896715.0	239486715.0	234986715.0			2-3	460.0	2.0	2=>3	1550.0	7.0									
201147100411	ダ	右	1600	晴	良	16:45	岩村城跡特別 		2011-10-4	12	笠松	2			7.0	180.0	1.0	7.0	120	3.0	3.0	120	2.0	1.0	250	4.0	3-7	170.0	1.0	7=>3	330.0	1.0	1-3-7	240.0	1.0	7=>3=>1	730.0	1.0		357241689.0	357214698.0	357142869.0			3-7	170.0	1.0	7=>3	390.0	2.0									
201147101101	ダ	右	1400	曇	良	11:00	サラ系3歳8組		2011-10-11	12	笠松	3			1.0	140.0	1.0	1.0	100	1.0	3.0	220	6.0	7.0	130	2.0	1-3	1370.0	4.0	1=>3	1960.0	7.0	1-3-7	1470.0	6.0	1=>3=>7	6000.0	17.0		71064932158	7,10,3,6,1,9,2,4-5,8	73110694258			1-3	800.0	3.0	1=>3	880.0	3.0									
201147101102	ダ	右	1400	曇	良	11:30	サラ系3歳7組		2011-10-11	12	笠松	3			4.0	520.0	3.0	4.0	150	2.0	6.0	240	3.0	7.0	240	4.0	4-6	1540.0	5.0	4=>6	2650.0	9.0	4-6-7	2160.0	6.0	4=>6=>7	14330.0	36.0		14628910753.0	46189271035.0	46891271053.0			4-6	2580.0	6.0	4=>6	3530.0	9.0									
201147101103	ダ	右	1400	曇	良	12:00	サラ系3歳6組		2011-10-11	12	笠松	3			5.0	130.0	1.0	5.0	120	2.0	2.0	120	1.0	7.0	280	6.0	2-5	190.0	1.0	5=>2	290.0	1.0	2-5-7	820.0	3.0	5=>2=>7	1300.0	4.0		25173841069.0	25713106948.0	52731610948.0			2-5	160.0	1.0	5=>2	230.0	1.0									
