	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
201047012204	ダ	右	1400	晴	重	12:30	サラ系C19組		2010-1-22	18	笠松	6			7	170	1	7	100	1	6	140	2	1.0	190	6.0	6-7	230	1	7=>6	270	1.0	1-6-7	600	3.0	7=>6=>1	1440	4.0		967813254.0	679813254.0	678913254.0			6-7	170.0	1.0	7=>6	380.0	2.0
201047012205	ダ	右	1400	晴	重	13:05	サラ系C18組		2010-1-22	18	笠松	6			7	150	1	7	100	1	2	110	2	9.0	270	6.0	2-7	200	1	7=>2	330	1.0	2-7-9	700	3.0	7=>2=>9	1710	5.0		359127648.0	397125468.0	739124658.0			2-7	210.0	1.0	7=>2	360.0	1.0
201047020701	ダ	右	1400	晴	重	11:00	サラ系3歳7組		2010-2-7	19	笠松	1			4	1590	5	4	220	5	1	100	1	5.0	110	2.0	1-4	2040	8	4=>1	4620	15.0	1-4-5	1280	4.0	4=>1=>5	14760	48.0		14823756.0	14823576.0	14283576.0								
201047020702	ダ	右	1400	晴	重	11:25	サラ系3歳6組		2010-2-7	19	笠松	1			8	420	2	8	200	3	7	1,270	8	6.0	190	2.0	7-8	17220	20	8=>7	14170	24.0	6-7-8	22140	25.0	8=>7=>6	407660	165.0		84567312.0	85746213.0	87546213.0								
201047020703	ダ	右	1400	晴	重	11:50	柊磨1歳誕生日記念		2010-2-7	19	笠松	1			4	380	2	4	100	1	1	110	2	5.0	130	4.0	1-4	270	2	4=>1	1730	6.0	1-4-5	140	1.0	4=>1=>5	3080	10.0		14758623.0	14765823.0	14576823.0								
201047020704	ダ	右	1400	晴	重	12:45	髭壱號来訪記念笠松美		2010-2-7	19	笠松	1	牝		6	1110	5	6	440	4	9	260	2	8.0	920	8.0	6-9	1770	5	6=>9	5920	21.0	6-8-9	9630	27.0	6=>9=>8	136570	220.0		196378524.0	196378254.0	9,1,6,8,7,3,2,5=4			6-8	1460.0	6.0	6=>8	3750.0	14.0
201047020705	ダ	右	800	晴	重	13:15	WEEKENDDRE		2010-2-7	19	笠松	1			2	530	3	2	130	2	8	110	1	1.0	170	4.0	2-8	730	3	2=>8	1930	7.0	1-2-8	900	3.0	2=>8=>1	7420	22.0				821467359.0			2-8	560.0	3.0	2=>8	2230.0	10.0
201047020706	ダ	右	1400	晴	重	13:45	サラ系C33組		2010-2-7	19	笠松	1			9	200	1	9	100	1	10	120	2	7.0	210	5.0	9-10	190	1	9=>10	290	1.0	7-9-10	1000	5.0	9=>10=>7	1820	4.0		92103576814.0	92103758614.0	91023785614.0			8-8	200.0	1.0	8=>8	210.0	1.0
201047020707	ダ	右	1400	晴	重	14:15	オッズパーク重勝式開		2010-2-7	19	笠松	1			4	100	1	4	110	1	8	340	5	3.0	830	9.0	4-8	760	3	4=>8	880	3.0	3-4-8	5660	16.0	4=>8=>3	12440	36.0		41093857261.0	41089235176.0	48231095176.0			4-7	250.0	1.0	4=>7	280.0	1.0
201047020708	ダ	右	1400	晴	重	14:50	サラ系C30組		2010-2-7	19	笠松	1			7	710	2	7	130	2	6	210	4	2.0	230	5.0	6-7	1530	5	7=>6	3280	12.0	2-6-7	2020	7.0	7=>6=>2	12360	41.0		32841067159.0	32841067591.0	32468107591.0			6-7	380.0	1.0	7=>6	560.0	2.0
201047020709	ダ	右	1600	晴	重	15:25	東海農政局特別 		2010-2-7	19	笠松	1			4	130	1	4	100	1	5	120	3	10.0	100	2.0	4-5	320	2	4=>5	380	2.0	4-5-10	220	1.0	4=>5=>10	560	2.0		45102389167.0	45102396781.0	45103269781.0			4-5	330.0	2.0	4=>5	370.0	2.0
201047020801	ダ	右	1400	曇	稍重	11:00	サラ系3歳10組		2010-2-8	19	笠松	2			5	1270	4	5	130	2	8	410	7	3.0	110	1.0	5-8	15560	18	5=>8	18520	25.0	3-5-8	6030	16.0	5=>8=>3	75120	108.0		45817326.0	45817326.0	45831726.0								
201047020802	ダ	右	1400	曇	稍重	11:25	サラ系3歳9組		2010-2-8	19	笠松	2			5	460	3	5	190	3	2	1,410	8	1.0	200	4.0	2-5	27320	25	5=>2	29790	38.0	1-2-5	36540	41.0	5=>2=>1	550730	374.0		351984726.0	235819476.0	253918476.0			2-5	39430.0	20.0	5=>2	45830.0	36.0
201047020803	ダ	右	1400	曇	稍重	11:50	サラ系3歳8組		2010-2-8	19	笠松	2			6	190	1	6	140	1	3	160	2	2.0	310	8.0	3-6	330	1	6=>3	440	1.0	2-3-6	1270	4.0	6=>3=>2	3220	10.0		465719283.0	463279158.0	463251798.0			3-6	310.0	1.0	6=>3	560.0	1.0
201047020804	ダ	右	1400	曇	稍重	12:20	大林春秀還暦おめでと		2010-2-8	19	笠松	2			6	1070	7	6	420	7	8	520	8	4.0	150	2.0	6-8	10570	28	6=>8	14800	50.0	4-6-8	6450	24.0	6=>8=>4	152470	319.0		684752913.0	687452913.0	684752193.0			6-8	6220.0	24.0	6=>8	9880.0	45.0
201047020805	ダ	右	1400	曇	稍重	13:15	梅酒のぱかぱか		2010-2-8	19	笠松	2			8	230	2	8	130	2	9	120	1	7.0	150	4.0	8-9	320	1	8=>9	640	2.0	7-8-9	430	2.0	8=>9=>7	1770	3.0		695847231.0	698574321.0	896754321.0			8-8	330.0	2.0	8=>8	320.0	1.0
201047020806	ダ	右	1400	曇	稍重	13:45	サラ系C27組		2010-2-8	19	笠松	2			3	230	1	3	130	2	1	280	6	7.0	150	3.0	1-3	1790	7	3=>1	2410	10.0	1-3-7	660	2.0	3=>1=>7	5230	17.0		14731096528.0	13710469528.0	13710965428.0			1-3	1810.0	5.0	3=>1	2420.0	10.0
201047020807	ダ	右	1400	曇	稍重	14:15	サラ系C26組牝馬		2010-2-8	19	笠松	2	牝		6	1100	6	6	210	6	8	130	1	5.0	210	5.0	6-8	1060	5	6=>8	3100	11.0	5-6-8	1880	11.0	6=>8=>5	13700	54.0		1083265791.0	1086523917.0	8610592371.0			6-7	630.0	3.0	6=>7	3340.0	11.0
201047020808	ダ	右	1400	曇	稍重	14:45	サラ系B6組		2010-2-8	19	笠松	2			2	180	1	2	110	1	5	160	4	8.0	160	3.0	2-5	260	1	2=>5	610	1.0	2-5-8	530	2.0	2=>5=>8	1850	4.0		57810914326.0	57821091436.0	58271019643.0			2-5	380.0	2.0	2=>5	710.0	3.0
201047020809	ダ	右	1400	曇	稍重	15:15	マックル賞		2010-2-8	19	笠松	2			9	190	2	9	100	1	5	100	2	10.0	210	6.0	5-9	120	1	9=>5	370	2.0	5-9-10	510	2.0	9=>5=>10	1700	6.0		59861027431.0	59106872431.0	95106824731.0			5-8	120.0	1.0	8=>5	250.0	2.0
201047020901	ダ	右	800	曇	重	11:00	サラ系3歳14組		2010-2-9	19	笠松	3			1	250	2	1	160	2	3	110	1				1-3	230	1	1=>3	1080	3.0	1-3-5	570	2.0	1=>3=>5	3870	16.0				1354267.0								
201047021001	ダ	右	1400	曇	不良	11:00	サラ系3歳4組		2010-2-10	19	笠松	4			2	140	1	2	200	2	6	1,340	6				2-6	1580	5	2=>6	2850	7.0	2-5-6	1530	6.0	2=>6=>5	9100	29.0		256341.0	256341.0	256314.0								
201047021002	ダ	右	1400	曇	不良	11:25	サラ系3歳3組		2010-2-10	19	笠松	4			1	280	2	1	100	1	7	110	2				1-7	250	1	1=>7	680	2.0	1-2-7	180	1.0	1=>7=>2	1230	3.0		375126.0	731526.0	713256.0								
201047021003	ダ	右	1400	曇	不良	11:50	サラ系C17組		2010-2-10	19	笠松	4			4	100	1	4	100	1	1	130	2	6.0	180	5.0	1-4	160	1	4=>1	140	1.0	1-4-6	910	3.0	4=>1=>6	1290	5.0		354176298.0	345167928.0	416357928.0			1-4	130.0	1.0	4=>1	110.0	1.0
201047021004	ダ	右	1400	雨	不良	12:20	サラ系C16組		2010-2-10	19	笠松	4			6	100	1	6	100	1	3	100	2	9.0	100	3.0	3-6	120	1	6=>3	140	1.0	3-6-9	140	1.0	6=>3=>9	210	1.0		263981745.0	269318457.0	623918457.0			3-6	100.0	1.0	6=>3	100.0	1.0
201047021005	ダ	右	1400	雨	不良	13:15	祝!聖丈・仁美結婚記		2010-2-10	19	笠松	4			1	1170	2	1	160	3	6	100	1	3.0	180	5.0	1-6	370	1	1=>6	1660	6.0	1-3-6	2090	7.0	1=>6=>3	19240	51.0		235197648.0	(2,3,5,6),1,9,8,(4,7)	(3,6),(2,1),5,9,8,4,7			1-6	240.0	2.0	1=>6	1900.0	7.0
201047021101	ダ	右	1400	曇	不良	11:00	サラ系C21組牝馬		2010-2-11	19	笠松	5	牝		8	440	2	8	110	1	5	220	4	3.0	150	3.0	5-8	1910	5	8=>5	2760	8.0	3-5-8	1910	6.0	8=>5=>3	7850	21.0		583612749.0	583612479.0	583612497.0			5-8	2010.0	5.0	8=>5	3880.0	8.0
201047021102	ダ	右	1400	雨	不良	11:25	サラ系C20組		2010-2-11	19	笠松	5			8	100	1	8	100	1	4	110	2	7.0	130	3.0	4-8	280	1	8=>4	310	1.0	4-7-8	240	1.0	8=>4=>7	660	1.0		846971325.0	846971325	8,4,(7,6),9,3,1,5,2			4-8	230.0	1.0	8=>4	350.0	2.0
201047021103	ダ	右	1400	雨	不良	11:55	3スレ合同大会成功記		2010-2-11	19	笠松	5			5	190	1	5	100	1	7	100	3	9.0	100	2.0	5-7	240	1	5=>7	390	1.0	5-7-9	160	1.0	5=>7=>9	710	1.0		794563182.0	794563182.0	759346182.0			5-7	240.0	1.0	5=>7	340.0	1.0
201047021104	ダ	右	1400	雨	不良	12:50	兵頭英夫&裕美結婚記		2010-2-11	19	笠松	5			4	680	2	4	250	4	9	120	2	2.0	220	3.0	4-9	3130	6	4=>9	5930	10.0	2-4-9	4320	13.0	4=>9=>2	23510	48.0		394826517.0	394268571.0	942651378.0			4-8	1610.0	5.0	4=>8	3040.0	7.0
201047021105	ダ	右	1400	雨	不良	13:20	森田秀一長男誕生記念		2010-2-11	19	笠松	5			6	240	1	6	110	1	7	130	2	2.0	220	5.0	6-7	370	1	6=>7	770	1.0	2-6-7	1520	6.0	6=>7=>2	4470	19.0		796235184.0	762953814	7,6,2,(9,5),3,8,1,4			6-7	390.0	1.0	6=>7	640.0	1.0
201047021201	ダ	右	1400	曇	重	11:00	サラ系C25組		2010-2-12	19	笠松	6			5	350	2	5	110	1	9	130	3	1.0	130	2.0	5-9	1150	6	5=>9	1940	8.0	1-5-9	1060	2.0	5=>9=>1	6640	20.0		679583412.0	679853412.0	679583412.0			5-8	480.0	1.0	5=>8	760.0	1.0
201047021202	ダ	右	1400	曇	重	11:30	サラ系C24組		2010-2-12	19	笠松	6			1	520	2	1	150	4	9	100	1	6.0	150	3.0	1-9	430	2	1=>9	1280	6.0	1-6-9	540	1.0	1=>9=>6	4140	15.0		149386752.0	149368725	1,9,3,4,6,8,7,2=5			1-8	390.0	2.0	1=>8	1280.0	6.0
201047021203	ダ	右	1400	曇	重	12:00	伊津子・泰士誕生日記		2010-2-12	19	笠松	6			8	310	2	8	100	1	7	110	2	6.0	150	4.0	7-8	220	1	8=>7	510	2.0	6-7-8	420	2.0	8=>7=>6	1710	5.0		678219534.0	678219534.0	678215934.0			7-8	240.0	1.0	8=>7	580.0	2.0
201047021204	ダ	右	1400	曇	重	12:30	浅野靖典競馬業12周		2010-2-12	19	笠松	6	牝		1	150	1	1	100	1	9	100	2	7.0	160	4.0	1-9	100	1	1=>9	320	2.0	1-7-9	270	1.0	1=>9=>7	880	4.0		591238764.0	951327864	9,1,5,3,2,7,8,6=4			1-8	110.0	1.0	1=>8	270.0	2.0
201047021205	ダ	右	1400	曇	重	13:00	山口竜一!また笠松に		2010-2-12	19	笠松	6			1	480	2	1	150	3	6	100	1	4.0	530	7.0	1-6	1160	5	1=>6	2410	7.0	1-4-6	9440	22.0	1=>6=>4	49050	87.0		679154832.0	679514832.0	671594832.0			1-6	1350.0	4.0	1=>6	1930.0	7.0
201047021206	ダ	右	1400	曇	重	13:30	サラ系3歳1組特選		2010-2-12	19	笠松	6			3	480	2	3	250	2	4	540	7				3-4	3100	12	3=>4	3840	16.0	3-4-6	2580	11.0	3=>4=>6	14250	52.0		4627351.0	4632571.0	4635127.0								
201047021207	ダ	右	1400	晴	重	14:05	サラ系B10・C3組		2010-2-12	19	笠松	6			7	160	1	7	120	2	3	180	4	5.0	110	1.0	3-7	920	3	7=>3	1050	4.0	3-5-7	560	2.0	7=>3=>5	2830	7.0		75131046892.0	75310146892.0	75310468192.0			3-7	970.0	4.0	7=>3	1100.0	4.0
201047021208	ダ	右	1400	晴	重	14:40	サラ系C2組特選		2010-2-12	19	笠松	6			7	390	2	7	150	3	2	490	8	1.0	120	1.0	2-7	6990	14	7=>2	6310	17.0	1-2-7	1900	5.0	7=>2=>1	32360	63.0		67101238495.0	67101238495.0	76110283549.0			2-7	4840.0	10.0	7=>2	11940.0	21.0
201047021209	ダ	右	1600	晴	重	15:15	ゴールドジュニア	G	2010-2-12	19	笠松	6	(別定)		9	100	1	9	100	1	3	220	4	7.0	230	5.0	3-9	1460	5	9=>3	1630	5.0	3-7-9	3010	8.0	9=>3=>7	8030	20.0		98103671524.0	98106735124.0	93861710524.0			3-8	1650.0	5.0	8=>3	1720.0	5.0
201047021210	ダ	右	1600	晴	重	15:50	バレンタイン特別 		2010-2-12	19	笠松	6			4	2210	7	4	290	4	3	170	2	2.0	830	8.0	3-4	2760	9	4=>3	5460	19.0	2-3-4	12320	33.0	4=>3=>2	100080	181.0		79831541026.0	79351410862.0	97351410826.0			3-4	2940.0	9.0	4=>3	6060.0	20.0
201047022101	ダ	右	1400	晴	良	11:00	シャルマンBC		2010-2-21	20	笠松	1			9	570	3	9	160	3	8	100	1	3.0	220	4.0	8-9	530	2	9=>8	1810	6.0	3-8-9	1360	4.0	9=>8=>3	6540	23.0		978615234.0	982756314.0	982537146.0			8-8	460.0	2.0	8=>8	600.0	3.0
201047022102	ダ	右	1400	晴	良	11:25	中ちゃんお誕生日記念		2010-2-21	20	笠松	1			9	870	5	9	200	2	4	450	6	7.0	230	3.0	4-9	5450	16	9=>4	15840	29.0	4-7-9	26400	39.0	9=>4=>7	76590	138.0		492758136.0	498275136.0	498761325.0			4-8	2600.0	7.0	8=>4	4330.0	11.0
201047022103	ダ	右	1400	晴	良	11:50	ひなちゃん卒業祝い		2010-2-21	20	笠松	1			5	170	1	5	110	1	2	260	6	6.0	120	2.0	2-5	2090	9	5=>2	3420	12.0	2-5-6	630	3.0	5=>2=>6	6530	21.0		52689317.0	52986173.0	52961873.0			2-5	2600.0	7.0	5=>2	3670.0	10.0
201047022104	ダ	右	1400	晴	良	12:45	鈴本君羽賀君笠松来場		2010-2-21	20	笠松	1			9	140	1	9	100	1	4	130	3	7.0	120	2.0	4-9	300	1	9=>4	400	1.0	4-7-9	370	1.0	9=>4=>7	940	1.0		169483275.0	169483725	9,6,4,1,8,7,3,2=5			4-8	310.0	1.0	8=>4	340.0	1.0
201047022105	ダ	右	800	晴	良	13:15	まさやんランド		2010-2-21	20	笠松	1			8	150	1	8	110	1	5	170	4	1.0	120	2.0	5-8	440	2	8=>5	670	2.0	1-5-8	420	1.0	8=>5=>1	1330	3.0				812357946.0			5-8	500.0	3.0	8=>5	690.0	3.0
201047022106	ダ	右	1400	晴	良	13:45	サラ系C31組		2010-2-21	20	笠松	1			8	100	1	8	100	1	9	150	3	3.0	140	2.0	8-9	360	2	8=>9	530	3.0	3-8-9	380	1.0	8=>9=>3	1050	3.0		79846310521.0	98736541021.0	98365710421.0			7-8	370.0	2.0	7=>8	330.0	1.0
201047022107	ダ	右	1400	晴	良	14:25	サラ系C30組牝馬		2010-2-21	20	笠松	1	牝		4	250	1	4	160	3	10	100	1	3.0	230	6.0	4-10	610	2	4=>10	1770	8.0	3-4-10	1050	4.0	4=>10=>3	4800	12.0		41083561729.0	41083512679.0	41038152679.0			4-8	610.0	2.0	4=>8	1200.0	4.0
201047022108	ダ	右	1400	晴	良	14:55	サラ系B3組		2010-2-21	20	笠松	1			7	510	2	7	130	2	4	120	1	2.0	200	5.0	4-7	310	1	7=>4	920	3.0	2-4-7	1250	5.0	7=>4=>2	5630	21.0		47815326910.0	47138625910	4,7,6,2,1,3,5,8,9=10			4-7	340.0	1.0	7=>4	750.0	3.0
201047022109	ダ	右	1800	晴	良	15:30	B級チャンピオン 		2010-2-21	20	笠松	1			9	130	1	9	100	1	3	110	3	7.0	100	2.0	3-9	260	1	9=>3	280	1.0	3-7-9	270	1.0	9=>3=>7	520	1.0		19736821045.0	19736821054.0	97138625410.0			3-8	270.0	1.0	8=>3	300.0	1.0
201047022201	ダ	右	1400	晴	良	11:00	サラ系C29組牝馬		2010-2-22	20	笠松	2	牝		1	450	3	1	130	2	8	110	1	5.0	150	4.0	1-8	280	1	1=>8	670	3.0	1-5-8	740	3.0	1=>8=>5	2520	11.0		194587362.0	195487236.0	159847236.0			1-8	280.0	1.0	1=>8	400.0	1.0
201047022202	ダ	右	1400	晴	良	11:30	サラ系C28組		2010-2-22	20	笠松	2			3	210	1	3	110	1	2	250	5	1.0	120	2.0	2-3	2250	9	3=>2	2920	15.0	1-2-3	1240	6.0	3=>2=>1	10380	36.0		589134726.0	593814276.0	593281476.0			2-3	1890.0	7.0	3=>2	2810.0	14.0
201047022203	ダ	右	1400	晴	良	12:00	サラ系C27組		2010-2-22	20	笠松	2			7	110	1	7	100	1	3	120	2	9.0	260	6.0	3-7	200	1	7=>3	210	1.0	3-7-9	640	3.0	7=>3=>9	1230	4.0		827913546.0	827913546.0	879312564.0			3-7	180.0	1.0	7=>3	210.0	1.0
201047022204	ダ	右	1400	晴	良	12:30	サラ系C26組		2010-2-22	20	笠松	2			7	5710	8	7	1,070	8	9	140	1	8.0	670	7.0	7-9	20470	28	7=>9	51090	50.0	7-8-9	35850	50.0	7=>9=>8	279090	273.0		978246153.0	978625413.0	978265314.0			7-8	5500.0	16.0	7=>8	11960.0	29.0
201047022205	ダ	右	1400	晴	良	13:05	愛Love笠松けいば		2010-2-22	20	笠松	2			7	200	1	7	120	2	2	120	1	5.0	140	3.0	2-7	480	1	7=>2	870	1.0	2-5-7	740	2.0	7=>2=>5	2260	2.0		789521436.0	789521436.0	725891436.0			2-7	570.0	3.0	7=>2	930.0	3.0
201047022206	ダ	右	1400	晴	良	13:40	サラ系C24組		2010-2-22	20	笠松	2			2	690	4	2	160	4	6	140	3	10.0	100	1.0	2-6	1730	7	2=>6	3830	14.0	2-6-10	1060	3.0	2=>6=>10	11610	37.0		6105273148.0	6102753148.0	6102753148.0			2-6	2080.0	8.0	2=>6	3480.0	15.0
201047022207	ダ	右	1600	晴	良	14:15	サラ系B6組		2010-2-22	20	笠松	2			5	720	3	5	240	3	7	280	5	8.0	150	2.0	5-7	3210	9	5=>7	8430	19.0	5-7-8	1810	6.0	5=>7=>8	21950	56.0		357148269.0	357841269.0	573842619.0			5-7	4710.0	11.0	5=>7	6110.0	18.0
201047022208	ダ	右	1400	曇	良	14:50	サラ系B7組		2010-2-22	20	笠松	2			8	130	1	8	100	1	9	100	2	7.0	150	4.0	8-9	110	1	8=>9	160	1.0	7-8-9	650	4.0	8=>9=>7	820	2.0		23978614105.0	39827164510.0	98371246510.0			7-8	120.0	1.0	7=>8	140.0	1.0
201047022209	ダ	右	1400	曇	良	15:25	サラ系B5組特選		2010-2-22	20	笠松	2			10	120	1	10	120	1	9	320	6	1.0	140	3.0	9-10	2280	7	10=>9	2170	8.0	1-9-10	3530	11.0	10=>9=>1	8040	25.0		10987652134.0	10987652314.0	10978536214.0			8-8	1860.0	5.0	8=>8	1420.0	5.0
201047022210	ダ	右	1600	曇	良	16:25	こぶし特別 		2010-2-22	20	笠松	2			9	200	1	9	110	2	5	110	1	6.0	160	4.0	5-9	230	1	9=>5	480	1.0	5-6-9	5160	12.0	9=>5=>6	11940	35.0		87925461031.0	87952461031	8,7,9,5,6,4,2,10,3=1			5-8	270.0	1.0	8=>5	450.0	1.0
201047022301	ダ	右	1400	晴	良	11:00	サラ系C23組		2010-2-23	20	笠松	3			1	130	1	1	110	1	7	160	3	4.0	200	5.0	1-7	370	2	1=>7	610	2.0	1-4-7	1030	5.0	1=>7=>4	2410	9.0		379158426.0	375194826.0	374519862.0			1-7	380.0	2.0	1=>7	520.0	2.0
201047022302	ダ	右	1400	晴	良	11:25	サラ系C22組		2010-2-23	20	笠松	3			4	310	2	4	120	3	9	100	1	3.0	720	6.0	4-9	270	2	4=>9	910	5.0	3-4-9	3240	6.0	4=>9=>3	10680	19.0		231495786.0	234915786.0	234951768.0			4-8	230.0	2.0	4=>8	860.0	5.0
201047022303	ダ	右	1400	晴	良	11:50	サラ系C21組		2010-2-23	20	笠松	3			8	260	2	8	100	2	6	100	1	9.0	210	4.0	6-8	110	1	8=>6	300	2.0	6-8-9	230	1.0	8=>6=>9	700	2.0		498675231.0	649875231	6,8,4,9,5,7,2,3=1			6-8	100.0	1.0	8=>6	250.0	2.0
201047022304	ダ	右	1400	晴	良	12:45	サラ系3歳1組特別 		2010-2-23	20	笠松	3			6	140	1	6	160	3	2	140	2				2-6	770	3	6=>2	1020	3.0	2-4-6	170	1.0	6=>2=>4	1390	5.0		246531.0	264531.0	264513.0								
201047022305	ダ	右	1400	晴	良	13:15	サラ系C19組		2010-2-23	20	笠松	3			3	620	3	3	220	5	1	160	3	6.0	100	1.0	1-3	3450	9	3=>1	3900	15.0	1-3-6	1140	4.0	3=>1=>6	10470	36.0		691347285.0	693147825.0	639174825.0			1-3	3110.0	9.0	3=>1	2770.0	11.0
201047022306	ダ	右	1400	晴	良	13:50	サラ系C18組		2010-2-23	20	笠松	3			1	920	3	1	240	6	3	150	3	9.0	100	1.0	1-3	5650	14	1=>3	6680	19.0	1-3-9	2040	10.0	1=>3=>9	25450	66.0		19102783456.0	19102783456.0	19102734856.0			1-3	3410.0	10.0	1=>3	9630.0	22.0
201047022307	ダ	右	1400	晴	良	14:25	サラ系C20組		2010-2-23	20	笠松	3			6	110	1	6	100	1	4	120	2	3.0	230	5.0	4-6	240	1	6=>4	240	1.0	3-4-6	510	2.0	6=>4=>3	820	2.0		46735121098.0	46735121089.0	46357101289.0			4-6	220.0	1.0	6=>4	250.0	1.0
201047022308	ダ	右	1400	晴	良	15:00	サラ系C17組牝馬		2010-2-23	20	笠松	3	牝		4	170	1	4	100	1	7	100	2	2.0	140	4.0	4-7	140	1	4=>7	230	1.0	2-4-7	260	1.0	4=>7=>2	540	1.0		74109562381.0	74109268153.0	74296101853.0			4-7	150.0	1.0	4=>7	240.0	1.0
201047022309	ダ	右	1400	晴	良	16:00	うぐいす特別 		2010-2-23	20	笠松	3	(別定)		10	260	2	10	110	1	7	110	2	3.0	270	8.0	7-10	350	1	10=>7	740	2.0	3-7-10	2110	7.0	10=>7=>3	9500	35.0		1075391428.0	1075391428.0	1073549128.0			7-8	180.0	1.0	8=>7	600.0	2.0
201047022401	ダ	右	1400	晴	良	11:00	サラ系3歳5組		2010-2-24	20	笠松	4			8	100	1	8	100	1	6	150	2	1.0	200	7.0	6-8	360	1	8=>6	410	1.0	1-6-8	1170	5.0	8=>6=>1	2770	7.0		18654732.0	18653742.0	81654732.0								
201047022402	ダ	右	1400	晴	良	11:25	サラ系3歳4組		2010-2-24	20	笠松	4			1	110	1	1	100	1	2	120	2	5.0	290	6.0	1-2	250	1	1=>2	390	1.0	1-2-5	1420	6.0	1=>2=>5	3070	10.0		52613874.0	52618374.0	52618734.0								
201047022403	ダ	右	1400	晴	良	11:55	サラ系C9組		2010-2-24	20	笠松	4			1	190	1	1	110	1	9	120	2	8.0	140	3.0	1-9	310	1	1=>9	480	1.0	1-8-9	590	1.0	1=>9=>8	1750	1.0		579183462.0	579184362.0	597814263.0			1-8	280.0	1.0	1=>8	380.0	1.0
201047022404	ダ	右	1400	晴	良	12:25	サラ系C8組		2010-2-24	20	笠松	4			7	120	1	7	100	1	4	110	2	2.0	250	6.0	4-7	320	2	7=>4	380	1.0	2-4-7	1700	9.0	7=>4=>2	2380	7.0		741953682.0	741953826.0	741952386.0			4-7	270.0	1.0	7=>4	420.0	2.0
201047022405	ダ	右	1400	晴	良	12:55	サラ系C7組		2010-2-24	20	笠松	4			6	140	1	6	140	2	1	440	4	5.0	1,200	6.0	1-6	610	3	6=>1	890	3.0	1-5-6	3780	9.0	6=>1=>5	6550	21.0		371695842.0	367158942.0	367158492.0			1-6	630.0	3.0	6=>1	860.0	3.0
201047022406	ダ	右	1600	晴	良	13:50	サラ系C6組		2010-2-24	20	笠松	4			9	900	3	9	360	4	2	360	4	6.0	480	8.0	2-9	3020	14	9=>2	8120	30.0	2-6-9	14970	54.0	9=>2=>6	112740	281.0		95638241107.0	95682341107.0	95628341017.0			2-8	2890.0	11.0	8=>2	7370.0	29.0
201047022407	ダ	右	1400	晴	良	14:20	白梅賞		2010-2-24	20	笠松	4	(別定)		10	200	1	10	110	1	1	140	2	5.0	230	5.0	1-10	540	2	10=>1	730	2.0	1-5-10	1230	3.0	10=>1=>5	3780	13.0		12571049863.0	12107549683.0	11025749683.0			1-8	490.0	2.0	8=>1	590.0	2.0
201047022408	ダ	右	1400	晴	良	14:55	紅梅賞		2010-2-24	20	笠松	4	(別定)		2	1060	4	2	350	5	4	980	8	9.0	700	7.0	2-4	6100	14	2=>4	12300	30.0	2-4-9	16470	36.0	2=>4=>9	122530	180.0		34657102891.0	43657102918.0	34562971108.0			2-4	6670.0	18.0	2=>4	10270.0	27.0
201047022501	ダ	右	1400	曇	良	11:00	サラ系3歳13組		2010-2-25	20	笠松	5			1	110	1	1	100	2	4	100	3	3.0	100	1.0	1-4	820	2	1=>4	960	4.0	1-3-4	250	1.0	1=>4=>3	1490	5.0		319476825.0	314679825.0	134768259.0			1-4	1030.0	3.0	1=>4	1170.0	4.0
201047022502	ダ	右	1400	曇	良	11:25	サラ系3歳12組		2010-2-25	20	笠松	5			2	110	1	2	100	2	3	100	1	4.0	120	3.0	2-3	160	1	2=>3	220	1.0	2-3-4	210	1.0	2=>3=>4	510	1.0		293541876.0	239417856.0	293741856.0			2-3	170.0	1.0	2=>3	340.0	1.0
201047022503	ダ	右	1400	曇	良	11:55	サラ系3歳11組		2010-2-25	20	笠松	5			6	200	1	6	120	1	4	150	4	5.0	140	2.0	4-6	530	2	6=>4	880	2.0	4-5-6	940	3.0	6=>4=>5	3030	4.0		156487239.0	156482739.0	156487293.0			4-6	560.0	1.0	6=>4	620.0	1.0
201047022504	ダ	右	1400	曇	良	12:25	如月千早生誕		2010-2-25	20	笠松	5			6	1570	5	6	340	5	3	110	1	9.0	120	3.0	3-6	1330	6	6=>3	7920	19.0	3-6-9	1940	7.0	6=>3=>9	19950	55.0		263581794.0	263519874.0	263519784.0			3-6	1440.0	6.0	6=>3	3930.0	14.0
201047022505	ダ	右	1400	曇	良	12:55	如月千早♪15歳誕生		2010-2-25	20	笠松	5			8	120	1	8	110	1	5	230	4	7.0	780	6.0	5-8	350	2	8=>5	380	2.0	5-7-8	2400	8.0	8=>5=>7	3330	11.0		182657934.0	812657349.0	812567349.0			5-8	340.0	2.0	8=>5	370.0	2.0
