	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201054100309	ダ	右	1400	曇	不良	19:45	B　ー2		2010-10-3	11	高知	2	(見込)		5	440	3	5.0	160	3.0	1.0	130	2.0	3.0	180	4.0	1-5	520	2	1-5	330	6	3-5	630	8	1-3	260	4	5=>1	1400	5	1-3-5	1140	5	5=>1=>3	6000	23.0	65471328	65417328	6,5,(1,4),(3,7),2,8	5,(6,1),3,4,8,7,2		
201054100310	ダ	右	1400	曇	不良	20:20	越知コスモス祭り特別		2010-10-3	11	高知	2	(見込)		4	340	3	4.0	200	4.0	3.0	130	1.0				3-4	610	3	3-4	460	5	4-5	2,400	18	3-5	1,200	12	4=>3	1680	7	3-4-5	3750	14	4=>3=>5	37940	93.0	1,4,5,(3,6),7,2	1,4,(3,5),2,(7,6)	1,4,5,3,(2,7),6	3,4,5,(2,7),1,6		
201054101609	ダ	右	1300	晴	良	19:50	C3　ー5		2010-10-16	11	高知	5	(見込)		6	200	1	6.0	120	2.0	8.0	190	5.0	4.0	140	3.0	6-8	1500	7	6-8	540	7	4-6	350	5	4-8	810	9	6=>8	1900	8	4-6-8	2180	8	6=>8=>4	7600	30.0	(1,4),7,8,(3,6),2,5,9	147862359	1,4,6,(8,7),2,3,5,9	648172359		
201054101701	ダ	右	1400	晴	良	15:30	室戸岬灯台まつり特別		2010-10-17	11	高知	6	(見込)		7	570	3	7.0	120	3.0	4.0	100	2.0	1.0	100	1.0	4-7	360	2	4-7	160	4	1-7	140	3	1-4	140	2	7=>4	940	5	1-4-7	310	1	7=>4=>1	1740	5.0	67832451	67832415	(6,7),3,8,4,2,1,5	7,(6,8,4),3,1,2,5		
201054101702	ダ	右	1300	晴	良	16:05	琢也祝37歳記念特別		2010-10-17	11	高知	6	(見込)		1	290	2										1-3	120	1	1-3	110	1	1-2	190	5	2-3	170	4	1=>3	280	2	1-2-3	190	2	1=>3=>2	770	4.0	5321	5321	(5,3),1,2	3,1,(2,5)		
201054101703	ダ	右	1300	晴	良	16:40	C2イ		2010-10-17	11	高知	6	(見込)		5	220	2	5.0	100	1.0	2.0	110	2.0				2-5	140	1	2-5	140	2	5-6	340	6	2-6	330	5	5=>2	280	1	2-5-6	540	2	5=>2=>6	1090	4.0	326541	326154	3,2,6,(1,5),4	253614		
201054101704	ダ	右	1300	晴	良	17:10	C2ハ　C3イ		2010-10-17	11	高知	6	(見込)		2	190	1	2.0	110	2.0	1.0	110	1.0	7.0	140	4.0	1-2	140	1	1-2	120	1	2-7	150	2	1-7	170	3	2=>1	240	1	1-2-7	190	1	2=>1=>7	490	1.0	2,(3,5),(4,7),1,6,8	25374186	2,(5,7),3,1,4,8,6	2,7,(3,1),4,5,8,6		
201054101705	ダ	右	1300	晴	良	17:40	C1ロ		2010-10-17	11	高知	6	(見込)		8	620	3	8.0	150	3.0	5.0	120	1.0	7.0	450	6.0	5-8	400	2	5-8	360	5	7-8	1,890	13	5-7	1,240	10	8=>5	1390	5	5-7-8	7070	14	8=>5=>7	20890	41.0	8,6,9,1,(3,5),4,10,2,7	86193541027	8,(6,5),9,(1,3),4,2,7,10	85629473101		
201054101706	ダ	右	1300	晴	良	18:15	C1イ		2010-10-17	11	高知	6	(見込)		6	2300	5	6.0	490	6.0	1.0	330	5.0	4.0	110	1.0	1-6	10890	16	1-6	2,260	15	4-6	410	6	1-4	310	3	6=>1	20860	27	1-4-6	6140	13	6=>1=>4	140420	123.0	(2,4),8,6,1,7,5	2486175	2486175	(4,6),2,8,1,5,7		
201054101707	ダ	右	1400	晴	良	18:45	B　ー5		2010-10-17	11	高知	6	(見込)		5	300	2	5.0	300	3.0	4.0	770	4.0				4-5	1540	6	4-5	450	5	5-7	850	8	4-7	1,320	13	5=>4	2010	7	4-5-7	4200	12	5=>4=>7	16920	44.0	567124	567124	517624	(5,1),7,4,(6,2)		
201054101708	ダ	右	1400	晴	良	19:15	B　ー4		2010-10-17	11	高知	6	(見込)		4	160	1	4.0	100	1.0	3.0	100	2.0	2.0	230	5.0	3-4	110	1	3-4	110	1	2-4	260	4	2-3	380	6	4=>3	310	2	2-3-4	330	2	4=>3=>2	850	3.0	326198745	326197845	326419875	3,4,2,(1,6),5,8,9,7		
201054101709	ダ	右	1400	晴	良	19:45	B　ー3		2010-10-17	11	高知	6	(見込)		4	130	1	4.0	100	1.0	1.0	150	5.0	5.0	110	2.0	1-4	590	3	1-4	330	6	4-5	140	1	1-5	260	3	4=>1	750	3	1-4-5	600	3	4=>1=>5	1700	4.0	54631827	54632187	5,4,6,(3,1),(7,8),2	45316782		
201054101710	ダ	右	1600	晴	良	20:20	檮原千枚田特別 		2010-10-17	11	高知	6	(見込)		1	120	1	1.0	100	1.0	4.0	100	2.0	3.0	160	3.0	1-4	140	1	1-4	140	1	1-3	540	7	3-4	670	11	1=>4	160	1	1-3-4	990	3	1=>4=>3	1180	2.0	1,(2,6),(8,4),9,3,7,(5,10)	1,2,6,4,8,3,10,(9,7,5)	1,(2,6),(8,10),4,3,5,7,9	1,4,3,2,(6,8),5,7,10,9		
201054102401	ダ	右	1300	小雨	重	15:40	黒潮町らっきょう特別		2010-10-24	12	高知	2	(見込)		5	430	3	5.0	250	3.0	6.0	240	2.0	3.0	420	4.0	5-6	570	3	5-6	280	3	3-5	360	4	3-6	700	8	5=>6	1070	4	3-5-6	1430	6	5=>6=>3	5810	19.0	2,(5,7),6,1,4,3,8	2,5,(1,7),6,4,3,8	(2,5),(1,6,7),4,3,8	5,(2,6),(1,4),3,7,8		
201054102402	ダ	右	1300	雨	重	16:10	C3ヘ		2010-10-24	12	高知	2	(見込)		3	440	4	3.0	120	2.0	5.0	100	1.0	8.0	220	6.0	3-5	170	1	3-5	110	1	3-8	160	2	5-8	170	3	3=>5	380	2	3-5-8	220	1	3=>5=>8	930	2.0	23658417	23654817	3,(2,6),5,4,8,1,7	3,5,2,8,4,(6,7),1		
201054102403	ダ	右	1300	雨	重	16:45	C3ホ		2010-10-24	12	高知	2	(見込)		6	100	1	6.0	100	1.0	5.0	100	2.0				5-6	130	1	5-6	120	1	1-6	220	3	1-5	810	9	6=>5	140	1	1-5-6	530	4	6=>5=>1	640	2.0	461532	461325	4,6,5,1,(2,3)	645312		
201054102404	ダ	右	1300	雨	不良	17:20	C3ニ		2010-10-24	12	高知	2	(見込)		2	110	1	2.0	140	2.0	3.0	210	3.0				2-3	280	2	2-3	100	1	2-6	100	2	3-6	130	3	2=>3	380	2	2-3-6	140	1	2=>3=>6	500	2.0	562374	5,6,(2,3),7,4	5,(6,2),3,7,4	2,6,5,3-7-4		
201054102405	ダ	右	1300	雨	不良	17:50	C3ハ		2010-10-24	12	高知	2	(見込)		3	460	4	3.0	250	4.0	4.0	270	5.0				3-4	2400	9	3-4	400	7	1-3	280	4	1-4	590	10	3=>4	3730	16	1-3-4	1460	7	3=>4=>1	10470	42.0	1,2,3,(4,5),6,7	1234576	1,2,3,4,5-7,6	1,(2,3),4,5-7-6		
201054102406	ダ	右	1300	雨	不良	18:20	C2　ー6		2010-10-24	12	高知	2	(見込)		7	110	1	7.0	110	1.0	2.0	160	2.0				2-7	530	4	2-7	180	2	6-7	170	1	2-6	370	6	7=>2	500	4	2-6-7	510	1	7=>2=>6	1500	4.0	7,(2,6),(1,3),4,5	7263145	7263145	7263514		
201054102407	ダ	右	1300	雨	不良	18:50	C2　ー5		2010-10-24	12	高知	2	(見込)		1	170	1	1.0	100	1.0	4.0	110	3.0	3.0	100	2.0	1-4	190	1	1-4	120	1	1-3	190	3	3-4	150	2	1=>4	230	1	1-3-4	180	1	1=>4=>3	360	1.0	1,2,5,8,(4,6),7,3	1,2,(4,5),8,7,6,3	1,4,(2,5),(7,8),6,3	14573862		
201054102408	ダ	右	1300	雨	不良	19:20	スペシャリスト特別		2010-10-24	12	高知	2	(見込)		6	120	1	6.0	100	1.0	8.0	100	2.0	1.0	110	3.0	6-8	180	1	6-8	130	1	1-6	160	2	1-8	240	5	6=>8	250	1	1-6-8	250	1	6=>8=>1	500	1.0	6,1,3,2,7,8,(5,9),4	613289475	6,(1,3),8,9,(2,4),(5,7)	681923457		
201054102909	ダ	右	1400	曇	重	19:30	春野町菊の森特別 		2010-10-29	12	高知	3	(見込)		8	110	1	8.0	100	1.0	4.0	170	4.0	2.0	110	2.0	4-8	1690	6	4-8	670	8	2-8	120	1	2-4	1,080	10	8=>4	1130	5	2-4-8	1310	5	8=>4=>2	3820	12.0	278615493	278615439	2,7,8,(1,5,6),4,3,9	(4,8),2,5,1,6,7,3,9		
201054102910	ダ	右	1900	曇	重	20:05	黒潮菊花賞	G	2010-10-29	12	高知	3	(定量)		7	160	1	7.0	100	1.0	4.0	100	2.0	8.0	120	3.0	4-7	140	1	4-7	120	1	7-8	260	3	4-8	270	4	7=>4	210	1	4-7-8	340	1	7=>4=>8	790	2.0	57814621039	57184621093	(5,7),4,8,6,1,10,2,3,9	74810651329		
201054103001	ダ	右	1600	曇	重	15:40	大川村謝肉祭特別		2010-10-30	12	高知	4	(見込)		6	160	1	6.0	110	1.0	9.0	140	3.0	4.0	520	7.0	6-9	340	1	6-9	280	3	4-6	6,360	28	4-9	5,110	26	6=>9	500	1	4-6-9	12620	24	6=>9=>4	29490	59.0	7,10,(4,6),8,5,1,9,2,3	7,10,(4,6),5,1,8,2,9,3	71064591823	46597101283		
201054103002	ダ	右	1300	曇	重	16:10	ようこそ綾仁先生特別		2010-10-30	12	高知	4	(見込)		4	110	1	4.0	100	1.0	2.0	100	2.0				2-4	100	1	2-4	100	1	1-4	100	2	1-2	110	3	4=>2	120	1	1-2-4	130	1	4=>2=>1	140	1.0	42315	42315	42135	42135		
201054103003	ダ	右	1300	曇	重	16:40	C1ロ　C2イ		2010-10-30	12	高知	4	(見込)		6	430	3	6.0	120	2.0	1.0	100	1.0				1-6	260	2	1-6	120	3	2-6	110	2	1-2	110	1	6=>1	660	4	1-2-6	130	1	6=>1=>2	1160	4.0	125346	125346	125364	(1,6),2,4,3,5		
201054103004	ダ	右	1300	曇	重	17:15	C2ニ　C3イ		2010-10-30	12	高知	4	(見込)		7	100	1	7.0	120	1.0	4.0	210	3.0				4-7	170	1	4-7	120	1	3-7	140	2	3-4	170	5	7=>4	200	1	3-4-7	210	1	7=>4=>3	380	1.0	7,(4,6),1,2,3,5	7,(4,6),1,2,3,5	7642315	7463251		
201054103005	ダ	右	1300	曇	重	17:50	C2ハ		2010-10-30	12	高知	4	(見込)		7	240	2	7.0	130	2.0	3.0	130	1.0				3-7	500	2	3-7	200	2	5-7	650	7	3-5	1,270	9	7=>3	690	3	3-5-7	2920	6	7=>3=>5	5500	17.0	6752341	6753241	6735241	6735241		
201054103006	ダ	右	1300	曇	重	18:20	C2ロ		2010-10-30	12	高知	4	(見込)		4	100	1	4.0	100	1.0	5.0	180	3.0				4-5	230	2	4-5	130	2	2-4	140	3	2-5	400	6	4=>5	310	2	2-4-5	460	3	4=>5=>2	690	3.0	5,3,(1,7),4,2,6	5,3,(1,4),7,2,6	5,4,2,(3,7),1,6	(5,4),2,6,7,3,1		
201054103007	ダ	右	1300	曇	重	18:50	川島夫妻結婚記念特別		2010-10-30	12	高知	4	(見込)		1	120	1	1.0	100	1.0	8.0	130	3.0	5.0	150	4.0	1-8	200	1	1-8	110	1	1-5	140	2	5-8	210	4	1=>8	310	1	1-5-8	250	1	1=>8=>5	620	1.0	15847326	15847326	15842763	1,(5,8),2,3,6,(4,7)		
201054103008	ダ	右	1400	曇	重	19:20	香織・千年3周年特別		2010-10-30	12	高知	4	(見込)		7	110	1	7.0	100	1.0	6.0	210	4.0	4.0	120	3.0	6-7	500	3	6-7	270	4	4-7	160	2	4-6	300	5	7=>6	790	3	4-6-7	720	3	7=>6=>4	1780	6.0	26783541	2,6,8,(3,7),5,4,1	2,6,8,7,(3,5),4,1	(6,7),5,8,(2,4),(3,1)		
201054103009	ダ	右	1400	曇	重	19:50	JBCはあと4日特別		2010-10-30	12	高知	4	(見込)		2	810	4	2.0	270	5.0	6.0	120	3.0	8.0	100	1.0	2-6	1510	4	2-6	270	4	2-8	380	6	6-8	180	2	2=>6	4800	11	2-6-8	670	2	2=>6=>8	9000	26.0	2,9,6,7,5,8,(1,3,4)	2,9,6,5,7,1,8,(3,4)	295671483	2,5,(1,6),8,7,9,4,3		
201054103010	ダ	右	1400	曇	重	20:25	津野山神楽特別 		2010-10-30	12	高知	4	(見込)		6	140	1	6.0	100	1.0	7.0	490	8.0	1.0	170	3.0	6-7	1480	5	6-7	650	9	1-6	290	2	1-7	2,710	19	6=>7	3780	10	1-6-7	3760	11	6=>7=>1	11040	38.0	4,9,6,5,1,2,(3,7),8	496517238	496517823	6,9,1,(2,5,7,8),3,4		
201054110601	ダ	右	1300	晴	良	15:40	C3　ー3		2010-11-6	12	高知	5	(見込)		5	110	1	5.0	120	1.0	3.0	160	3.0				3-5	200	2	3-5	100	1	5-6	100	2	3-6	110	3	5=>3	190	2	3-5-6	130	1	5=>3=>6	290	2.0	3,5,(2,6),7,4,1	3562471	3562147	3561427		
201054110602	ダ	右	1300	晴	良	16:10	C3　ー2		2010-11-6	12	高知	5	(見込)		4	370	2	4.0	100	1.0	1.0	200	3.0	3.0	330	5.0	1-4	660	2	1-4	290	2	3-4	560	6	1-3	590	7	4=>1	1080	4	1-3-4	1700	5	4=>1=>3	5220	13.0	4365178	4361578	4361578	4,(1,3),6,7,5,8		
201054110603	ダ	右	1400	晴	良	16:40	四万十一の又渓谷特別 		2010-11-6	12	高知	5	(見込)		8	240	2	8.0	100	1.0	6.0	100	2.0	3.0	100	3.0	6-8	220	2	6-8	100	1	3-8	180	4	3-6	110	2	8=>6	520	3	3-6-8	150	1	8=>6=>3	2030	5.0	8,3,(1,6),7,2,5,4	8,(3,6),1,(2,7),5,4	8,(3,6),1,2,7,5,4	86315742		
201054110604	ダ	右	1400	晴	良	17:15	C1　ー5		2010-11-6	12	高知	5	(見込)		7	120	1	7.0	110	1.0	4.0	1,190	6.0				4-7	2800	8	4-7	950	9	3-7	230	3	3-4	2,170	12	7=>4	2580	7	3-4-7	2230	7	7=>4=>3	5990	21.0	4562173	4,(2,5),6,1,7,3	4,(2,7),6,5,1,3	7,4,2,(1,3),(5,6)		
201054110705	ダ	右	1300	曇	重	17:50	C3ホ		2010-11-7	12	高知	6	(見込)		6	160	1	6.0	140	1.0	3.0	240	4.0				3-6	420	2	3-6	180	2	4-6	830	8	3-4	1,050	9	6=>3	720	3	3-4-6	5260	10	6=>3=>4	7660	21.0	623541	2,6,3,(4,5),1	2,6,3,(4,5),1	6,(4,3),2,1,5		
201054110706	ダ	右	1300	曇	重	18:20	C2　ー6		2010-11-7	12	高知	6	(見込)		2	120	1	2.0	110	2.0	4.0	110	1.0				2-4	100	1	2-4	110	1	2-3	190	4	3-4	320	6	2=>4	170	1	2-3-4	470	3	2=>4=>3	990	6.0	423165	421365	(4,2)-1,6,3-5	4,2,(6,1,3)-5		
201054110707	ダ	右	1300	曇	重	18:50	C2　ー5		2010-11-7	12	高知	6	(見込)		8	150	1	8.0	100	1.0	7.0	160	4.0	1.0	130	3.0	7-8	830	4	7-8	380	5	1-8	150	2	1-7	740	9	8=>7	1230	5	1-7-8	1040	5	8=>7=>1	2680	10.0	15873462	1,5,8,(4,7),(2,3,6)	1,(5,8),(4,6),7,2,3	1,8,5,(4,7),6,2,3		
201054110708	ダ	右	1300	曇	重	19:20	達也2000勝特別		2010-11-7	12	高知	6	(見込)		8	160	1	8.0	100	1.0	7.0	170	3.0	2.0	100	2.0	7-8	300	2	7-8	190	2	2-8	110	1	2-7	300	6	8=>7	430	2	2-7-8	320	1	8=>7=>2	1130	4.0	8,2,5,6,4,7,(1,3)	8,2,5,(1,4,6),(3,7)	8,(2,5,7),4,1,6,3	(8,7),2,5,(3,4),1,6		
201054110709	ダ	右	1300	曇	重	19:50	橋口アナ誕生日特別		2010-11-7	12	高知	6	(見込)		4	140	1	4.0	100	1.0	5.0	110	2.0	8.0	170	4.0	4-5	220	1	4-5	120	1	4-8	260	2	5-8	270	3	4=>5	330	1	4-5-8	520	3	4=>5=>8	1050	2.0	(3,5),(4,8),6,7,1,2	53486712	5,3,(4,8),(6,7),1,2	5,4,3,8,(6,7),2,1		
201054110710	ダ	右	1400	曇	重	20:25	龍馬脱藩の道特別 		2010-11-7	12	高知	6	(見込)		5	120	1	5.0	140	2.0	1.0	240	3.0				1-5	350	2	1-5	130	2	5-6	100	1	1-6	160	3	5=>1	390	2	1-5-6	160	1	5=>1=>6	610	2.0	564231	564231	5,6,4,(2,3),1	562134		
201054112703	ダ	右	1300	晴	重	16:40	C3　ー11		2010-11-27	13	高知	5	(見込)		7	100	1	7.0	120	1.0	3.0	260	3.0				3-7	640	2	3-7	150	2	5-7	100	1	3-5	180	3	7=>3	460	2	3-5-7	160	1	7=>3=>5	1140	4.0	7,5,(1,6),3,4,2	7,(1,5),3,6,4,2	7,5,(1,3,6),4,2	7356412		
201054112705	ダ	右	1300	晴	重	17:50	C3　ー9		2010-11-27	13	高知	5	(見込)		7	220	2	7.0	410	3.0	1.0	380	2.0				1-7	340	2	1-7	190	4	3-7	130	1	1-3	140	2	7=>1	1260	5	1-3-7	230	1	7=>1=>3	2330	10.0	4,(3,7),1,5,2,6	4371526	4731562	7,4,(1,3),5,2,6		
201054112706	ダ	右	1300	晴	重	18:20	C3　ー8		2010-11-27	13	高知	5	(見込)		8	130	1	8.0	100	1.0	3.0	100	2.0	1.0	110	3.0	3-8	130	1	3-8	120	1	1-8	210	5	1-3	160	4	8=>3	140	1	1-3-8	180	1	8=>3=>1	250	1.0	8,(1,2),3,7,4,(5,6)	8,(1,3),2,7,4,5,6	8,3,(2,1),7,4,5,6	83127465		
201054112707	ダ	右	1300	晴	重	18:50	C3　ー7		2010-11-27	13	高知	5	(見込)		9	100	1	9.0	110	2.0	7.0	100	1.0	3.0	190	5.0	7-9	110	1	7-9	100	1	3-9	230	3	3-7	150	2	9=>7	110	1	3-7-9	260	1	9=>7=>3	330	1.0	3,(1,9),8,5,4,7,6,2	391847562	3,9,1,(8,7),4,6,5,2	9,3,(1,7),(6,8),4,2-5		
201054112708	ダ	右	1300	晴	重	19:20	C3　ー6		2010-11-27	13	高知	5	(見込)		2	600	3	2.0	140	4.0	3.0	120	2.0	4.0	110	1.0	2-3	1040	5	2-3	200	2	2-4	200	3	3-4	130	1	2=>3	2240	11	2-3-4	400	2	2=>3=>4	3070	11.0	5,(2,6),3,4,8,1,7	56234817	(5,6),2,3,4,1,8,7	(6,2),3,4,1,5,8,7		
201054121106	ダ	右	1300	曇	稍重	18:20	C3　ー8		2010-12-11	14	高知	3	(見込)		6	700	4	6.0	210	4.0	9.0	100	1.0	1.0	490	7.0	6-9	710	3	6-9	350	5	1-6	2,310	21	1-9	1,830	19	6=>9	2590	10	1-6-9	5550	13	6=>9=>1	28140	72.0	68195104327	68195341027	6,8,(1,9,5),4,3,10,2,7	6,1,8,9,(3,4),5,10,7,2		
201054121107	ダ	右	1300	曇	稍重	18:50	石島細谷結婚記念特別		2010-12-11	14	高知	3	(見込)		2	140	1	2.0	100	1.0	3.0	120	3.0	6.0	100	2.0	2-3	340	2	2-3	160	3	2-6	130	1	3-6	220	4	2=>3	420	2	2-3-6	250	1	2=>3=>6	630	2.0	23861754	2,3,8,6,1,(5,7),4	23861754	23681574		
201054121806	ダ	右	1300	晴	重	17:50	南関東LJCC第1戦		2010-12-18	14	高知	5	(見込)		5	450	2	5.0	130	1.0	2.0	300	6.0	9.0	150	2.0	2-5	4350	19	2-5	880	15	5-9	620	8	2-9	1,090	17	5=>2	7460	36	2-5-9	4860	24	5=>2=>9	42090	155.0	15941028763	1,5,(4,9),10,2,3,7,8,6	1,5,9,(4,10),8,(2,7),3,6	51928410376		
201054121807	ダ	右	1300	晴	重	18:25	郷間&中地激励特別		2010-12-18	14	高知	5	(見込)		4	120	1	4.0	110	1.0	5.0	480	5.0				4-5	770	4	4-5	450	5	4-6	680	8	5-6	1,190	13	4=>5	1050	5	4-5-6	3340	10	4=>5=>6	7880	23.0	5671432	5,6,(1,7),4,3,2	5,6,(1,7),4,3,2	4516732		
201054121808	ダ	右	1300	晴	重	19:00	南関東LJCC第2戦		2010-12-18	14	高知	5	(見込)		3	1070	6	3.0	210	5.0	6.0	130	1.0	1.0	160	2.0	3-6	1380	5	3-6	570	6	1-3	1,020	15	1-6	420	3	3=>6	5480	27	1-3-6	2030	5	3=>6=>1	16690	53.0	14910683527	19410638257	14961083752	6,1,(3,7),4,9,(5,10),8,2		
201054122503	ダ	右	1300	晴	重	16:20	C3ロ		2010-12-25	15	高知	2	(見込)		6	130	1	6.0	120	1.0	1.0	130	2.0				1-6	120	1	1-6	100	2	5-6	100	3	1-5	100	1	6=>1	240	1	1-5-6	110	1	6=>1=>5	320	1.0	6,1,(2,4),5,3	612453	612453	615243		
201054122504	ダ	右	1300	晴	重	16:50	祝、西川騎手、特別		2010-12-25	15	高知	2	(見込)		7	360	2	7.0	160	3.0	5.0	100	1.0				5-7	230	2	5-7	110	2	3-7	140	3	3-5	100	1	7=>5	830	4	3-5-7	140	1	7=>5=>3	1210	4.0	3457162	3457162	3547162	(3,5,7),4,1,6,2		
201054123101	ダ	右	1300	晴	稍重	13:30	土佐藩主山内一豊特別		2010-12-31	15	高知	3	(見込)		2	550	3	2	100	3	5	100	2	3	100	1	2-5	1290	3	2-5	150	3	2-3	130	2	3-5	110	1	2=>5	2180	7	2-3-5	140	1	2=>5=>3	3160	10	3,5,(1,2),6,(4,7),9,8	351246798	352164798	352641978		
