	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201247071202	ダ	右	800	雨	不良	11:30	新馬戦		2012-7-12	6	笠松	2			5.0	140.0	1.0	5.0	100	1.0	2.0	120	2.0							2-5	210.0	1.0				5=>2	240.0	1.0	2-3-5	440.0	2.0	5=>2=>3	710.0	4.0				5,2,3,4=1			2-5	160	3.0	3-5	150	2.0	2-3	370	6.0
201247071203	ダ	右	800	雨	不良	12:00	新馬戦		2012-7-12	6	笠松	2			5.0	270.0	1.0	5.0	100	1.0	4.0	170	3.0							4-5	310.0	1.0				5=>4	520.0	1.0	3-4-5	510.0	3.0	5=>4=>3	1420.0	2.0				546321.0			4-5	270	5.0	3-5	210	3.0	3-4	370	7.0
201247071204	ダ	右	1400	雨	不良	12:30	サラ系C23組		2012-7-12	6	笠松	2			7.0	160.0	1.0	7.0	100	2.0	2.0	100	1.0	4.0	230	4.0	2-7	120.0	1.0	2-7	130.0	1.0				7=>2	250.0	1.0	2-4-7	240.0	2.0	7=>2=>4	570.0	2.0		26735418.0	27634518.0	72634518.0			2-7	100	1.0	4-7	220	6.0	2-4	300	7.0
201247071205	ダ	右	1400	雨	不良	13:05	サラ系C22組		2012-7-12	6	笠松	2			9.0	3310.0	6.0	9.0	330	6.0	1.0	140	2.0	7.0	150	3.0	1-8	320.0	1.0	1-9	1600.0	7.0				9=>1	8750.0	24.0	1-7-9	3640.0	14.0	9=>1=>7	30300.0	91.0		692174853.0	961274853.0	917642853.0			1-9	670	11.0	7-9	1,360	14.0	1-7	310	3.0
201247071206	ダ	右	1400	曇	不良	13:35	サラ系C11組		2012-7-12	6	笠松	2			7.0	250.0	2.0	7.0	100	1.0	3.0	110	2.0	6.0	210	5.0	3-7	270.0	1.0	3-7	540.0	3.0				7=>3	1140.0	5.0	3-6-7	1470.0	6.0	7=>3=>6	3760.0	12.0		57186321049.0	75831624109.0	73865129410.0			3-7	300	4.0	6-7	420	7.0	3-6	390	6.0
201247071207	ダ	右	1400	曇	不良	14:05	サラ系C10組		2012-7-12	6	笠松	2			3.0	1010.0	2.0	3.0	120	3.0	6.0	100	1.0	2.0	100	2.0	3-6	370.0	2.0	3-6	360.0	2.0				3=>6	3550.0	10.0	2-3-6	400.0	1.0	3=>6=>2	14750.0	42.0		49106382715.0	96410382751.0	69310421857.0			3-6	150	1.0	2-3	500	7.0	2-6	170	2.0
201247071208	ダ	右	1400	曇	不良	14:35	サラ系C9組		2012-7-12	6	笠松	2			6.0	200.0	1.0	6.0	100	1.0	3.0	110	2.0	9.0	120	3.0	3-6	350.0	1.0	3-6	400.0	1.0				6=>3	610.0	1.0	3-6-9	330.0	1.0	6=>3=>9	1290.0	1.0		36274981015.0	36972481015.0	36927485101.0			3-6	130	1.0	6-9	200	3.0	3-9	190	2.0
201247071301	ダ	右	1400	曇	不良	11:00	サラ系C21組		2012-7-13	6	笠松	3			2.0	350.0	2.0	2.0	110	1.0	3.0	140	4.0	1.0	110	2.0	2-3	480.0	2.0	2-3	410.0	2.0				2=>3	610.0	3.0	1-2-3	240.0	1.0	2=>3=>1	1320.0	2.0		325694187.0	325619487.0	326514987.0			2-3	140	2.0	1-2	130	1.0	1-3	160	3.0
201247071302	ダ	右	1400	曇	不良	11:30	サラ系C20組		2012-7-13	6	笠松	3			9.0	2440.0	6.0	9.0	520	6.0	7.0	140	1.0	1.0	170	4.0	7-8	930.0	4.0	7-9	1270.0	4.0				9=>7	3400.0	11.0	1-7-9	870.0	2.0	9=>7=>1	9310.0	26.0		172968345.0	179248635.0	179824653.0			7-9	420	5.0	1-9	450	7.0	1-7	180	2.0
201247071303	ダ	右	1400	曇	不良	12:00	サラ系C19組		2012-7-13	6	笠松	3			9.0	530.0	3.0	9.0	120	3.0	2.0	110	2.0	5.0	100	1.0	2-8	820.0	3.0	2-9	680.0	3.0				9=>2	1140.0	5.0	2-5-9	180.0	1.0	9=>2=>5	1580.0	5.0		941528736	9,4,5,1,2,7,8,3-6	9,5,2,7,1,4,8,3-6			2-9	160	3.0	5-9	120	2.0	2-5	120	1.0
201247071304	ダ	右	1400	曇	不良	12:30	サラ系C18組牝馬		2012-7-13	6	笠松	3	牝		8.0	200.0	1.0	8.0	130	2.0	6.0	170	4.0	1.0	160	3.0	6-7	600.0	3.0	6-8	1060.0	6.0				8=>6	1210.0	4.0	1-6-8	1230.0	4.0	8=>6=>1	4490.0	12.0		37826951104.0	87913562104.0	87196521043.0			6-8	330	4.0	1-8	350	5.0	1-6	500	8.0
201247071601	ダ	右	1400	曇	稍重	11:00	サラ系3歳9組		2012-7-16	6	笠松	4			6.0	2390.0	5.0	6.0	130	3.0	8.0	100	1.0	2.0	100	2.0	6-7	1000.0	4.0	6-8	1080.0	5.0				6=>8	4320.0	13.0	2-6-8	570.0	2.0	6=>8=>2	18500.0	50.0		57642813109	5,7,6,4,2,8-1,3-10,9	5,6,7,2,4,8-1,3-9,10			6-8	270	3.0	2-6	460	7.0	2-8	120	1.0
201247071602	ダ	右	1400	曇	稍重	11:30	泰士・純子笠松デビュ		2012-7-16	6	笠松	4			7.0	200.0	2.0	7.0	100	3.0	2.0	100	1.0	6.0	100	2.0	2-7	240.0	1.0	2-7	210.0	1.0				7=>2	380.0	1.0	2-6-7	310.0	1.0	7=>2=>6	1150.0	1.0		927486513.0	729486513.0	729846513.0			2-7	120	1.0	6-7	200	3.0	2-6	170	2.0
201247071603	ダ	右	1400	曇	稍重	12:00	森康太1歳おめでとう		2012-7-16	6	笠松	4			4.0	170.0	1.0	4.0	100	1.0	3.0	120	2.0	5.0	700	8.0	3-4	1560.0	5.0	3-4	1110.0	3.0				4=>3	1720.0	5.0	3-4-5	46490.0	42.0	4=>3=>5	71850.0	97.0		47832615910.0	47283165910.0	47328165910.0			3-4	380	5.0	4-5	520	6.0	3-5	16,840	37.0
201247071604	ダ	右	1400	曇	稍重	12:30	まろ32周年記念		2012-7-16	6	笠松	4			10.0	110.0	1.0	10.0	100	1.0	4.0	100	2.0	5.0	800	10.0	4-8	120.0	1.0	4-10	130.0	1.0				10=>4	140.0	1.0	4-5-10	7370.0	12.0	10=>4=>5	5070.0	13.0		71084513296.0	10584713296.0	10457189236.0			4-10	110	1.0	5-10	2,130	19.0	4-5	5,060	30.0
201247071605	ダ	右	1400	曇	稍重	13:05	まねき馬倶楽部in笠		2012-7-16	6	笠松	4			5.0	130.0	1.0	5.0	100	1.0	8.0	120	2.0	4.0	170	4.0				5-8	260.0	1.0				5=>8	330.0	1.0	4-5-8	420.0	2.0	5=>8=>4	1020.0	2.0		58241376.0	85421763.0	85412763.0			5-8	160	2.0	4-5	240	3.0	4-8	350	6.0
201247071606	ダ	右	1400	曇	良	13:35	祝!憲一・亜季結婚記		2012-7-16	6	笠松	4			3.0	170.0	1.0	3.0	100	1.0	5.0	130	3.0	8.0	110	2.0				3-5	940.0	4.0				3=>5	1380.0	7.0	3-5-8	690.0	3.0	3=>5=>8	3330.0	11.0		36857241	3,6,5,8,4,7,2-1	3,5,6,8,2,4,7-1			3-5	150	1.0	3-8	160	2.0	5-8	290	6.0
201247071607	ダ	右	1400	曇	良	14:10	東商テクノ創立25周		2012-7-16	6	笠松	4			9.0	400.0	2.0	9.0	100	1.0	1.0	110	2.0	3.0	110	3.0	1-8	140.0	1.0	1-9	130.0	1.0				9=>1	680.0	3.0	1-3-9	230.0	1.0	9=>1=>3	1790.0	8.0		931564728.0	931654278.0	913654278.0			1-9	110	1.0	3-9	200	2.0	1-3	200	3.0
201247071608	ダ	右	1400	曇	良	14:45	オッズパーク杯		2012-7-16	6	笠松	4			4.0	610.0	3.0	4.0	140	3.0	6.0	110	2.0	8.0	100	1.0	4-6	490.0	2.0	4-6	550.0	3.0				4=>6	1150.0	6.0	4-6-8	240.0	1.0	4=>6=>8	1920.0	5.0		678243195.0	682417395.0	648129753.0			4-6	200	3.0	4-8	130	2.0	6-8	120	1.0
201247071609	ダ	右	1400	曇	良	15:20	岐阜信用金庫 		2012-7-16	6	笠松	4			1.0	120.0	1.0	1.0	120	1.0	2.0	430	7.0	6.0	250	5.0	1-2	2530.0	10.0	1-2	3440.0	11.0				1=>2	3900.0	11.0	1-2-6	14980.0	33.0	1=>2=>6	46200.0	100.0		123458697.0	124368957.0	124639857.0			1-2	2,360	18.0	1-6	600	6.0	2-6	6,090	30.0
201247072501	ダ	右	1400	晴	良	11:00	サラ系3歳4組		2012-7-25	7	笠松	2			3.0	100.0	1.0	3.0	120	1.0	10.0	180	3.0	9.0	210	5.0	3-8	200.0	1.0	3-10	380.0	2.0				3=>10	510.0	3.0	3-9-10	680.0	4.0	3=>10=>9	1780.0	8.0		68911032745.0	89103162754.0	39810124576.0			3-10	210	2.0	3-9	290	4.0	9-10	490	8.0
201247072502	ダ	右	1400	晴	良	11:35	サラ系3歳3組		2012-7-25	7	笠松	2			3.0	150.0	1.0	3.0	100	1.0	6.0	160	3.0	1.0	200	4.0	3-6	720.0	3.0	3-6	470.0	3.0				3=>6	640.0	2.0	1-3-6	7690.0	20.0	3=>6=>1	14910.0	47.0		3,6,7,1,2,10,9,4,5-8	3,6,7,1,2,10,9,4,5=8	3,6,7,1,2,9,4,10,5=8			3-6	200	2.0	1-3	1,960	13.0	1-6	16,040	39.0
201247072503	ダ	右	1400	晴	良	12:10	サラ系C23組		2012-7-25	7	笠松	2			5.0	730.0	4.0	5.0	210	5.0	7.0	520	6.0	8.0	150	2.0	5-7	7350.0	21.0	5-7	8550.0	20.0				5=>7	8410.0	29.0	5-7-8	11880.0	31.0	5=>7=>8	6820.0	25.0		618457932	1,6,8,4,5,7-9,2,3	1,8,7,5,4,6-2,9,3			5-7	1,920	18.0	5-8	760	8.0	7-8	2,870	25.0
201247072504	ダ	右	1400	晴	良	12:45	サラ系C4組		2012-7-25	7	笠松	2			6.0	130.0	1.0	6.0	100	1.0	3.0	100	2.0							3-6	130.0	1.0				6=>3	180.0	1.0	3-4-6	340.0	2.0	6=>3=>4	530.0	2.0		3647521	3674521	3,6,7,4,5=2,1			3-6	100	1.0	4-6	200	3.0	3-4	240	5.0
201247072505	ダ	右	800	晴	良	13:20	サラ系C22組		2012-7-25	7	笠松	2			6.0	150.0	1.0	6.0	130	2.0	1.0	160	4.0	3.0	130	3.0	1-6	420.0	3.0	1-6	390.0	2.0				6=>1	450.0	2.0	1-3-6	490.0	3.0	6=>1=>3	1360.0	4.0				16938104752.0			1-6	160	3.0	3-6	160	2.0	1-3	320	5.0
201247072506	ダ	右	1400	晴	良	13:55	サラ系B4・C3組		2012-7-25	7	笠松	2			3.0	220.0	2.0	3.0	180	2.0	2.0	200	3.0							2-3	680.0	2.0				3=>2	920.0	3.0	2-3-4	230.0	1.0	3=>2=>4	1640.0	6.0		3547216.0	3542761.0	3542671.0			2-3	150	2.0	3-4	110	1.0	2-4	180	4.0
201247072507	ダ	右	1400	晴	良	14:30	サラ系3歳2組特選		2012-7-25	7	笠松	2			4.0	2480.0	5.0	4.0	300	5.0	10.0	160	3.0	2.0	130	2.0	4-8	2610.0	6.0	4-10	10130.0	12.0				4=>10	20010.0	26.0	2-4-10	7460.0	15.0	4=>10=>2	180640.0	143.0		34910218756	3,4,9,10,2,1,8,7-5,6	4,3,10,2,9,1,8,7=5,6			4-10	1,250	11.0	2-4	790	9.0	2-10	620	7.0
201247072508	ダ	右	1400	晴	良	15:05	カンナ特別 		2012-7-25	7	笠松	2			10.0	340.0	2.0	10.0	130	1.0	4.0	130	2.0	2.0	620	7.0	4-8	340.0	2.0	4-10	410.0	1.0				10=>4	1010.0	4.0	2-4-10	3660.0	11.0	10=>4=>2	17250.0	52.0		31084756291	31048765291	10,4,3,7,8,6,2,5,9-1			4-10	170	1.0	2-10	1,650	17.0	2-4	1,230	14.0
201247072601	ダ	右	1400	晴	良	11:00	サラ系3歳10組		2012-7-26	7	笠松	3			8.0	770.0	2.0	8.0	200	3.0	6.0	490	5.0	5.0	130	2.0	6-8	730.0	4.0	6-8	4920.0	10.0				8=>6	21810.0	18.0	5-6-8	8270.0	13.0	8=>6=>5	111610.0	90.0		8,9,7,5,6,1,2,4=3	8,9,7,5,6,1,4,2=3	8,7,5,9,6,4,1,2=3			6-8	610	8.0	5-8	410	4.0	5-6	510	6.0
201247072602	ダ	右	1400	晴	良	11:35	サラ系3歳9組		2012-7-26	7	笠松	3			7.0	300.0	1.0	7.0	110	3.0	9.0	110	2.0	6.0	100	1.0	7-8	470.0	1.0	7-9	650.0	3.0				7=>9	970.0	4.0	6-7-9	260.0	1.0	7=>9=>6	1610.0	6.0		796821543	7,9,6,8,1,2,4=3	7,9,6,8,4,1,2=3			7-9	180	3.0	6-7	150	1.0	6-9	150	2.0
201247072603	ダ	右	1400	晴	良	12:10	サラ系3歳8組		2012-7-26	7	笠松	3			3.0	210.0	1.0	3.0	100	1.0	9.0	110	3.0	6.0	100	2.0	3-8	280.0	1.0	3-9	450.0	2.0				3=>9	580.0	2.0	3-6-9	350.0	1.0	3=>9=>6	1310.0	1.0		193846527.0	193468527.0	193465872.0			3-9	120	1.0	3-6	150	2.0	6-9	220	3.0
201247072604	ダ	右	1400	晴	良	12:45	サラ系C21組		2012-7-26	7	笠松	3			8.0	140.0	1.0	8.0	110	1.0	5.0	210	4.0	3.0	260	5.0	5-8	2530.0	8.0	5-8	2070.0	7.0				8=>5	2810.0	9.0	3-5-8	4220.0	10.0	8=>5=>3	15990.0	44.0		349518672.0	395846172.0	389564712.0			5-8	710	5.0	3-8	360	4.0	3-5	1,990	14.0
201247072605	ダ	右	1400	晴	良	13:20	サラ系C20組		2012-7-26	7	笠松	3			6.0	940.0	4.0	6.0	480	6.0	8.0	220	3.0	4.0	710	7.0	6-8	6430.0	13.0	6-8	19020.0	20.0				6=>8	36740.0	37.0	4-6-8	11520.0	26.0	6=>8=>4	1965700.0	371.0		683945217.0	683954712.0	689354172.0			6-8	4,650	27.0	4-6	4,380	24.0	4-8	3,130	20.0
201247072606	ダ	右	1400	晴	良	13:55	サラ系C11組		2012-7-26	7	笠松	3			8.0	230.0	1.0	8.0	180	4.0	5.0	160	2.0	4.0	160	3.0	5-7	270.0	1.0	5-8	260.0	1.0				8=>5	610.0	2.0	4-5-8	740.0	3.0	8=>5=>4	2000.0	10.0		85361794102.0	85410761932.0	85410169273.0			5-8	130	1.0	4-8	340	4.0	4-5	360	5.0
201247072607	ダ	右	1400	晴	良	14:30	サラ系C10組		2012-7-26	7	笠松	3			2.0	120.0	1.0	2.0	110	1.0	1.0	190	3.0	8.0	650	7.0	1-2	490.0	2.0	1-2	380.0	2.0				2=>1	330.0	2.0	1-2-8	5140.0	13.0	2=>1=>8	17260.0	38.0		28161045397.0	28161045397.0	26815410397.0			1-2	170	2.0	2-8	1,240	15.0	1-8	3,200	23.0
201247072608	ダ	右	1400	晴	良	15:05	サラ系C9組		2012-7-26	7	笠松	3			6.0	140.0	1.0	6.0	100	1.0	3.0	140	3.0	8.0	320	6.0	3-6	570.0	3.0	3-6	400.0	2.0				6=>3	670.0	3.0	3-6-8	4110.0	10.0	6=>3=>8	8060.0	27.0		16382104795.0	16382107945.0	61382791045.0			3-6	220	2.0	6-8	660	9.0	3-8	2,310	18.0
201247072609	ダ	右	1400	晴	良	15:40	ひまわり特別 		2012-7-26	7	笠松	3	(別定)		9.0	170.0	1.0	9.0	110	1.0	5.0	160	4.0	6.0	390	7.0	5-8	300.0	1.0	5-9	320.0	2.0				9=>5	520.0	2.0	5-6-9	3520.0	12.0	9=>5=>6	6570.0	19.0		79235684101	97524683101	9,5,7,4,6,2,8,3,10-1			5-9	160	1.0	6-9	1,120	14.0	5-6	1,080	13.0
201247072701	ダ	右	800	晴	良	11:00	サラ系2歳2組		2012-7-27	7	笠松	4			7.0	170.0	1.0	7.0	110	1.0	5.0	380	6.0	2.0	180	4.0	5-7	1640.0	8.0	5-7	1630.0	7.0				7=>5	1480.0	5.0	2-5-7	3410.0	11.0	7=>5=>2	9410.0	27.0				1,(5,7),2,3,8,6,4,9			5-7	590	8.0	2-7	370	3.0	2-5	700	11.0
201247072702	ダ	右	1400	晴	良	11:35	サラ系2歳1組		2012-7-27	7	笠松	4			1.0	110.0	1.0	1.0	100	1.0	2.0	100	2.0	5.0	110	3.0	1-2	260.0	1.0	1-2	250.0	2.0				1=>2	290.0	2.0	1-2-5	260.0	1.0	1=>2=>5	620.0	2.0		581769234	581672934	1,(5,8),2,7,6,3,4,9			1-2	140	2.0	1-5	130	1.0	2-5	210	4.0
201247072703	ダ	右	1400	晴	良	12:10	サラ系C19組		2012-7-27	7	笠松	4			3.0	230.0	2.0	3.0	110	1.0	9.0	170	4.0	1.0	140	3.0	3-8	560.0	3.0	3-9	650.0	4.0				3=>9	1920.0	9.0	1-3-9	740.0	2.0	3=>9=>1	5880.0	25.0		136249875.0	136298745.0	136927845.0			3-9	280	3.0	1-3	230	1.0	1-9	290	5.0
201247072704	ダ	右	1400	晴	良	12:45	サラ系C18組		2012-7-27	7	笠松	4			3.0	1900.0	5.0	3.0	220	3.0	2.0	300	5.0	8.0	440	7.0	2-3	6080.0	14.0	2-3	4960.0	12.0				3=>2	11310.0	26.0	2-3-8	18720.0	36.0	3=>2=>8	135060.0	183.0		126583794.0	12658374.0	21635874.0			2-3	1,060	11.0	3-8	1,770	18.0	2-8	1,430	14.0
201247072705	ダ	右	1400	晴	良	13:20	富美子さんバースデー		2012-7-27	7	笠松	4			4.0	330.0	2.0	4.0	100	1.0	1.0	100	2.0	2.0	110	3.0	1-4	250.0	1.0	1-4	250.0	1.0				4=>1	840.0	3.0	1-2-4	350.0	1.0	4=>1=>2	1760.0	4.0		2,4,(1,6),9,8,3,7,5	2,4,1,6,9,8,3,7=5	2,4,1,9,6,8,3,7=5			1-4	140	1.0	2-4	260	4.0	1-2	140	2.0
201247072706	ダ	右	1400	晴	良	13:55	サラ系C13・16組		2012-7-27	7	笠松	4			8.0	1050.0	6.0	8.0	510	6.0	1.0	180	2.0	2.0	680	7.0	1-8	1300.0	7.0	1-8	5300.0	16.0				8=>1	20570.0	47.0	1-2-8	27990.0	51.0	8=>1=>2	181520.0	302.0		782915436	782194536	(7,8),2,1,4,(5,9),3,6			1-8	1,970	15.0	2-8	4,360	25.0	1-2	2,020	18.0
201247072707	ダ	右	1400	晴	良	14:30	サラ系C12組		2012-7-27	7	笠松	4			3.0	730.0	2.0	3.0	170	2.0	6.0	320	5.0	1.0	180	4.0	3-6	3720.0	10.0	3-6	3100.0	9.0				3=>6	4990.0	16.0	1-3-6	4980.0	11.0	3=>6=>1	30820.0	65.0		67101395842	6,10,(1,7,3),9,5,8,4,2	6,3,10,1,7-9,5,8,4,2			3-6	920	9.0	1-3	720	8.0	1-6	1,280	11.0
201247072708	ダ	右	1400	晴	良	15:05	サラ系C15組特選		2012-7-27	7	笠松	4			3.0	230.0	2.0	3.0	120	2.0	7.0	110	1.0	9.0	350	7.0	3-7	210.0	1.0	3-7	190.0	1.0				3=>7	400.0	1.0	3-7-9	1810.0	6.0	3=>7=>9	4600.0	15.0		371864592.0	371894562.0	371895462.0			3-7	130	1.0	3-9	710	8.0	7-9	890	11.0
201247072709	ダ	右	1400	晴	良	15:40	飛騨牛カップ 		2012-7-27	7	笠松	4			3.0	490.0	3.0	3.0	300	6.0	9.0	470	7.0	6.0	290	5.0	3-8	2300.0	14.0	3-9	3770.0	18.0				3=>9	6080.0	32.0	3-6-9	8520.0	34.0	3=>9=>6	53340.0	197.0		56913427108.0	65943127108.0	69534121078.0			3-9	1,180	18.0	3-6	1,180	18.0	6-9	1,670	21.0
201247072710	ダ	右	1400	晴	良	16:15	サマーカップ	G	2012-7-27	7	笠松	4	(別定)		2.0	220.0	1.0	2.0	100	1.0	7.0	140	4.0	4.0	140	3.0	2-7	270.0	1.0	2-7	290.0	1.0				2=>7	490.0	1.0	2-4-7	410.0	1.0	2=>7=>4	1570.0	1.0		47103215869	47103285169	4,7,3,(2,10),5,8,1,6,9			2-7	170	1.0	2-4	240	2.0	4-7	290	5.0
201247081601	ダ	右	1400	曇	良	11:00	サラ系3歳9組		2012-8-16	8	笠松	3			2.0	220.0	1.0	2.0	130	2.0	6.0	150	3.0	3.0	150	4.0	2-6	370.0	1.0	2-6	460.0	3.0				2=>6	730.0	1.0	2-3-6	690.0	4.0	2=>6=>3	1700.0	4.0		236184759.0	236184759.0	236187549.0			2-6	210	3.0	2-3	350	6.0	3-6	250	5.0
201247081602	ダ	右	1400	曇	良	11:35	サラ系3歳8組		2012-8-16	8	笠松	3			3.0	220.0	2.0	3.0	110	2.0	4.0	350	5.0	8.0	100	1.0	3-4	2270.0	9.0	3-4	2760.0	8.0				3=>4	2940.0	9.0	3-4-8	580.0	3.0	3=>4=>8	8350.0	24.0		318729456.0	387219465.0	387214965.0			3-4	510	8.0	3-8	140	1.0	4-8	340	4.0
201247081603	ダ	右	1400	曇	良	12:10	サラ系3歳7組		2012-8-16	8	笠松	3			6.0	130.0	1.0	6.0	100	1.0	4.0	220	5.0	8.0	110	2.0	4-6	800.0	4.0	4-6	770.0	4.0				6=>4	1060.0	5.0	4-6-8	2370.0	9.0	6=>4=>8	6170.0	20.0		682153497.0	681235479.0	681435279.0			4-6	310	4.0	6-8	210	3.0	4-8	980	13.0
201247081604	ダ	右	1400	晴	良	12:45	サラ系C6組		2012-8-16	8	笠松	3			2.0	300.0	2.0	2.0	100	1.0	5.0	160	4.0	4.0	600	6.0	2-5	850.0	4.0	2-5	720.0	4.0				2=>5	1190.0	6.0	2-4-5	21120.0	25.0	2=>5=>4	52550.0	81.0		257891643.0	258746913.0	258467139.0			2-5	440	5.0	2-4	2,110	14.0	4-5	6,620	26.0
201247081605	ダ	右	1400	晴	良	13:20	サラ系C5組		2012-8-16	8	笠松	3			2.0	790.0	2.0	2.0	100	1.0	6.0	250	7.0	8.0	110	2.0	2-6	3290.0	9.0	2-6	3730.0	12.0				2=>6	5830.0	15.0	2-6-8	880.0	2.0	2=>6=>8	15800.0	45.0		562893417.0	568293147.0	856293147.0			2-6	740	11.0	2-8	200	1.0	6-8	500	6.0
201247081606	ダ	右	1400	晴	良	13:55	サラ系C4組		2012-8-16	8	笠松	3			1.0	140.0	1.0	1.0	100	1.0	5.0	100	2.0	6.0	190	4.0	1-5	130.0	1.0	1-5	150.0	1.0				1=>5	160.0	1.0	1-5-6	470.0	2.0	1=>5=>6	630.0	3.0		258693147	258619347	2,5,1,6,8,9,3,4=7			1-5	120	1.0	1-6	280	4.0	5-6	380	6.0
201247081607	ダ	右	1400	晴	良	14:30	サラ系B5・C3組		2012-8-16	8	笠松	3			8.0	140.0	1.0	8.0	100	1.0	3.0	110	2.0	6.0	110	3.0	3-8	310.0	2.0	3-8	390.0	2.0				8=>3	550.0	2.0	3-6-8	210.0	1.0	8=>3=>6	720.0	2.0		682713954.0	687231954.0	867321954.0			3-8	170	2.0	6-8	120	1.0	3-6	180	3.0
201247081608	ダ	右	1400	晴	良	15:05	サラ系B4組		2012-8-16	8	笠松	3			9.0	1060.0	4.0	9.0	170	3.0	5.0	140	2.0	6.0	180	4.0	5-8	260.0	1.0	5-9	1440.0	5.0				9=>5	3970.0	14.0	5-6-9	2920.0	10.0	9=>5=>6	16770.0	49.0		498162753.0	498162573.0	948156273.0			5-9	410	4.0	6-9	760	7.0	5-6	580	5.0
201247081609	ダ	右	1400	晴	良	15:40	サラ系C2組特選		2012-8-16	8	笠松	3			3.0	2020.0	5.0	3.0	230	5.0	9.0	100	1.0	6.0	140	3.0	3-8	1760.0	8.0	3-9	1540.0	5.0				3=>9	4390.0	14.0	3-6-9	1680.0	5.0	3=>9=>6	13220.0	42.0		739625841.0	379625814.0	379625814.0			3-9	660	8.0	3-6	1,040	13.0	6-9	170	1.0
201247081610	ダ	右	1400	晴	良	16:15	アカシア特別 		2012-8-16	8	笠松	3			7.0	780.0	3.0	7.0	260	4.0	3.0	160	2.0	1.0	970	7.0	3-7	1360.0	6.0	3-7	930.0	4.0				7=>3	4090.0	12.0	1-3-7	7770.0	17.0	7=>3=>1	48800.0	78.0		369815724.0	369815724.0	369175824.0			3-7	370	5.0	1-7	2,970	20.0	1-3	860	8.0
201247081701	ダ	右	800	晴	良	11:00	サラ系2歳2組		2012-8-17	8	笠松	4			9.0	1590.0	5.0	9.0	240	5.0	1.0	110	1.0	8.0	150	3.0	1-8	340.0	1.0	1-9	1500.0	7.0				9=>1	4690.0	15.0	1-8-9	2120.0	6.0	9=>1=>8	31370.0	72.0				193865274.0			1-9	460	7.0	8-9	630	9.0	1-8	260	3.0
201247081702	ダ	右	1400	晴	良	11:30	円葵ちゃん誕生日記念		2012-8-17	8	笠松	4			5.0	2020.0	5.0	5.0	190	3.0	9.0	120	1.0	2.0	1,600	9.0	5-8	690.0	4.0	5-9	780.0	4.0				5=>9	4560.0	12.0	2-5-9	7880.0	18.0	5=>9=>2	109390.0	151.0		982576431	9,8,2,5,7,6,4-3,1	9,2,5,6,4,7,8=3,1			5-9	390	4.0	2-5	6,610	27.0	2-9	3,150	22.0
201247081703	ダ	右	1400	晴	良	12:00	サラ系3歳11組		2012-8-17	8	笠松	4			6.0	150.0	1.0	6.0	100	1.0	1.0	120	2.0	2.0	230	6.0	1-6	190.0	1.0	1-6	180.0	1.0				6=>1	290.0	1.0	1-2-6	880.0	4.0	6=>1=>2	2040.0	7.0		625379841	625739814	6-2-5-7,1,3,9,8,4			1-6	150	1.0	2-6	370	6.0	1-2	660	12.0
201247081704	ダ	右	1400	晴	良	12:30	サラ系3歳10組		2012-8-17	8	笠松	4			9.0	600.0	3.0	9.0	100	1.0	8.0	100	3.0	7.0	100	2.0	7-8	230.0	1.0	8-9	410.0	2.0				9=>8	900.0	4.0	7-8-9	260.0	1.0	9=>8=>7	1900.0	5.0		49710283156.0	49782103156.0	49783102651.0			8-9	190	2.0	7-9	220	3.0	7-8	160	1.0
201247081705	ダ	右	1400	晴	良	13:00	サラ系C14・17組		2012-8-17	8	笠松	4			4.0	290.0	2.0	4.0	110	1.0	6.0	130	2.0	7.0	160	4.0	4-6	340.0	1.0	4-6	340.0	1.0				4=>6	640.0	2.0	4-6-7	360.0	1.0	4=>6=>7	1350.0	1.0		486937512.0	489637152.0	486937215.0			4-6	150	1.0	4-7	200	2.0	6-7	220	3.0
201247081706	ダ	右	1400	晴	良	13:30	サラ系C13組		2012-8-17	8	笠松	4			5.0	190.0	1.0	5.0	120	1.0	7.0	120	2.0	2.0	150	3.0	5-7	540.0	1.0	5-7	530.0	1.0				5=>7	690.0	1.0	2-5-7	1330.0	6.0	5=>7=>2	4060.0	9.0		258769431.0	258764931.0	258763491.0			5-7	180	1.0	2-5	480	8.0	2-7	680	12.0
