	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201253022006	ダ	右	1250	晴	稍重	14:00	C3七		2012-2-20	20	福山	4	(馬齢)		5	120	1	5.0	110	1.0	4.0	470	7.0	3.0	140	3.0	4-5	1460	5	5=>4	1370	5	3-4-5	1160	5	5=>4=>3	3580	10	684539172	684531927	(6,5),4,8,3,(1,9),2,7	5,(6,4),3,9,1,2,8,7														
201253022007	ダ	右	1250	晴	稍重	14:35	C3六		2012-2-20	20	福山	4	(馬齢)		7	850	4	7.0	480	5.0	4.0	1,000	8.0	3.0	140	2.0	4-7	41160	31	7=>4	51950	54	3-4-7	30120	45	7=>4=>3	369770	279	4,(7,8),(1,2,6),3,9,5	478162395	4,7-8,6,1,2,3,5,9	7,4,6,3,(8,1),2,5,9														
201253022008	ダ	右	1250	晴	稍重	15:10	C3五		2012-2-20	20	福山	4	(馬齢)		6	330	2	6.0	160	2.0	9.0	220	3.0	7.0	320	4.0	6-9	660	3	6=>9	1000	4	6-7-9	4090	12	6=>9=>7	6990	20	6,3,5,1,2,(4,7),8,9	635127489	6,3,5,(1,2),7,8,9,4	6,5,3,7,2,9,1,8-4														
201253022501	ダ	右	1250	曇	不良	11:10	「おはようモーニング		2012-2-25	21	福山	1	(馬齢)		6	150	1	6.0	100	1.0	9.0	200	5.0	8.0	110	2.0	6-9	1080	4	6=>9	1900	6	6-8-9	660	2	6=>9=>8	4150	13	9,(1,2),(6,8),3,4,(5,7)	(1,9),(6,2),8,4,3,(5,7)	9,1,(2,8),6,4,(3,5),7	1,(6,9),8,4,3,2,5,7														
201253022502	ダ	右	1250	曇	不良	11:40	C2二		2012-2-25	21	福山	1	(馬齢)		8	110	1	8.0	100	1.0	5.0	200	5.0	3.0	180	4.0	5-8	1050	4	8=>5	1400	5	3-5-8	910	2	8=>5=>3	3950	14	25183746	25183476	5,2,8,1,3,(4,7),6	(5,8),(1,3),2,4,7,6														
201253022503	ダ	右	1250	曇	不良	12:10	C3三		2012-2-25	21	福山	1	(馬齢)		8	370	2	8.0	130	3.0	3.0	110	2.0	7.0	100	1.0	3-8	510	3	8=>3	990	6	3-7-8	210	1	8=>3=>7	1500	6	1,(5,6,7),2,4,8,3	(1,6,7),(2,5),8,4,3	(1,6,7),(8,3),5,2,4	73186254														
201253022504	ダ	右	1250	曇	不良	12:40	C3二		2012-2-25	21	福山	1	(馬齢)		7	140	1	7.0	100	1.0	8.0	100	2.0	2.0	120	3.0	7-8	250	1	7=>8	260	1	2-7-8	180	1	7=>8=>2	480	1	48715362	48715632	87451623	7,8,5,4,6,1,2-3														
201253022505	ダ	右	1250	曇	不良	13:10	C3一		2012-2-25	21	福山	1	(馬齢)		8	110	1	8.0	100	1.0	5.0	100	2.0	7.0	240	6.0	5-8	120	1	8=>5	150	1	5-7-8	1310	4	8=>5=>7	1990	5	8,2,5,7,(3,4),1,6	82573416	8,2,5,7-3,1,4	8,5,2,7,3,1-4														
201253022506	ダ	右	1250	曇	不良	13:45	C2四		2012-2-25	21	福山	1	(馬齢)		5	2950	7	5.0	1,610	9.0	4.0	150	2.0	2.0	480	7.0	4-5	10330	22	5=>4	68930	60	2-4-5	31030	49	5=>4=>2	936580	408	1,6,3,8,(4,5),2,7,9	168354279	5,8,6,1,(3,4),2,9,7	5-4,(6,8),2,1,3,9,7														
201253022507	ダ	右	1250	曇	不良	14:20	佐々木記念京嘉		2012-2-25	21	福山	1	(馬齢)		6	380	2	6.0	120	1.0	10.0	170	3.0	8.0	130	2.0	6-10	870	3	6=>10	1950	5	6-8-10	830	2	6=>10=>8	5360	13	1,6,10,8,9,4,3,(5,7),2	1,6,8,10,3,(9,7),4,5,2	6,1,10,7,8,3,(9,5),4,2	6,10,8,7,5,3,9,(1,2),4														
201253022508	ダ	右	1250	曇	不良	14:55	岡山県馬事畜産振興協 		2012-2-25	21	福山	1	(別定)		3	540	2	3.0	180	3.0	1.0	120	1.0				1-3	170	1	3=>1	440	2	1-2-3	420	2	3=>1=>2	1940	6	243615	2,4,3,1,6-5	2,4,3,1,6-5	3,2,(4,1)-6-5														
201253022509	ダ	右	1800	曇	不良	15:30	鞆・町並ひな祭特別 		2012-2-25	21	福山	1	(別定)		7	140	1	7.0	100	1.0	6.0	120	3.0	5.0	110	2.0	6-7	190	1	7=>6	290	1	5-6-7	380	2	7=>6=>5	750	2	6,8,10,(2,7),5,(4,1),3	6,(8,10),7,2,5,(1,4,3)	6,7,(8,10,5),(4,3),2,1	6751043812														
201253022510	ダ	右	1600	曇	不良	16:10	アネモネ特別 		2012-2-25	21	福山	1	(馬齢)		9	550	3	9.0	160	3.0	8.0	110	1.0	5.0	470	7.0	8-9	650	2	9=>8	1680	5	5-8-9	4210	13	9=>8=>5	42670	104	5,6,8,1,7,(3,4,9),2	5,6,8,1,(7,9),(3,4,2)	5,8,9,6,1,(7,2),(3,4)	(5,8),9-1,2,(3,6),7,4														
201253022601	ダ	右	1250	晴	重	11:10	「おはようモーニング		2012-2-26	21	福山	2	(馬齢)		6	100	1	6.0	100	1.0	7.0	350	7.0	3.0	110	2.0	6-7	1150	5	6=>7	1320	4	3-6-7	930	5	6=>7=>3	3010	9	67481053921	67845310921	6,7,8,(4,3),5,9,10,2,1	67385491012														
201253022602	ダ	右	1250	晴	重	11:40	C1三		2012-2-26	21	福山	2	(馬齢)		6	2270	5	6.0	310	6.0	2.0	120	2.0	4.0	100	1.0	2-6	2170	9	6=>2	13120	30	2-4-6	1510	6	6=>2=>4	30780	84	5,8,3,(6,7),4,1,2-9	5,8,3,6,7,1,4,2-9	5,(8,6),3,4,7,1,2-9	6,5,4,3,1,2,8,7-9														
201253022603	ダ	右	1250	晴	重	12:10	C1二		2012-2-26	21	福山	2	(馬齢)		6	140	1	6.0	100	1.0	9.0	150	4.0	1.0	130	3.0	6-9	550	3	6=>9	970	4	1-6-9	390	2	6=>9=>1	1930	6	6,10,8,9,4,(1,3),2,7	6108943127	6,10,9,8,4,(3,1),2,7	6,9,10,1,4,3,2,7-8														
201253022604	ダ	右	1250	晴	重	12:40	C3五		2012-2-26	21	福山	2	(馬齢)		6	140	1	6.0	110	1.0	2.0	150	4.0	4.0	130	2.0	2-6	330	2	6=>2	400	2	2-4-6	470	1	6=>2=>4	1240	2	46725183	4,6,7,2,5,(1,8),3	4,6,2,7-5,(1,8,3)	(4,6),2-(1,7,5),3,8														
201253022605	ダ	右	1250	晴	重	13:10	C3四		2012-2-26	21	福山	2	(馬齢)		2	250	2	2.0	150	2.0	6.0	150	3.0	3.0	3,410	9.0	2-6	480	2	2=>6	940	4	2-3-6	15670	29	2=>6=>3	77650	129	6,7,2,(1,4),9,3,5,8	672149358	6,7,2,(3,4),1,(9,5),8	6,2,3,1,7,(4,9),5-8														
201253022606	ダ	右	1250	晴	重	13:45	3歳4　条件		2012-2-26	21	福山	2	(馬齢)		6	1090	4	6.0	180	4.0	7.0	110	1.0	8.0	190	5.0	6-7	810	4	6=>7	2690	11	6-7-8	5440	13	6=>7=>8	24270	58	765823419	765823941	7,6,2,8,5,3-9,4,1	7,6,2,8,3,5,9-4,1														
201253022607	ダ	右	1250	晴	重	14:20	3歳3　条件		2012-2-26	21	福山	2	(馬齢)		3	280	2	3.0	140	2.0	8.0	150	3.0	9.0	730	9.0	3-8	810	3	3=>8	1190	3	3-8-9	6920	22	3=>8=>9	17350	64	12387105964	12387510694	28137510964	8,2,3,5,9,7,(10,4),6-1														
201253022608	ダ	右	1250	晴	重	14:55	3歳2　条件		2012-2-26	21	福山	2	(馬齢)		5	120	1	5.0	110	1.0	8.0	110	2.0	3.0	240	6.0	5-8	270	1	5=>8	330	1	3-5-8	1710	6	5=>8=>3	4720	13	58164723	58164723	58164723	58617432														
201253022609	ダ	右	1600	晴	重	15:30	福山牝馬特別	G	2012-2-26	21	福山	2	牝(別定)		5	910	4	5.0	230	5.0	8.0	140	2.0	4.0	260	6.0	5-8	1360	4	5=>8	3340	13	4-5-8	3310	11	5=>8=>4	30040	77	56749310281	56479310281	56748109132	5,(4,7,8),6,9,10,1,2,3														
201253030401	ダ	右	1250	曇	重	11:10	「おはようモーニング		2012-3-4	21	福山	3	(馬齢)		8	910	2	8.0	170	3.0	2.0	100	1.0	9.0	300	7.0	2-8	630	3	8=>2	3270	8	2-8-9	1450	5	8=>2=>9	13150	36	29381104567	2,9,3,1,8,(4,10),5,6,7	2,9,(3,8),1,(4,10),5,7,6	2,(9,8),3,1,(4,7),5,10,6														
201253030402	ダ	右	1250	曇	重	11:40	C3三		2012-3-4	21	福山	3	(馬齢)		4	120	1	4.0	100	1.0	5.0	120	2.0	7.0	160	4.0	4-5	250	1	4=>5	310	1	4-5-7	510	2	4=>5=>7	1040	3	41637285	41367285	4,1,6,7,(3,2),5,8	4,6,1,(5,7),(3,2,8)														
201253030403	ダ	右	1250	曇	重	12:10	C3二		2012-3-4	21	福山	3	(馬齢)		6	960	3	6.0	150	4.0	9.0	100	1.0	8.0	110	2.0	6-9	830	4	6=>9	2290	10	6-8-9	420	1	6=>9=>8	3850	14	6,(8,9),2,(4,5),(1,3)	68294153	68924513	(6,9),8,2,4,5,(1,3)														
201253030404	ダ	右	1250	曇	重	12:40	C3一		2012-3-4	21	福山	3	(馬齢)		3	390	2	3.0	120	1.0	9.0	130	3.0	8.0	120	2.0	3-9	250	1	3=>9	380	1	3-8-9	170	1	3=>9=>8	670	1	8,9,3,6,(1,2,5),7,4	893615247	896351724	(8,9),6,3,5,7,1,4,2														
201253030405	ダ	右	1250	曇	重	13:10	C2四		2012-3-4	21	福山	3	(馬齢)		6	1470	4	6.0	330	8.0	1.0	130	2.0	8.0	100	1.0	1-6	2980	7	6=>1	8360	23	1-6-8	1040	2	6=>1=>8	19510	51	3,4,6,1,7,8,(2,5),9	341678592	(4,8),(3,6),1,7,9,5,2	843619752														
201253030406	ダ	右	1250	雨	重	13:45	C2三		2012-3-4	21	福山	3	(馬齢)		7	430	3	7.0	310	4.0	8.0	1,190	9.0	9.0	430	6.0	7-8	13410	26	7=>8	26620	41	7-8-9	36500	54	7=>8=>9	195860	235	10623417589	10621345789	(6,2),10,1,8,4,5,7,3,9	628147593														
201253030407	ダ	右	1250	雨	重	14:20	C2二		2012-3-4	21	福山	3	(馬齢)		3	340	1	3.0	150	2.0	9.0	230	5.0	7.0	170	3.0	3-9	2410	12	3=>9	3310	15	3-7-9	2310	10	3=>9=>7	15820	56	9,6,1,(7,8),2,(4,5),3	9,1,6,7,8,(2,4),5,3	9,1,(6,8),7,(2,4),3,5	913782465														
201253030408	ダ	右	1600	雨	重	14:55	3歳1　2　条件		2012-3-4	21	福山	3	(馬齢)		7	210	2	7.0	120	1.0	3.0	150	2.0				3-7	370	2	7=>3	700	2	3-5-7	270	1	7=>3=>5	1080	2	6,4,(2,7),(1,5),3	6,4-7,2,5,1,3	6473521	6743521														
201253030409	ダ	右	1600	雨	重	15:30	福山弥生賞	G	2012-3-4	21	福山	3	(馬齢)		9	850	4	9.0	250	4.0	5.0	460	5.0	7.0	180	2.0	5-9	7680	16	9=>5	16450	28	5-7-9	4370	13	9=>5=>7	63450	98	9,7,(5,6),3,(1,2),4	97563124	97563124	9,(5,7),3,6,4,1,2														
201253030410	ダ	右	1250	雨	不良	16:10	桃の花特別 		2012-3-4	21	福山	3	(馬齢)		6	290	2	6.0	100	2.0	8.0	100	1.0	7.0	120	3.0	6-8	420	1	6=>8	870	3	6-7-8	410	2	6=>8=>7	2360	10	4,6,8,9,(2,5),3,7,1	468925371	(4,6),8,9,7,(2,5),3,1	687492135														
201253030411	ダ	右	1250	雨	不良	16:50	すみれ特別 		2012-3-4	21	福山	3	(馬齢)		9	390	2	9.0	130	2.0	4.0	160	5.0	2.0	120	1.0	4-9	2570	10	9=>4	2420	9	2-4-9	950	4	9=>4=>2	8100	24	3,6,8,(1,7),9,4,5,2	3,6,7,1,8,4,9,5-2	3,6,9,(4,7),8,1,5,2	(3,9),4,6,7,2,(8,5),1														
201253030501	ダ	右	1250	雨	不良	11:20	「おはようモーニング		2012-3-5	21	福山	4	(馬齢)		5	1120	3	5.0	160	4.0	1.0	120	2.0	2.0	100	1.0	1-5	3610	7	5=>1	13700	16	1-2-5	280	1	5=>1=>2	15180	33	(1,6),7,8,2,3,5,4	1,6,7,8-2,5,3,4	16785234	1,6,7,5,8,2,(4,3)														
201253030502	ダ	右	1250	曇	不良	11:50	3歳4　条件		2012-3-5	21	福山	4	(馬齢)		3	150	1	3.0	120	1.0	6.0	200	4.0				3-6	250	1	3=>6	400	1	3-4-6	160	1	3=>6=>4	700	2	(3,6),(4,5),(1,2)	3,6,5,4,(1,2)	365412	364512														
201253030503	ダ	右	1250	曇	不良	12:20	3歳3　条件		2012-3-5	21	福山	4	(馬齢)		6	410	2										3-6	170	1	6=>3	690	3	2-3-6	370	2	6=>3=>2	1860	7	6432	6432	6432	6432														
201253030504	ダ	右	1250	曇	不良	12:50	C1三		2012-3-5	21	福山	4	(馬齢)		5	390	3	5.0	150	2.0	4.0	200	3.0				4-5	370	2	5=>4	840	5	3-4-5	920	4	5=>4=>3	4160	16	3471526	3471526	4,7,3,5,2,1-6	(4,5),3,7,2,1,6														
201253030505	ダ	右	1250	雨	不良	13:25	C1二		2012-3-5	21	福山	4	(馬齢)		3	430	3	3.0	200	2.0	1.0	210	3.0				1-3	1090	4	3=>1	2220	8	1-3-4	370	1	3=>1=>4	4330	17	2341657	2341657	2341675	2314675														
201253030506	ダ	右	1250	雨	不良	14:00	C1一		2012-3-5	21	福山	4	(馬齢)		8	590	4	8.0	300	4.0	6.0	670	5.0	5.0	190	3.0	6-8	2070	8	8=>6	4320	16	5-6-8	1200	4	8=>6=>5	10480	35	5,(6,8),4,3,2,7,1	58643217	5,8,6,(2,4),3,1,7	(5,8),6,(2,4),1,3-7														
201253030507	ダ	右	1600	雨	不良	14:35	B3二		2012-3-5	21	福山	4	(馬齢)		2	300	2	2.0	150	1.0	3.0	160	2.0				2-3	540	2	2=>3	1090	4	2-3-5	790	3	2=>3=>5	4090	16	3,4,6,(2,7),5,1	3426751	3,4,2,5,7,(6,1)	3425176														
201253030508	ダ	右	1600	雨	不良	15:10	B3一		2012-3-5	21	福山	4	(馬齢)		5	400	2	5.0	350	3.0	4.0	540	4.0				4-5	1090	5	5=>4	1450	7	2-4-5	3700	14	5=>4=>2	17300	60	1,3,5,4,7,6-2	1,3,5,4,7,6-2	1,(3,4),5,(7,6),2	4135672														
201253030509	ダ	右	1250	雨	不良	15:45	C3五		2012-3-5	21	福山	4	(馬齢)		8	330	3	8.0	120	1.0	5.0	180	3.0	7.0	2,530	9.0	5-8	900	4	8=>5	2430	9	5-7-8	26120	39	8=>5=>7	143900	206	879451236	8,(7,9),(4,5),1,2,3,6	8,5,(7,9),4,1,2,3,6	8-5,7,9,4,2,1,3-6														
201253031101	ダ	右	1250	晴	重	11:10	「おはようモーニング		2012-3-11	21	福山	5	(馬齢)		9	160	1	9.0	100	1.0	5.0	100	3.0	7.0	100	2.0	5-9	170	1	9=>5	370	1	5-7-9	190	1	9=>5=>7	680	1	158293764	152897364	(5,9),1,(2,8,7),6,3,4	(5,9),7,1,2,8,6,3,4														
201253031102	ダ	右	1250	曇	重	11:40	C3三		2012-3-11	21	福山	5	(馬齢)		1	910	2	1.0	100	2.0	8.0	180	5.0	5.0	100	1.0	1-8	2420	8	1=>8	6480	15	1-5-8	640	3	1=>8=>5	8450	28	1,(5,7),8,2,4,6	1,5,(8,7),2,4,6	1,5,(8,7),2,4,6	1587264														
201253031103	ダ	右	1250	雨	重	12:10	C3二		2012-3-11	21	福山	5	(馬齢)		2	610	3	2.0	120	1.0	8.0	120	3.0	9.0	260	5.0	2-8	610	3	2=>8	1220	6	2-8-9	3230	10	2=>8=>9	8740	31	479382615	479382615	4,(7,9),8,3,2,6,5,1	4,9,(8,7),2,(3,6),5,1														
201253031104	ダ	右	1250	雨	重	12:40	C2五		2012-3-11	21	福山	5	(馬齢)		1	240	1	1.0	150	4.0	8.0	100	1.0	4.0	100	2.0	1-8	450	1	1=>8	830	1	1-4-8	640	1	1=>8=>4	2660	5	1,6,(4,8),2,5,9,7,3	168425973	168425937	1,8,(4,6),2,(9,5),3,7														
201253031105	ダ	右	1250	曇	重	13:10	C2四		2012-3-11	21	福山	5	(馬齢)		1	1220	4	1.0	140	2.0	7.0	120	1.0	8.0	250	6.0	1-7	1720	7	1=>7	5060	20	1-7-8	18970	53	1=>7=>8	73940	193	157924386	157294386	157249386	1,7,(2,5),3,4,6,(9,8)														
201253031106	ダ	右	1250	曇	重	13:45	C2三		2012-3-11	21	福山	5	(馬齢)		8	990	5	8.0	280	5.0	7.0	170	2.0	3.0	510	7.0	7-8	1800	6	8=>7	6670	19	3-7-8	23040	36	8=>7=>3	160820	189	37821645	37826145	37826145	37826145														
201253031107	ダ	右	1250	曇	重	14:20	C2二		2012-3-11	21	福山	5	(馬齢)		1	500	3	1.0	210	2.0	2.0	250	5.0	9.0	240	4.0	1-2	820	3	1=>2	1810	6	1-2-9	1470	5	1=>2=>9	7800	22	8,9,1,(3,6),2,10,4,5,7	8,9,1,2,6,3,4,10-5,7	(8,9),1,2,(4,3,6,10)-5,7	(8,9,1),2,10,4,3,7,6,5														
201253031108	ダ	右	1250	曇	重	14:55	C2一		2012-3-11	21	福山	5	(馬齢)		3	220	1	3.0	110	1.0	1.0	120	2.0	5.0	230	5.0	1-3	470	2	3=>1	620	3	1-3-5	3870	12	3=>1=>5	11190	29	3,9,(1,4),8,5,7,6,10,2	39148576102	3,1,9,4,5,(8,7)-6,10,2	3,1,5,(4,7),10,9,6,2,8														
201253031109	ダ	右	1600	曇	重	15:30	アクアマリン賞 		2012-3-11	21	福山	5	(別定)		1	120	1	1.0	100	1.0	5.0	320	6.0	8.0	190	4.0	1-5	1290	5	1=>5	1650	7	1-5-8	2720	9	1=>5=>8	8130	27	3,8,9,1-5,6,4,(2,7)	381956472	381596274	3,(1,8),5-2,9,7,6,4														
201253031110	ダ	右	1600	曇	重	16:10	パンジー特別 		2012-3-11	21	福山	5	(馬齢)		1	220	1	1.0	100	1.0	6.0	150	3.0	8.0	320	6.0	1-6	390	2	1=>6	790	4	1-6-8	980	3	1=>6=>8	2730	10	4,8,1,6,7-5,(2,3)	4,8,1,6,7,5,(2,3)	(8,6),(4,1),7,5,(2,3)	6,1,8,4,5,7-(2,3)														
201253031201	ダ	右	1250	晴	重	11:20	「おはようモーニング		2012-3-12	21	福山	6	(馬齢)		9	420	3	9.0	140	3.0	6.0	400	7.0	5.0	110	1.0	6-9	4680	12	9=>6	9860	23	5-6-9	1830	7	9=>6=>5	24880	67	6,3,9,(1,4),8,5,2-7	3,6,9,1,8,4,2,5=7	3,6,9,1,(8,5),4,2=7	(3,6),9,1,5,4,2,8-7														
201253031202	ダ	右	1250	晴	重	11:50	3歳3　条件		2012-3-12	21	福山	6	(馬齢)		1	290	2	1.0	150	2.0	6.0	380	6.0	4.0	190	5.0	1-6	2740	12	1=>6	3840	20	1-4-6	4910	18	1=>6=>4	27370	97	1,8,6,5,3,2,(4,7)	18635247	1,8,6,(3,5,4),2,7	1,(8,6),5,4,3,7,2														
201253031203	ダ	右	1250	晴	重	12:20	3歳2　条件		2012-3-12	21	福山	6	(馬齢)		8	320	2	8.0	160	3.0	5.0	370	7.0	6.0	140	1.0	5-8	1940	8	8=>5	2660	9	5-6-8	5260	24	8=>5=>6	19940	64	251839647	251839647	2,5,1,(3,8,9),6,4,7	251839647														
201253031204	ダ	右	1250	晴	重	12:50	3歳1　条件		2012-3-12	21	福山	6	(馬齢)		3	100	1	3.0	100	1.0	1.0	120	2.0	4.0	130	3.0	1-3	320	2	3=>1	320	1	1-3-4	290	1	3=>1=>4	920	2	1,3,2,6,5,(8,9),4,7	1,3,2,6,(5,9),(4,8),7	1,3,2,(6,4),5,9,8,7	(1,3),4,2,6,5,8,9,7														
201253031205	ダ	右	1250	晴	重	13:25	C3五		2012-3-12	21	福山	6	(馬齢)		3	230	1	3.0	290	3.0	4.0	570	5.0	5.0	180	2.0	3-4	1890	8	3=>4	2120	9	3-4-5	1960	6	3=>4=>5	8910	26	397846152	397846152	397845612	374986512														
201253031206	ダ	右	1250	晴	重	14:00	C3四		2012-3-12	21	福山	6	(馬齢)		5	180	1	5.0	190	2.0	6.0	790	6.0	4.0	1,220	7.0	5-6	1250	3	5=>6	1530	5	4-5-6	6600	17	5=>6=>4	17160	49	894753612	894735612	8,9,5,4,7,3,6,(1,2)	(8,5),4,9,6,7,3,(1,2)														
201253031207	ダ	右	1250	晴	重	14:35	C1二		2012-3-12	21	福山	6	(馬齢)		3	270	1	3.0	150	2.0	8.0	970	8.0	2.0	190	3.0	3-8	3370	13	3=>8	3600	18	2-3-8	8800	28	3=>8=>2	36570	120	8,(4,9),1,3,2,5,7,6	8,(4,9),1,3,2,5,7,6	8,4,(9,3),1,2,5,7,6	8,3,9,4,1,(2,5),7,6														
201253031801	ダ	右	1250	曇	重	11:20	「おはようモーニング		2012-3-18	22	福山	1	(馬齢)		3	140	1	3.0	110	2.0	6.0	350	6.0	1.0	100	1.0	3-6	1620	7	3=>6	2200	8	1-3-6	1160	4	3=>6=>1	6700	22	235617849	235167849	235167849	(2,3),6,1,5,4,7,8,9														
201253031802	ダ	右	1250	曇	重	11:50	C3三		2012-3-18	22	福山	1	(馬齢)		8	320	2	8.0	110	3.0	4.0	100	1.0	3.0	100	2.0	4-8	330	2	8=>4	740	4	3-4-8	150	1	8=>4=>3	1100	4	1,4,(5,7),2,3,8,6	4,1,(5,7),2,3,8,6	45381726	48351267														
201253031803	ダ	右	1250	曇	重	12:20	C3二		2012-3-18	22	福山	1	(馬齢)		1	300	2	1.0	120	1.0	2.0	170	4.0	8.0	270	5.0	1-2	450	2	1=>2	590	1	1-2-8	830	2	1=>2=>8	2200	5	1,6,2,5,7,(4,8),3	1,6,2,5,7,4,8-3	1,(2,6),5,(4,8),7-3	1,2,5,6,8,4-7-3														
201253031804	ダ	右	1250	曇	重	12:50	C3一		2012-3-18	22	福山	1	(馬齢)		6	160	1	6.0	100	1.0	3.0	340	5.0	5.0	230	3.0	3-6	1090	4	6=>3	1120	5	3-5-6	1240	5	6=>3=>5	5180	19	38612457	38162457	38614257	(3,6),8,5,4,1,(7,2)														
201253031805	ダ	右	1250	曇	重	13:25	C2四		2012-3-18	22	福山	1	(馬齢)		8	1070	4	8.0	250	6.0	9.0	100	1.0	7.0	160	3.0	8-9	570	2	8=>9	1690	7	7-8-9	620	1	8=>9=>7	4890	16	2,3,9,(5,8),(1,4,7),6	2,3,(8,9),5,7,(1,4),6	(2,3,9),(8,7),(5,1),4,6	9,2,(3,8),7,1,5,4,6														
201253031806	ダ	右	1250	曇	重	14:00	C2三		2012-3-18	22	福山	1	(馬齢)		8	360	2	8.0	120	1.0	9.0	120	1.0	5.0	140	3.0	8-9	950	4	8=>9	1370	4	5-8-9	530	1	8=>9=>5	3470	8	895263174	895623174	895237641	(8,9),5,2,7,3,6,4,1														
201253031807	ダ	右	1250	曇	重	14:35	C2二		2012-3-18	22	福山	1	(馬齢)		7	540	3	7.0	140	2.0	8.0	310	4.0	3.0	340	5.0	7-8	2590	11	7=>8	5130	19	3-7-8	6580	22	7=>8=>3	46730	130	2,3,4,1,6,(7,5,8),9	2,3,1,(4,6),7,8,5,9	2,3,1,(7,4),8,6,5,9	2,3,(7,1,8),4,9,6,5														
201253031808	ダ	右	1600	曇	重	15:10	B3		2012-3-18	22	福山	1	(馬齢)		4	410	3	4.0	190	2.0	2.0	700	6.0				2-4	2770	9	4=>2	3910	16	1-2-4	1260	5	4=>2=>1	14970	44	2,4,1,6,(3,7),5	2416375	2,4,1,6,(3,7),5	2,4,1,6,3,(7,5)														
201253031809	ダ	右	1250	曇	重	15:45	春うらら特別 		2012-3-18	22	福山	1	(馬齢)		4	160	1	4.0	130	1.0	7.0	290	6.0	2.0	160	3.0	4-7	1060	5	4=>7	1510	7	2-4-7	1530	7	4=>7=>2	4850	16	417296358	4,1,7,2,6,9,3-5-8	4,1,7,2,6,3,9,5-8	4,7,2,1,3,6,9,5-8														
201253031901	ダ	右	1250	晴	重	11:20	「おはようモーニング		2012-3-19	22	福山	2	(馬齢)		5	150	1	5.0	100	1.0	6.0	100	2.0	3.0	280	6.0	5-6	200	1	5=>6	280	1	3-5-6	540	3	5=>6=>3	1680	4	1,6,(4,5),2,3,8,7	16542378	16537842	(6,5),1,(7,3),8,4,2														
201253031902	ダ	右	1250	晴	重	11:50	C1三		2012-3-19	22	福山	2	(馬齢)		7	150	1	7.0	100	1.0	4.0	150	3.0				4-7	390	2	7=>4	620	1	2-4-7	300	1	7=>4=>2	1110	1	7,(3,6),4,2,5-1	7,(3,6),4,2-5-1	7,3,(6,4),2,5-1	7,4,3,2,6,5=1														
201253031903	ダ	右	1250	晴	重	12:20	C1二		2012-3-19	22	福山	2	(馬齢)		7	190	1	7.0	120	1.0	5.0	140	2.0				5-7	270	1	7=>5	500	1	1-5-7	280	1	7=>5=>1	890	1	7451632	7546132	7546132	(7,5),4,6,1,(2,3)														
201253031904	ダ	右	1250	晴	重	12:50	C1一		2012-3-19	22	福山	2	(馬齢)		2	320	3	2.0	190	2.0	1.0	210	3.0				1-2	310	2	2=>1	820	3	1-2-8	180	1	2=>1=>8	1300	3	1,(3,2),4,8,7,5	1234875	1234875	1238745														
201253031905	ダ	右	1250	晴	重	13:20	3歳4　条件		2012-3-19	22	福山	2	(馬齢)		2	3350	5	2.0	530	5.0	6.0	160	2.0				2-6	2740	8	2=>6	7640	17	1-2-6	990	3	2=>6=>1	17890	40	6,5,3,7,2,(1,4)	6537214	6,5,3,2,1,7-4	6,2,3,1,5-7-4														
201253031906	ダ	右	1250	晴	重	13:55	3歳3　条件		2012-3-19	22	福山	2	(馬齢)		6	240	1	6.0	120	1.0	7.0	1,170	7.0				6-7	1650	7	6=>7	2100	10	1-6-7	2630	10	6=>7=>1	12000	42	1235746	1,2,3,5,7,(4,6)	1,(2,3),5,7,6,4	1,(3,6),5,7,(2,4)														
201253031907	ダ	右	1250	晴	重	14:30	C3六		2012-3-19	22	福山	2	(馬齢)		1	180	1	1.0	110	2.0	2.0	120	3.0	7.0	100	1.0	1-2	580	2	1=>2	870	4	1-2-7	190	1	1=>2=>7	2000	5	1,7,(5,8),2,(3,4),6	17528346	1,7,5,2,3,8,(4,6)	1,7,5,2-3,(8,4,6)														
201253031908	ダ	右	1600	晴	重	15:05	3歳2　条件		2012-3-19	22	福山	2	(馬齢)		7	180	1	7.0	120	1.0	2.0	660	5.0				2-7	1010	5	7=>2	1510	6	1-2-7	1040	5	7=>2=>1	4150	16	1,2,3,4,6,(5,7)	1243675	(1,2),7,(3,6,4),5	(2,7),1,4,6,3,5														
