	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201230051602	ダ	右	1700	曇	稍重	15:25	3歳条件　未勝利		2012-5-16	2	門別	3	(馬齢)		4.0	480.0	3.0	4.0	150	3.0	1.0	220	4.0	10.0	130	1.0	1-4	3320.0	21.0	1-4	4160.0	19.0	4=>1	6440.0	32.0	1-4-10	2820.0	12.0	4=>1=>10	31070.0	136.0	2,3,(4,6,7),5,(1,9,10),8	23465710198	(2,3,4)-(5,6),10,(1,8),7,9	4,3,2-6,5,10,1,8-7,9											
201230051603	ダ	右	1200	曇	稍重	15:55	C4　ー2組		2012-5-16	2	門別	3	80万円以下	(馬齢)	8.0	340.0	2.0	8.0	100	1.0	6.0	110	2.0	5.0	140	4.0	6-8	210.0	1.0	6-8	310.0	1.0	8=>6	610.0	1.0	5-6-8	1420.0	5.0	8=>6=>5	5530.0	17.0			(1,8),4,(6,9),3,5,7	8,1,4,9,6,(3,5),7											
201230051604	ダ	右	1000	曇	稍重	16:25	3歳条件　未勝利		2012-5-16	2	門別	3	(馬齢)		3.0	170.0	1.0	3.0	100	1.0	7.0	170	3.0	5.0	570	8.0	3-6	230.0	1.0	3-7	290.0	1.0	3=>7	540.0	1.0	3-5-7	2910.0	11.0	3=>7=>5	7180.0	25.0			7,12,(5,6),3,8,9,11,(2,4,10),1	7,12,5,(3,6),9,8,(2,4),(10,11),1											
201230051605	ダ	右	1200	曇	稍重	16:55	JRA認定フレッシュ		2012-5-16	2	門別	3	(馬齢)		9.0	320.0	2.0	9.0	150	2.0	1.0	200	4.0	5.0	330	5.0	1-8	1420.0	6.0	1-9	1760.0	7.0	9=>1	2670.0	11.0	1-5-9	3810.0	13.0	9=>1=>5	23310.0	58.0			(1,3),5,9,4,6,8,(2,7)	(1,3,5),9,4,6-8,(2,7)											
201230051606	ダ	右	1200	曇	稍重	17:25	JRA認定フレッシュ		2012-5-16	2	門別	3	(馬齢)		5.0	270.0	2.0	5.0	100	1.0	8.0	100	2.0				5-8	190.0	1.0	5-8	280.0	1.0	5=>8	660.0	3.0	5-7-8	2840.0	10.0	5=>8=>7	8910.0	29.0			8,5,7,(1,9),4,6	8,5,7,1,9,(4,6)											
201230051607	ダ	右	1000	曇	稍重	18:00	C4　ー1組		2012-5-16	2	門別	3	80万円以下	(馬齢)	7.0	180.0	1.0	7.0	120	1.0	6.0	120	2.0	5.0	200	4.0				6-7	320.0	1.0	7=>6	540.0	1.0	5-6-7	1250.0	4.0	7=>6=>5	3000.0	10.0			(6,7),(3,8),(2,5),1,4	(6,7),(3,8),1,(2,5),4											
201230051608	ダ	右	1000	曇	稍重	18:30	JRA認定アタックチ		2012-5-16	2	門別	3	(馬齢)		9.0	120.0	1.0	9.0	100	1.0	3.0	380	6.0	2.0	270	4.0	3-7	1460.0	6.0	3-9	1180.0	7.0	9=>3	930.0	6.0	2-3-9	2540.0	10.0	9=>3=>2	6610.0	20.0			(3,5,9),(10,11),7,1,2,4,6=8	(3,5,9),(10,11),1,(7,2),4,6=8											
201230051609	ダ	右	1200	雨	稍重	19:00	C4　ー1組		2012-5-16	2	門別	3	80万円以下	(馬齢)	6.0	280.0	1.0	6.0	110	1.0	1.0	120	2.0	8.0	260	6.0	1-6	420.0	1.0	1-6	530.0	2.0	6=>1	840.0	1.0	1-6-8	1190.0	2.0	6=>1=>8	4560.0	8.0			1,6,7,10,(2,4,9),8,3,5	1,6,7,(2,10),4,8,(3,9),5											
201230051610	ダ	右	1700	雨	稍重	19:30	山法師特別 		2012-5-16	2	門別	3	120万円以下	(馬齢)	10.0	1160.0	4.0	10.0	160	4.0	4.0	120	2.0	8.0	100	1.0	4-8	1720.0	8.0	4-10	2920.0	9.0	10=>4	5920.0	16.0	4-8-10	790.0	3.0	10=>4=>8	13360.0	42.0	1,3,5,2,(6,8,10),9,(4,7)	1,3,5,2,8,(6,10),9,(4,7)	1,(5,8),10,(3,6),9,2,7,4	1,(5,8,10),9,6,(4,7),3,2											
201230051701	ダ	右	1200	晴	稍重	14:45	C4　ー4組		2012-5-17	2	門別	4	80万円以下	(馬齢)	2.0	2090.0	5.0	2.0	400	5.0	5.0	100	1.0							2-5	650.0	4.0	2=>5	3730.0	10.0	2-3-5	1020.0	5.0	2=>5=>3	12980.0	33.0			2,(4,6,7),1,(3,5)	2,(4,7),(1,6),(3,5)											
201230051702	ダ	右	1000	晴	稍重	15:15	3歳条件　未勝利		2012-5-17	2	門別	4	(馬齢)		2.0	190.0	1.0	2.0	120	2.0	8.0	100	1.0	4.0	180	5.0	2-7	180.0	1.0	2-8	230.0	1.0	2=>8	390.0	1.0	2-4-8	610.0	2.0	2=>8=>4	1800.0	3.0			(4,7),(2,1),8,6,(10,9),(3,5)	(4,7),2,1,8,6-(3,10),(9,5)											
201230051703	ダ	右	1200	晴	稍重	15:45	3歳条件　未勝利		2012-5-17	2	門別	4	(馬齢)		9.0	3040.0	6.0	9.0	830	10.0	12.0	140	2.0	3.0	710	8.0	7-8	2880.0	11.0	9-12	5520.0	18.0	9=>12	29600.0	53.0	3-9-12	61610.0	91.0	9=>12=>3	290950.0	474.0			(7,12),10,9,3,(2,11),(6,5,8),4,1	(7,12),10,(9,3),2,8,11,5,(6,4),1											
201230051704	ダ	右	1200	晴	稍重	16:20	C4　ー3組		2012-5-17	2	門別	4	80万円以下	(馬齢)	2.0	130.0	1.0	2.0	100	1.0	1.0	150	4.0	5.0	120	2.0	1-2	430.0	2.0	1-2	460.0	3.0	2=>1	410.0	1.0	1-2-5	530.0	1.0	2=>1=>5	1280.0	1.0			(1,2),7,5,8,12,4,9,(3,11,6),10	(1,2),7,5,8,12,6,4,9,3,11,10											
201230051705	ダ	右	1700	晴	稍重	16:55	JRA認定フレッシュ		2012-5-17	2	門別	4	(馬齢)		4.0	380.0	3.0	4.0	140	2.0	1.0	280	5.0	8.0	170	4.0	1-4	1260.0	7.0	1-4	1220.0	6.0	4=>1	2000.0	11.0	1-4-8	1940.0	7.0	4=>1=>8	9480.0	32.0	(1,3,6,9,7,8),4,2,5	(3,7),8,6,1,9,4,(2,5)	(3,7,8),1,4,9,2,(6,5)	(1,3,8),(7,4),9,(2,5),6											
201230051706	ダ	右	1000	晴	稍重	17:25	JRA認定フレッシュ		2012-5-17	2	門別	4	(馬齢)		2.0	550.0	3.0	2.0	160	2.0	9.0	170	4.0	3.0	570	7.0	2-7	1250.0	7.0	2-9	1140.0	6.0	2=>9	1650.0	8.0	2-3-9	8010.0	23.0	2=>9=>3	23700.0	76.0			3,6,8,(2,9,10),5,11,1,(4,7)	3,(6,8,10),(2,9),5,11,1,(4,7)											
201230051707	ダ	右	1200	晴	稍重	18:00	JRA認定アタックチ		2012-5-17	2	門別	4	(馬齢)		8.0	140.0	1.0	8.0	120	1.0	1.0	1,060	6.0				1-8	3150.0	9.0	1-8	3490.0	9.0	8=>1	3150.0	10.0	1-2-8	3400.0	11.0	8=>1=>2	20270.0	46.0			(2,5,6,7),8,1,9	(2,5),6,7,8-1,9											
201230051708	ダ	右	1700	晴	稍重	18:30	芍薬特別 		2012-5-17	2	門別	4	80万円以下	(馬齢)	2.0	150.0	1.0	2.0	100	1.0	3.0	110	2.0	8.0	140	4.0				2-3	240.0	1.0	2=>3	340.0	1.0	2-3-8	500.0	2.0	2=>3=>8	1240.0	2.0	3,(2,5),7,(1,6),8,4	3,(2,5),(1,6,7),8,4	3,2,6,(5,7),1,8,4	3,2,(5,6,7),(1,8),4											
201230051709	ダ	右	1200	晴	稍重	19:00	3歳条件　4ー1組		2012-5-17	2	門別	4	100万円以下	(馬齢)	12.0	300.0	2.0	12.0	170	2.0	3.0	200	4.0	5.0	330	5.0	3-8	1980.0	8.0	3-12	1610.0	7.0	12=>3	2250.0	8.0	3-5-12	6110.0	22.0	12=>3=>5	29520.0	82.0			(3,10),(8,11),5,(9,12),6,1,4,7-2	3,10,(5,8,11),12,(1,9),6,(4,7)-2											
201230051710	ダ	右	1200	晴	稍重	19:30	白丁花特別 		2012-5-17	2	門別	4	120万円以下	(馬齢)	10.0	140.0	1.0	10.0	110	1.0	11.0	190	4.0	9.0	140	3.0	7-8	440.0	3.0	10-11	690.0	3.0	10=>11	820.0	3.0	9-10-11	890.0	3.0	10=>11=>9	3080.0	6.0			(10,11),12,(1,4),(2,7,9),8,(5,6),3	(10,11),12,2,(1,4),9,7,8,(5,6),3											
201230051711	ダ	右	1800	晴	稍重	20:00	ひなげし特別 		2012-5-17	2	門別	4	600万円以下	(別定)	8.0	170.0	1.0	8.0	140	2.0	2.0	680	8.0	3.0	140	3.0	2-7	7800.0	15.0	2-8	10670.0	23.0	8=>2	15660.0	35.0	2-3-8	7690.0	21.0	8=>2=>3	55370.0	132.0	3,8,(4,9),(1,6),11,2,5,(7,10)	3,8,9,4,6,1,(2,11),5,7,10	3,(8,9),4,(2,1,6),(7,5),11,10	3,(8,9),4,2,1,(7,5,6),11,10											
201230051712	ダ	右	1200	晴	稍重	20:35	エトワール賞〔H3〕	G	2012-5-17	2	門別	4	(別定)		3.0	420.0	2.0	3.0	170	3.0	2.0	160	1.0	10.0	820	11.0	2-3	1400.0	6.0	2-3	1240.0	5.0	3=>2	2690.0	10.0	2-3-10	21480.0	68.0	3=>2=>10	71820.0	220.0			(7,5,10),(2,4,3,6),11,1,(8,9,12)	7,(5,10),2,(3,6),11,(4,1,12),(8,9)											
201230052301	ダ	右	1000	曇	良	14:55	C4　ー3組		2012-5-23	3	門別	1	80万円以下	(馬齢)	5.0	280.0	2.0	5.0	120	2.0	4.0	110	1.0							4-5	200.0	1.0	5=>4	450.0	2.0	1-4-5	470.0	3.0	5=>4=>1	2210.0	8.0			1234657	1,2,(3,4),5,6,7											
201230052302	ダ	右	1200	曇	良	15:25	C4　ー4組		2012-5-23	3	門別	1	80万円以下	(馬齢)	7.0	680.0	2.0	7.0	140	2.0	8.0	100	1.0	3.0	400	7.0	7-8	240.0	1.0	7-8	260.0	1.0	7=>8	750.0	3.0	3-7-8	1290.0	4.0	7=>8=>3	6170.0	20.0			7,8,(3,9),(1,2),6,5,4	7,8,3,(1,2,9),6,5,4											
201230052303	ダ	右	1000	曇	良	15:55	3歳条件　未勝利		2012-5-23	3	門別	1	(馬齢)		11.0	190.0	1.0	11.0	130	1.0	2.0	470	9.0	1.0	190	3.0	2-8	2810.0	10.0	2-11	5230.0	15.0	11=>2	4090.0	14.0	1-2-11	4090.0	12.0	11=>2=>1	37480.0	104.0			2,11,10,1,8,(6,7),9,5,3,4	2,11,(1,10),6,7,8,(3,9,5),4											
201230052304	ダ	右	1000	曇	良	16:25	2歳　未勝利		2012-5-23	3	門別	1	(馬齢)		2.0	240.0	1.0	2.0	130	2.0	4.0	130	3.0	3.0	120	1.0	2-4	560.0	3.0	2-4	530.0	2.0	2=>4	1760.0	9.0	2-3-4	590.0	1.0	2=>4=>3	2880.0	6.0			(2,3,4),7,1,8,(5,9),(6,11),10	2,(3,4),7,1,8,5,(10,6,9),11											
201230052305	ダ	右	1700	曇	良	16:55	C4　ー3組		2012-5-23	3	門別	1	80万円以下	(別定)	4.0	310.0	2.0	4.0	160	2.0	9.0	910	9.0	8.0	470	8.0	4-7	4500.0	15.0	4-9	18260.0	31.0	4=>9	32620.0	46.0	4-8-9	225390.0	101.0	4=>9=>8	803220.0	507.0	4,5,9,3,6,(8,7),11,(2,10)	4,5,9,3,6,(8,7),11,2,10	4,(5,9),3,(8,6),7,11,2,10	4,9,3,5,8,7,6-(11,2),10											
201230052306	ダ	右	1000	曇	良	17:25	JRA認定フレッシュ		2012-5-23	3	門別	1	(馬齢)		4.0	150.0	1.0	4.0	140	1.0	1.0	230	5.0	2.0	180	4.0	1-4	1950.0	7.0	1-4	2060.0	7.0	4=>1	2760.0	12.0	1-2-4	1340.0	3.0	4=>1=>2	9620.0	24.0			5,2,9,(1,4,10,11),8,3,7,6	(2,5),(1,4),(9,11),8,(3,10),(6,7)											
201230052307	ダ	右	1200	曇	良	18:00	C3　ー1組		2012-5-23	3	門別	1	120万円以下	(別定)	10.0	180.0	1.0	10.0	170	2.0	4.0	1,270	6.0	7.0	230	3.0	4-8	4570.0	9.0	4-10	4200.0	11.0	10=>4	3800.0	11.0	4-7-10	6230.0	19.0	10=>4=>7	36990.0	88.0			4,10,2,5,(8,7),6,(1,9),3,11	4,10,2,(5,7),(1,6),9,8,3,11											
201230052308	ダ	右	1700	曇	良	18:30	3歳条件　オープン		2012-5-23	3	門別	1	(別定)		2.0	220.0	1.0	2.0	100	1.0	10.0	950	8.0	4.0	370	6.0	2-8	2080.0	8.0	2-10	6700.0	23.0	2=>10	8880.0	31.0	2-4-10	23180.0	54.0	2=>10=>4	80890.0	236.0	10,2,(5,4,6),3,(7,8),1,9	10,2,5,(4,6),3,(7,8),1,9	(10,2),5,(6,8),3,4,(1,9),7	(10,2),5,(3,4,6,8),1,9,7											
201230052309	ダ	右	1200	曇	良	19:00	アルキバ特別 		2012-5-23	3	門別	1	160万円以下	(馬齢)	9.0	160.0	1.0	9.0	100	1.0	1.0	150	3.0	4.0	150	5.0	1-8	480.0	2.0	1-9	550.0	2.0	9=>1	820.0	3.0	1-4-9	1500.0	5.0	9=>1=>4	4470.0	14.0			1,9,(2,4,10,5),7,3,8	(1,9),(10,5),4,(2,7),(3,8)											
201230052401	ダ	右	1700	晴	良	15:25	3歳条件　4ー1組		2012-5-24	3	門別	2	100万円以下	(馬齢)	5.0	210.0	2.0	5.0	120	1.0	6.0	170	3.0							5-6	570.0	3.0	5=>6	510.0	2.0	3-5-6	780.0	3.0	5=>6=>3	1730.0	8.0	5,6,(2,1),3	5,6,(2,1),3	5,6,1-3,2	5,6,1,3-2											
201230052402	ダ	右	1000	晴	良	15:55	C4　ー4組		2012-5-24	3	門別	2	80万円以下	(馬齢)	7.0	120.0	1.0	7.0	120	1.0	1.0	180	4.0							1-7	370.0	4.0	7=>1	400.0	3.0	1-3-7	350.0	2.0	7=>1=>3	1580.0	5.0			1,3,7,2,5-6	1,(3,7),2,5-6											
201230052403	ダ	右	1200	晴	良	16:25	3歳条件　未勝利		2012-5-24	3	門別	2	(馬齢)		5.0	540.0	3.0	5.0	120	2.0	1.0	100	1.0	8.0	120	3.0	1-5	490.0	2.0	1-5	420.0	2.0	5=>1	800.0	4.0	1-5-8	340.0	1.0	5=>1=>8	2660.0	6.0			(1,5,8),(4,6,7),3,9,2,10	(1,5,8),(4,7),6,3,(2,9),10											
201230052404	ダ	右	1700	晴	良	16:55	C4　ー2組		2012-5-24	3	門別	2	80万円以下	(馬齢)	5.0	320.0	2.0	5.0	140	2.0	3.0	370	5.0	7.0	250	4.0	3-5	2400.0	8.0	3-5	4160.0	11.0	5=>3	7700.0	17.0	3-5-7	6970.0	17.0	5=>3=>7	38260.0	76.0	7,3,(1,5),2,6,4,8,9	7,3,(1,5),2,6,4,8,9	7,3,5,1,(4,6,8),2,9	7,3,5,1,8,(2,4),(6,9)											
201230052405	ダ	右	1000	晴	良	17:25	C4　ー2組		2012-5-24	3	門別	2	80万円以下	(馬齢)	6.0	150.0	1.0	6.0	110	1.0	7.0	130	2.0	10.0	190	5.0	6-7	360.0	1.0	6-7	390.0	1.0	6=>7	700.0	1.0	6-7-10	970.0	3.0	6=>7=>10	2130.0	1.0			7,6,(5,9,10),3,(2,4),(1,8)	7,(6,5,10),9,3,2,(1,4),8											
201230052406	ダ	右	1200	晴	良	18:00	JRA認定フレッシュ		2012-5-24	3	門別	2	(馬齢)		5.0	310.0	2.0	5.0	110	2.0	3.0	270	8.0	2.0	100	1.0	3-5	2910.0	10.0	3-5	4630.0	10.0	5=>3	2700.0	9.0	2-3-5	770.0	4.0	5=>3=>2	8090.0	22.0			3,(4,5),1,(7,6),2,8,9	3,(1,4,5),2,6,(7,8),9											
201230052407	ダ	右	1200	晴	良	18:30	3歳条件　4ー1組		2012-5-24	3	門別	2	100万円以下	(馬齢)	4.0	260.0	1.0	4.0	140	3.0	7.0	290	5.0	9.0	100	1.0	4-7	4090.0	10.0	4-7	3600.0	10.0	4=>7	5670.0	18.0	4-7-9	1910.0	5.0	4=>7=>9	9550.0	27.0			(1,4),(5,9,10),(7,3),8,2,6	(1,4),(9,10),(7,5),3-8,2-6											
201230052408	ダ	右	1200	晴	良	19:00	C2　ー2組		2012-5-24	3	門別	2	160万円以下	(馬齢)	5.0	670.0	2.0	5.0	150	2.0	8.0	190	4.0	9.0	100	1.0	5-6	2750.0	8.0	5-8	2970.0	11.0	5=>8	6910.0	23.0	5-8-9	1420.0	5.0	5=>8=>9	14740.0	48.0			8,(6,11),(1,5),4,10,3,(2,9),(7,12)	8,6,(11,5),1,4,2,10,3,9,7,12											
201230052409	ダ	右	1700	晴	良	19:30	風鈴草特別 		2012-5-24	3	門別	2	160万円以下	(馬齢)	8.0	130.0	1.0	8.0	110	1.0	6.0	1,280	6.0							6-8	2060.0	7.0	8=>6	2400.0	5.0	1-6-8	1120.0	3.0	8=>6=>1	6920.0	18.0	6,4,7,(1,8),3	6,4,7,(1,8),3	647813	6,4,(7,8),1,3											
201230052410	ダ	右	1200	晴	良	20:00	北斗市きじひき高原特 		2012-5-24	3	門別	2	250万円以下	(別定)	2.0	940.0	4.0	2.0	340	4.0	8.0	170	3.0	6.0	170	2.0	2-6	1460.0	6.0	2-8	1820.0	6.0	2=>8	5750.0	17.0	2-6-8	2980.0	9.0	2=>8=>6	22120.0	60.0			8,6,(2,7),(3,12),10,(9,5),1,11,4	8,6,2,(3,7),10,(9,12),11,(1,5),4											
201230052411	ダ	右	1700	晴	良	20:35	スクリーンヒーロー賞 		2012-5-24	3	門別	2	200万円以下	(馬齢)	1.0	310.0	2.0	1.0	150	2.0	12.0	2,140	11.0	10.0	260	4.0	1-8	3990.0	13.0	1-12	12280.0	23.0	1=>12	20010.0	46.0	1-10-12	26140.0	59.0	1=>12=>10	246820.0	396.0	6,(2,7),3,(1,11),4,9,(5,8),10,12	6,7,(2,3),(1,11),(4,9),5,8,10,12	7,11,(3,4,9),2,1,6,5,8,12,10	7,(2,11,4),(3,1,9),(5,12),8,10,6											
201230053001	ダ	右	1000	晴	良	14:55	3歳条件　未勝利		2012-5-30	3	門別	3	(馬齢)		5.0	140.0	1.0	5.0	130	1.0	1.0	500	7.0	4.0	390	5.0	1-5	2680.0	8.0	1-5	2810.0	9.0	5=>1	3030.0	10.0	1-4-5	10030.0	24.0	5=>1=>4	35510.0	92.0			5,(2,8),12,1,3,6,4,7,10,(9,11)	5,2,1,8,12,(3,4),6,7,(10,11),9											
201230053002	ダ	右	1200	晴	良	15:25	C4　ー3組		2012-5-30	3	門別	3	80万円以下	(馬齢)	10.0	130.0	1.0	10.0	110	1.0	12.0	180	4.0	5.0	110	2.0	7-8	640.0	5.0	10-12	510.0	2.0	10=>12	720.0	2.0	5-10-12	830.0	1.0	10=>12=>5	2580.0	3.0			10,12,6,(8,5),2,9,4,1,(3,11),7	10,12,(6,8,5)-(2,9),(1,4),(3,11),7											
201230053003	ダ	右	1200	晴	良	15:55	2歳　未勝利		2012-5-30	3	門別	3	(馬齢)		5.0	440.0	2.0	5.0	150	3.0	6.0	130	1.0	1.0	210	5.0	5-5	510.0	4.0	5-6	410.0	1.0	5=>6	1020.0	3.0	1-5-6	760.0	2.0	5=>6=>1	3060.0	7.0			(1,6),(5,11),(2,10),(4,3,12,9),8	(1,6),(2,5,11),3,(4,10),9,12,8											
201230053004	ダ	右	1200	晴	良	16:25	JRA認定フレッシュ		2012-5-30	3	門別	3	(馬齢)		7.0	200.0	1.0	7.0	120	1.0	9.0	120	2.0	2.0	340	6.0	7-8	530.0	4.0	7-9	320.0	1.0	7=>9	500.0	1.0	2-7-9	1520.0	5.0	7=>9=>2	3480.0	10.0			1,(10,9),7,(2,8),(4,6),3,5	1,(10,9),(2,7),8-4,6,3,5											
201230053005	ダ	右	1200	晴	良	16:55	JRA認定フレッシュ		2012-5-30	3	門別	3	(馬齢)		1.0	290.0	2.0	1.0	150	2.0	8.0	300	5.0	6.0	1,180	8.0	1-8	340.0	2.0	1-8	1960.0	8.0	1=>8	2540.0	11.0	1-6-8	20170.0	41.0	1=>8=>6	49420.0	115.0			(1,2,9),8,(3,4,5),6,7	1,(2,9,8),3,(4,5,6)-7											
201230053006	ダ	右	1200	晴	良	17:25	判官館森林公園賞		2012-5-30	3	門別	3	80万円以下	(馬齢)	6.0	110.0	1.0	6.0	100	1.0	3.0	150	2.0	4.0	300	8.0	3-5	570.0	4.0	3-6	330.0	1.0	6=>3	390.0	1.0	3-4-6	2630.0	10.0	6=>3=>4	4370.0	14.0			(5,6,8),10,3,4,9,(7,11),1,2,12	(5,6,8),10,3,(4,9),11,(1,7),2,12											
201230053007	ダ	右	1700	晴	良	18:00	サラブレッド銀座賞		2012-5-30	3	門別	3	80万円以下	(馬齢)	8.0	200.0	1.0	8.0	100	1.0	6.0	200	5.0	4.0	140	4.0				6-8	670.0	4.0	8=>6	1010.0	4.0	4-6-8	1000.0	5.0	8=>6=>4	3390.0	12.0	8,5-6,7,4,(1,3),2	85674132	8,(6,3),4,5,1,7,2	8,6,(3,4),5,1,7,2											
201230053008	ダ	右	1200	晴	良	18:30	JRA認定アタックチ		2012-5-30	3	門別	3	(馬齢)		8.0	3820.0	7.0	8.0	660	8.0	4.0	140	1.0	10.0	250	5.0	4-7	500.0	2.0	4-8	2930.0	10.0	8=>4	13710.0	36.0	4-8-10	5550.0	20.0	8=>4=>10	106780.0	235.0			(4,6,9),(3,7,8),(5,10),2,11-1	4,(6,9,8),3,(7,5),10,2-11,1											
201230053009	ダ	右	1200	晴	良	19:00	C4　ー1組		2012-5-30	3	門別	3	80万円以下	(馬齢)	6.0	670.0	3.0	6.0	150	2.0	8.0	160	3.0	7.0	440	8.0	5-6	400.0	2.0	6-8	770.0	2.0	6=>8	1750.0	7.0	6-7-8	3460.0	10.0	6=>8=>7	24900.0	72.0			(7,8),(10,12),5,(9,11),(2,3),(1,4,6)	7,8,12,10,5,(2,3,1,9,11,6),4											
201230053010	ダ	右	1700	晴	良	19:30	紫蘭特別 		2012-5-30	3	門別	3	120万円以下	(馬齢)	11.0	370.0	2.0	11.0	160	2.0	9.0	120	1.0	1.0	200	5.0	7-8	480.0	1.0	9-11	560.0	1.0	11=>9	1050.0	1.0	1-9-11	1210.0	2.0	11=>9=>1	3920.0	1.0	6,4,(9,11),7,2,(1,10),3,5,8	6,4,9,11,7,(1,2),10,3,5,8	6,4,9,11,7,(1,2),10,(3,8),5	6,(4,11),9,(7,2),1,3,8,10,5											
201230053101	ダ	右	1700	晴	良	14:55	3歳条件　未勝利		2012-5-31	3	門別	4	(馬齢)		1.0	260.0	2.0	1.0	100	2.0	8.0	100	1.0	4.0	120	3.0	1-7	190.0	1.0	1-8	230.0	1.0	1=>8	500.0	2.0	1-4-8	380.0	1.0	1=>8=>4	1580.0	3.0	1,6,7,(4,8),9,(3,2,5),10	1,6,(7,8),4,9,2,(3,5),10	(4,1,6),8,(7,2),9,(3,10),5	(4,1),6,8,2,7,9,3,10,5											
201230053102	ダ	右	1000	晴	良	15:25	C4　ー4組		2012-5-31	3	門別	4	80万円以下	(馬齢)	2.0	110.0	1.0	2.0	100	1.0	10.0	460	8.0	9.0	140	2.0	2-7	670.0	4.0	2-10	2360.0	8.0	2=>10	3850.0	11.0	2-9-10	7420.0	25.0	2=>10=>9	19560.0	55.0			2,(8,9),1,(3,10),4,(6,11),5,12,7	2,9,1,(3,8,10),4,(5,6,11),12,7											
201230053103	ダ	右	1200	晴	良	15:55	3歳条件　未勝利		2012-5-31	3	門別	4	(馬齢)		1.0	1040.0	4.0	1.0	170	4.0	5.0	160	3.0	11.0	120	1.0	1-5	1240.0	6.0	1-5	740.0	4.0	1=>5	2900.0	12.0	1-5-11	920.0	4.0	1=>5=>11	7230.0	22.0			1,5,(2,11),(3,9),4,10,7,6,12,8	1,5,11,(2,9),3,4,10,7,6,12,8											
201230053104	ダ	右	1000	晴	良	16:25	JRA認定フレッシュ		2012-5-31	3	門別	4	(馬齢)		8.0	120.0	1.0	8.0	110	1.0	10.0	160	5.0	1.0	130	2.0	7-8	370.0	2.0	8-10	740.0	3.0	8=>10	830.0	4.0	1-8-10	690.0	3.0	8=>10=>1	2520.0	7.0			8,10,9,1,3,(2,5)-4	8,10,(9,1),3,2,5-4											
201230053105	ダ	右	1200	晴	良	16:55	JRA認定フレッシュ		2012-5-31	3	門別	4	(馬齢)		10.0	540.0	2.0	10.0	200	2.0	11.0	630	9.0	7.0	2,050	11.0	7-8	1200.0	8.0	10-11	2640.0	10.0	10=>11	4470.0	16.0	7-10-11	37350.0	83.0	10=>11=>7	116950.0	304.0			2,10,(7,11),8,12,6,9,3,1,5,4	(2,10),11,7,8,(9,6),12-3,(1,5),4											
201230053106	ダ	右	1200	晴	良	17:25	二十間道路賞		2012-5-31	3	門別	4	80万円以下	(馬齢)	3.0	200.0	1.0	3.0	120	1.0	9.0	120	2.0	11.0	190	4.0	3-7	640.0	2.0	3-9	580.0	2.0	3=>9	790.0	1.0	3-9-11	760.0	1.0	3=>9=>11	2520.0	1.0			11,4,5,1,6,12,3,9,(2,7,10),8	11,(4,1),(3,5),(6,12),9,(2,7),10,8											
201230053107	ダ	右	1200	晴	良	18:00	三石海浜公園賞		2012-5-31	3	門別	4	100万円以下	(馬齢)	7.0	170.0	1.0	7.0	120	1.0	9.0	260	5.0	6.0	280	6.0	6-7	320.0	1.0	7-9	680.0	3.0	7=>9	550.0	1.0	6-7-9	2250.0	9.0	7=>9=>6	5640.0	12.0			(9,4),(7,10),2,(1,11),(6,5),12,3,8	(9,4),(10,7),2,1,6,11,3,5,12,8											
201230053108	ダ	右	1000	晴	良	18:30	JRA認定アタックチ		2012-5-31	3	門別	4	(馬齢)		5.0	960.0	3.0	5.0	150	4.0	1.0	100	1.0	8.0	110	2.0	1-5	840.0	3.0	1-5	790.0	3.0	5=>1	2150.0	10.0	1-5-8	440.0	1.0	5=>1=>8	5200.0	17.0			5,(4,8),9,1,11,(3,10),6,7	5,(4,8),1,9,(3,11),10,6,7											
201230053109	ダ	右	1200	晴	良	19:00	紫露草特別 		2012-5-31	3	門別	4	120万円以下	(馬齢)	6.0	890.0	5.0	6.0	200	5.0	12.0	180	4.0	5.0	130	1.0	5-8	420.0	2.0	6-12	2220.0	10.0	6=>12	4340.0	20.0	5-6-12	2140.0	9.0	6=>12=>5	17560.0	64.0			6,(5,10),11,(7,9),(2,8),3,12,(1,4)	6,5,10,11,(2,8,9),7,(3,12),(1,4)											
201230053110	ダ	右	1200	晴	良	19:30	ミランダ特別 		2012-5-31	3	門別	4	800万円以下	(別定)	7.0	230.0	1.0	7.0	140	1.0	1.0	150	2.0	10.0	210	6.0	1-6	570.0	1.0	1-7	620.0	1.0	7=>1	990.0	1.0	1-7-10	2040.0	4.0	7=>1=>10	6510.0	6.0			2,3,5,(6,11,12),10,7,9,1,4-8	2,3,(7,6),(10,5),(11,12),1,9,4-8											
