	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201248011802	ダ	右	1400	晴	良	11:30	サラC19組		2012-1-18	21	名古屋	3	(定量)		3	110	1	3.0	100	1.0	4.0	110	3.0	3-4	580	2	3=>4	520	2.0	3-4-7	150	1.0	3=>4=>7	630	2.0		3,7,(4,6),(1,5),9,2	3,7,(4,6),1,5,9,2	37461592			7.0	100.0	2.0	3-4	490.0	2.0	3=>4	550.0	2.0									
201248011803	ダ	右	1400	晴	良	12:05	サラC18組		2012-1-18	21	名古屋	3	(定量)		4	820	4	4.0	160	4.0	5.0	110	1.0	4-5	470	3	4=>5	1440	6.0	4-5-7	510	2.0	4=>5=>7	3120	11.0		3,5,(1,7),4,2,6,8	3,5,7,(1,4),2,6-8	3,5,7,4,1,2,6-8			7.0	120.0	3.0															
201248011804	ダ	右	1400	晴	良	12:40	サラC17組		2012-1-18	21	名古屋	3	(定量)		2	210	1	2.0	110	2.0	5.0	110	1.0	2-5	390	3	2=>5	510	4.0	2-5-9	1170	3.0	2=>5=>9	2920	9.0		234596817	2,(4,5),3,6,9,8,1,7	259436817			9.0	200.0	4.0	2-5	370.0	3.0	2=>5	680.0	4.0									
201248011805	ダ	右	1400	晴	良	13:15	サラ3歳4組		2012-1-18	21	名古屋	3	(定量)		9	240	1	9.0	130	1.0	7.0	150	2.0	7-9	890	6	9=>7	1340	7.0	7-8-9	6070	18.0	9=>7=>8	27430	75.0		8,9,(1,4,10),2,5,7,3,6	8,9,(1,10),5,7,4,2,3,6	89711052346			8.0	560.0	8.0	7-8	370.0	1.0	8=>7	630.0	2.0									
201248011806	ダ	右	800	晴	良	13:50	サラC16組		2012-1-18	21	名古屋	3	(定量)		8	510	2	8.0	160	4.0	9.0	520	6.0	8-9	4590	11	8=>9	6700	19.0	3-8-9	2850	9.0	8=>9=>3	32760	72.0				896573124.0			3.0	100.0	1.0	8-8	3760.0	11.0	8=>8	3490.0	16.0									
201248011808	ダ	右	1400	晴	良	15:00	サラC14組		2012-1-18	21	名古屋	3	(定量)		3	230	1	3.0	120	1.0	6.0	130	2.0	3-6	280	1	3=>6	680	2.0	3-4-6	990	4.0	3=>6=>4	3130	11.0		3,6,(1,8,9),10,7,5,4,2	36489171052	36418921057			4.0	460.0	7.0	3-6	340.0	1.0	3=>6	710.0	1.0									
201248011809	ダ	右	1400	晴	良	15:35	サラB4組		2012-1-18	21	名古屋	3	(定量)		7	190	1	7.0	100	2.0	5.0	100	1.0	5-7	180	1	7=>5	430	2.0	1-5-7	410	3.0	7=>5=>1	1320	5.0		13425786	1,5,(3,7),4,2,8,6	15743826			1.0	120.0	3.0															
201248011810	ダ	右	1600	晴	良	16:25	寒椿特別 		2012-1-18	21	名古屋	3	(別定)		9	16560	12	9.0	1,750	11.0	2.0	400	4.0	2-9	54040	40	9=>2	92320	76.0	2-7-9	163230	117.0	9=>2=>7	1599640	704.0		210121135874961	2,10,12,11,(3,5),8,4,7,9,6,1	295811121074316			7.0	430.0	5.0	2-7	19710.0	21.0	7=>2	77330.0	50.0									
201248011901	ダ	右	1400	曇	良	11:00	サラ3歳6組		2012-1-19	21	名古屋	4	(定量)		9	140	1	9.0	170	3.0	1.0	130	1.0	1-9	390	2	9=>1	580	2.0	1-8-9	1620	4.0	9=>1=>8	3880	10.0		6,9,(3,4),8,1,2,7,5	698734512	694817532			8.0	500.0	6.0	1-8	450.0	2.0	8=>1	450.0	1.0									
201248011902	ダ	右	1400	曇	良	11:30	サラ3歳5組		2012-1-19	21	名古屋	4	(定量)		3	130	1	3.0	110	2.0	7.0	180	4.0	3-7	680	3	3=>7	1180	4.0	3-7-8	910	2.0	3=>7=>8	3870	10.0		167348529.0	167395842.0	731685249.0			8.0	110.0	1.0	3-7	1050.0	4.0	3=>7	1400.0	5.0									
201248011903	ダ	右	1400	曇	良	12:00	サラC13組		2012-1-19	21	名古屋	4	(定量)		8	1770	4	8.0	320	4.0	4.0	150	2.0	4-8	1630	4	8=>4	7840	16.0	4-8-9	7150	17.0	8=>4=>9	70030	88.0		8,9,(6,7),4,3,5,2,1	896457321	896347521			9.0	670.0	7.0	4-8	1020.0	4.0	8=>4	2820.0	11.0									
201248011904	ダ	右	1400	曇	良	12:30	サラC12組		2012-1-19	21	名古屋	4	(定量)		7	1280	5	7.0	180	3.0	9.0	110	2.0	7-9	670	3	7=>9	1990	8.0	2-7-9	540	3.0	7=>9=>2	5600	19.0		294163875.0	294763815.0	294765138.0			2.0	200.0	4.0	7-8	680.0	3.0	7=>8	1960.0	8.0									
201248011905	ダ	右	1400	曇	良	13:05	サラC11組		2012-1-19	21	名古屋	4	(定量)		9	480	3	9.0	140	4.0	10.0	120	2.0	9-10	950	5	9=>10	1620	9.0	4-9-10	350	2.0	9=>10=>4	3620	19.0		3,7,10,(4,9),8,1,2,(5,6)	37109482615	10948327651			4.0	100.0	1.0	8-8	1080.0	4.0	8=>8	980.0	7.0									
201248011906	ダ	右	800	曇	良	13:40	サラC10組		2012-1-19	21	名古屋	4	(定量)		9	170	1	9.0	120	1.0	2.0	180	4.0	2-9	340	1	9=>2	490	1.0	2-8-9	1970	6.0	9=>2=>8	2830	6.0				69218103574.0			8.0	280.0	5.0	2-8	310.0	1.0	8=>2	490.0	1.0									
201248011907	ダ	右	1400	小雨	良	14:15	サラC9組		2012-1-19	21	名古屋	4	(定量)		10	100	1	10.0	100	1.0	2.0	100	2.0	2-10	130	1	10=>2	180	1.0	2-7-10	820	3.0	10=>2=>7	1170	4.0		10,(2,8),1,4,7,5,3,9,6	10218743596	10217839456			7.0	240.0	5.0	2-8	120.0	1.0	8=>2	150.0	1.0									
201248011908	ダ	右	1400	小雨	良	14:50	サラC8組		2012-1-19	21	名古屋	4	(定量)		5	350	1	5.0	120	2.0	7.0	140	4.0	5-7	800	3	5=>7	1290	4.0	3-5-7	900	2.0	5=>7=>3	4630	14.0		5,10,(1,9),3,6,7,4,8,2	5,9,(1,6,3),10,7,8,4,2	53796811042			3.0	120.0	1.0	5-7	680.0	1.0	5=>7	1050.0	2.0									
201248011909	ダ	右	1600	小雨	良	15:25	サラB5組		2012-1-19	21	名古屋	4	(定量)		1	1000	2	1.0	410	4.0	7.0	470	5.0	1-7	9970	18	1=>7	24980	38.0	1-2-7	33480	42.0	1=>7=>2	223280	218.0		148932675	1,4,8,2,(3,9,7),6-5	1,3,4,9,2,6,8,7-5			2.0	520.0	7.0	1-7	6750.0	13.0	1=>7	13680.0	20.0									
201248011910	ダ	右	1900	小雨	良	16:20	ガーネットオープン 		2012-1-19	21	名古屋	4	(別定)		8	1070	3	8.0	170	3.0	4.0	110	1.0	4-8	310	2	8=>4	1280	5.0	4-7-8	3330	10.0	8=>4=>7	15260	32.0		6,7,11,(2,4),8,9,1,5,3,10	6,7,(4,11),2,8,5,9,1,3,10	6,7,4,(8,11),2,5,9,1,10,3			7.0	360.0	7.0	4-7	300.0	2.0	7=>4	1330.0	4.0									
201248012001	ダ	右	800	雨	不良	11:00	サラ3歳8組		2012-1-20	21	名古屋	5	(定量)		7	190	1	7.0	120	2.0	1.0	100	1.0	1-7	220	1	7=>1	360	2.0	1-7-8	2900	9.0	7=>1=>8	5860	18.0				718962354.0			8.0	980.0	9.0	1-7	200.0	1.0	7=>1	430.0	2.0									
201248012002	ダ	右	1400	雨	不良	11:30	サラ3歳7組		2012-1-20	21	名古屋	5	(定量)		6	410	2	6.0	150	3.0	3.0	110	1.0	3-6	710	3	6=>3	2560	9.0	3-6-7	1510	4.0	6=>3=>7	10510	35.0		276839451.0	276834951.0	276348591.0			7.0	190.0	5.0	3-6	920.0	5.0	6=>3	2380.0	9.0									
201248012003	ダ	右	1400	雨	不良	12:00	サラC7組		2012-1-20	21	名古屋	5	(定量)		6	440	2	6.0	310	6.0	4.0	260	5.0	4-6	1490	7	6=>4	3570	15.0	4-6-9	3240	15.0	6=>4=>9	14810	56.0		5,7,9,(6,8),4,3,1,2	7,9,8,(4,6),5,3,1,2	987436125			9.0	160.0	2.0	4-6	2210.0	8.0	6=>4	3120.0	12.0									
201248012004	ダ	右	1400	雨	不良	12:30	サラC6組		2012-1-20	21	名古屋	5	(定量)		8	280	2	8.0	110	1.0	9.0	120	2.0	8-9	320	2	8=>9	820	4.0	6-8-9	1800	6.0	8=>9=>6	5820	17.0		8,9,(2,6),3,5,1,7,4	8,9,6,(2,3),5,7,1,4	896325147			6.0	180.0	5.0	8-8	380.0	2.0	8=>8	470.0	3.0									
201248012005	ダ	右	1400	雨	不良	13:05	サラC5組		2012-1-20	21	名古屋	5	(定量)		3	200	1	3.0	100	1.0	7.0	170	4.0	3-7	540	2	3=>7	1100	5.0	2-3-7	350	1.0	3=>7=>2	2090	6.0		5,4,6,(3,7),2,1,8,9,10	56734218910	56372841091			2.0	140.0	2.0	3-7	370.0	3.0	3=>7	540.0	1.0									
201248013001	ダ	右	800	晴	良	11:00	サラC34組		2012-1-30	22	名古屋	1	(定量)		1	130	1	1.0	100	2.0	7.0	100	1.0	1-7	120	1	1=>7	180	1.0	1-5-7	400	2.0	1=>7=>5	1210	5.0				718569432.0			5.0	190.0	4.0	1-7	110.0	1.0	1=>7	310.0	1.0									
201248013002	ダ	右	1400	晴	良	11:35	サラC33組		2012-1-30	22	名古屋	1	(定量)		8	220	1	8.0	160	2.0	4.0	330	5.0	4-8	680	4	8=>4	1660	9.0	4-5-8	1360	6.0	8=>4=>5	9330	27.0		4,6,8,(5,9),7,1,2,3	4,6,8,5,9,1,7,2-3	468537129			5.0	160.0	3.0	4-8	870.0	4.0	8=>4	1640.0	8.0									
201248013003	ダ	右	1400	晴	良	12:10	サラC32組		2012-1-30	22	名古屋	1	(定量)		5	470	3	5.0	120	2.0	7.0	100	1.0	5-7	440	2	5=>7	850	3.0	5-7-9	220	1.0	5=>7=>9	1230	3.0		3,5,7,(1,4,9),2,8,6	357941826	579314826			9.0	150.0	4.0	5-7	580.0	2.0	5=>7	920.0	3.0									
201248013004	ダ	右	1600	晴	良	12:45	白鳥特別 		2012-1-30	22	名古屋	1	(定量)		5	150	1	5.0	100	1.0	3.0	100	2.0	3-5	110	1	5=>3	150	1.0	2-3-5	1560	3.0	5=>3=>2	5060	11.0		23514.0	35214.0	35214.0																				
201248013005	ダ	右	1400	晴	良	13:20	サラC30組		2012-1-30	22	名古屋	1	(定量)		3	280	1	3.0	130	3.0	8.0	160	4.0	3-8	1780	8	3=>8	1840	10.0	1-3-8	1550	8.0	3=>8=>1	10580	48.0		3,8,(1,9),(4,5),2,10,7,6	3,8,1,5,(4,9,10),2,7-6	3,8,1,4,5,9,2,10,7-6			1.0	120.0	1.0	3-7	1440.0	8.0	3=>7	1780.0	9.0									
201248013006	ダ	右	1400	晴	良	13:55	ポメのコダヌキ6歳誕		2012-1-30	22	名古屋	1	(定量)		3	310	2	3.0	130	2.0	6.0	130	3.0	3-6	560	3	3=>6	1290	6.0	3-6-7	1050	4.0	3=>6=>7	4350	17.0		3,6,(1,8),(2,7),4,9,10,5	36781241095	36718241095			7.0	150.0	4.0	3-6	590.0	3.0	3=>6	1260.0	5.0									
201248013007	ダ	右	1400	晴	良	14:30	佐田幸治誕生日記念		2012-1-30	22	名古屋	1	(定量)		5	1030	3	5.0	140	3.0	9.0	100	2.0	5-9	680	2	5=>9	1980	7.0	5-6-9	460	2.0	5=>9=>6	4100	15.0		8691035742.0	8695310724.0	8695310274.0			6.0	100.0	1.0	5-8	720.0	3.0	5=>8	2190.0	6.0									
201248013008	ダ	右	1400	晴	良	15:05	サラC31組		2012-1-30	22	名古屋	1	(定量)		1	290	2	1.0	140	3.0	9.0	120	1.0	1-9	300	1	1=>9	900	4.0	1-7-9	1090	5.0	1=>9=>7	6000	23.0		12974653810	1,2,9,4,7,6,5,3,8-10	1,2,9,4,7,5,6,3,8-10			7.0	240.0	6.0	1-8	250.0	1.0	1=>8	770.0	3.0									
201248013101	ダ	右	1400	晴	良	11:00	サラ3歳4組		2012-1-31	22	名古屋	2	(定量)		7	300	2	7.0	110	2.0	5.0	100	1.0	5-7	230	1	7=>5	700	3.0	4-5-7	2290	8.0	7=>5=>4	6160	17.0		459328761.0	457396281.0	457389612.0			4.0	390.0	7.0	5-7	200.0	1.0	7=>5	550.0	2.0									
201248013102	ダ	右	1400	晴	良	11:30	サラ3歳3組		2012-1-31	22	名古屋	2	(定量)		5	680	3	5.0	140	3.0	4.0	120	1.0	4-5	1220	5	5=>4	2350	11.0	4-5-6	560	2.0	5=>4=>6	8080	28.0		756491238	7,5,9,(4,6),2,8,1,3	759648213			6.0	140.0	2.0	4-5	1700.0	8.0	5=>4	1970.0	11.0									
201248013103	ダ	右	800	晴	良	12:00	サラC27組		2012-1-31	22	名古屋	2	(定量)		1	170	1	1.0	130	2.0	6.0	160	3.0	1-6	930	4	1=>6	1100	2.0	1-2-6	1040	2.0	1=>6=>2	3750	5.0				163792548.0			2.0	110.0	1.0	1-6	950.0	3.0	1=>6	1360.0	6.0									
201248013104	ダ	右	1400	晴	良	12:30	サラC26組		2012-1-31	22	名古屋	2	(定量)		6	140	1	6.0	100	3.0	7.0	100	2.0	6-7	250	1	6=>7	350	1.0	6-7-9	230	1.0	6=>7=>9	610	2.0		6,9,7,3,8,(1,2),5,4	697381254	697381524			9.0	100.0	1.0	6-7	230.0	1.0	6=>7	400.0	2.0									
201248013105	ダ	右	1400	晴	良	13:05	サラC25組		2012-1-31	22	名古屋	2	(定量)		6	550	4	6.0	180	3.0	5.0	190	4.0	5-6	1280	8	6=>5	3020	16.0	5-6-9	1130	4.0	6=>5=>9	11130	54.0		56947108123	5,(6,9),(4,10),7,8,3,2,1	56984710321			9.0	200.0	5.0	5-6	920.0	5.0	6=>5	2840.0	13.0									
201248013106	ダ	右	1400	晴	良	13:35	サラC24組		2012-1-31	22	名古屋	2	(定量)		10	210	1	10.0	110	2.0	2.0	100	1.0	2-10	370	1	10=>2	770	1.0	2-6-10	850	3.0	10=>2=>6	3150	8.0		4,10,(6,7),(5,8),2,3,1,9	4,10,6,2,7,3,8,5-1-9	4,10,6,2,3,7,5,8-1-9			6.0	120.0	3.0	2-8	430.0	1.0	8=>2	840.0	1.0									
201248013107	ダ	右	1400	晴	良	14:05	荒尾競馬記念がんばろ		2012-1-31	22	名古屋	2	(定量)		1	220	2	1.0	100	1.0	5.0	100	3.0	1-5	110	1	1=>5	230	2.0	1-5-7	130	1.0	1=>5=>7	400	2.0		1576810942.0	1576810942.0	1576109842.0			7.0	100.0	2.0	1-5	130.0	1.0	1=>5	240.0	2.0									
201248013108	ダ	右	1400	晴	良	14:35	サラC22組		2012-1-31	22	名古屋	2	(定量)		4	190	1	4.0	120	2.0	3.0	130	3.0	3-4	420	2	4=>3	590	3.0	3-4-6	250	1.0	4=>3=>6	1090	2.0		5,6,7,3,4,(8,9),2,1,10	67435892101	64378591021			6.0	150.0	4.0	3-4	530.0	2.0	4=>3	930.0	3.0									
201248013109	ダ	右	1600	晴	良	15:05	サラB3組		2012-1-31	22	名古屋	2	(定量)		9	170	1	9.0	110	2.0	1.0	160	4.0	1-9	620	3	9=>1	1360	4.0	1-8-9	520	2.0	9=>1=>8	3980	12.0		1,6,8,(4,10),9,7,2,5,3	1,6,8,(4,9),10,7,5,2,3	19684107523			8.0	100.0	1.0	1-8	670.0	3.0	8=>1	1440.0	5.0									
201248013110	ダ	右	1400	晴	良	15:40	名古屋CCオレンジ賞 		2012-1-31	22	名古屋	2	(定量)		6	220	1	6.0	120	1.0	2.0	120	2.0	2-6	250	1	6=>2	450	1.0	2-4-6	1750	6.0	6=>2=>4	3930	11.0		26103157489	2,6,10,(1,3),5,4,7,8,9	26101783459			4.0	370.0	7.0	2-6	210.0	1.0	6=>2	430.0	1.0									
201248020101	ダ	右	1400	曇	良	11:00	サラ3歳6組		2012-2-1	22	名古屋	3	(定量)		2	120	1	2.0	100	1.0	4.0	320	5.0	2-4	610	4	2=>4	900	5.0	2-4-5	1430	7.0	2=>4=>5	4420	19.0		5,4,(1,2),6,3,7	5426173	5421637																				
201248020102	ダ	右	1400	曇	良	11:35	サラ3歳5組		2012-2-1	22	名古屋	3	(定量)		5	180	1	5.0	120	2.0	6.0	280	5.0	5-6	800	4	5=>6	1060	5.0	5-6-8	1210	5.0	5=>6=>8	3570	15.0		87461532	8,(6,7),5,1,4,3,2	85671324			8.0	170.0	3.0															
201248020103	ダ	右	800	曇	良	12:10	サラC21組		2012-2-1	22	名古屋	3	(定量)		3	280	2	3.0	100	1.0	4.0	110	3.0	3-4	180	1	3=>4	570	3.0	1-3-4	180	1.0	3=>4=>1	820	2.0				341287695.0			1.0	100.0	2.0	3-4	160.0	1.0	3=>4	440.0	2.0									
201248020104	ダ	右	1400	曇	良	12:45	サラC20組		2012-2-1	22	名古屋	3	(定量)		2	580	3	2.0	140	4.0	6.0	100	1.0	2-6	720	3	2=>6	1650	5.0	2-6-9	380	2.0	2=>6=>9	4490	15.0		289756134	2,8,(6,9),5,7,(3,4),1	298657341			9.0	140.0	3.0	2-6	640.0	2.0	2=>6	1870.0	5.0									
201248020105	ダ	右	1400	曇	良	13:20	サラC19組		2012-2-1	22	名古屋	3	(定量)		6	120	1	6.0	100	1.0	9.0	110	2.0	6-9	370	2	6=>9	330	2.0	6-7-9	250	1.0	6=>9=>7	710	2.0		2,9,10,1,(7,5),6,8,4,3	2,(9,10),6,7,1,5,8,4,3	96781021435			7.0	130.0	4.0	6-8	180.0	1.0	6=>8	210.0	1.0									
201248020106	ダ	右	1400	曇	良	13:55	サラC18組		2012-2-1	22	名古屋	3	(定量)		7	330	2	7.0	110	2.0	4.0	100	1.0	4-7	110	1	7=>4	510	2.0	4-6-7	6130	7.0	7=>4=>6	18350	26.0		674289513	7,4,6,2,(8,9),5,1,3	7,4,6,2,8,9,5,1-3			6.0	560.0	7.0	4-7	110.0	1.0	7=>4	610.0	2.0									
201248020107	ダ	右	1400	曇	良	14:30	サラC17組		2012-2-1	22	名古屋	3	(定量)		4	120	1	4.0	110	1.0	5.0	120	3.0	4-5	130	1	4=>5	220	1.0	4-5-7	290	2.0	4=>5=>7	690	2.0		5,7,(2,4),9,8,6,3,1	5,4,7,2,8,9,(1,3,6)	547231896			7.0	200.0	4.0	4-5	140.0	1.0	4=>5	210.0	1.0									
201248020108	ダ	右	1400	曇	良	15:05	サラC16組		2012-2-1	22	名古屋	3	(定量)		1	160	1	1.0	100	2.0	6.0	130	4.0	1-6	350	2	1=>6	490	2.0	1-6-7	270	1.0	1=>6=>7	900	2.0		6,5,(2,7),(1,9),3,8,4	657192348	165792348			7.0	100.0	1.0	1-6	280.0	2.0	1=>6	390.0	1.0									
201248020109	ダ	右	1600	曇	良	15:40	銀選抜		2012-2-1	22	名古屋	3	(定量)		10	480	3	10.0	170	4.0	1.0	180	5.0	1-10	2280	10	10=>1	3700	15.0	1-5-10	2490	12.0	10=>1=>5	16250	56.0		85102361497	8,5,10,2,6,1,3,4,9-7	5,10,8,6,1,2,3,4,9-7			5.0	160.0	3.0	1-8	1450.0	7.0	8=>1	2920.0	12.0									
201248020110	ダ	右	1900	曇	良	16:25	まんさく特別 		2012-2-1	22	名古屋	3	(別定)		5	190	1	5.0	140	3.0	4.0	100	1.0	4-5	170	1	5=>4	390	2.0	4-5-7	580	2.0	5=>4=>7	1950	6.0		783541962	735489621	7,5,3,4,9,6,8-2,1			7.0	190.0	4.0	4-5	190.0	1.0	5=>4	420.0	2.0									
201248020201	ダ	右	1400	曇	重	11:00	サラ3歳7組		2012-2-2	22	名古屋	4	(定量)		9	1020	6	9.0	260	3.0	1.0	440	5.0	1-9	5620	16	9=>1	7160	23.0	1-4-9	36760	43.0	9=>1=>4	565360	338.0		6,7,8,9,(3,5),(1,4),2	6,7,(8,9),5,3,1,2,4	798165432			4.0	6,790	9.0	1-8	970.0	4.0	8=>1	2400.0	8.0									
201248020202	ダ	右	1400	曇	重	11:35	サラC15組		2012-2-2	22	名古屋	4	(定量)		6	140	1	6.0	100	1.0	3.0	120	2.0	3-6	130	1	6=>3	170	1.0	2-3-6	250	2.0	6=>3=>2	490	2.0		3,6,(1,7),2,9,4,8,5	362157498	362157849			2.0	150	4.0	3-6	120.0	1.0	6=>3	160.0	1.0									
201248020203	ダ	右	1400	曇	重	12:10	サラC14組		2012-2-2	22	名古屋	4	(定量)		5	110	1	5.0	100	2.0	6.0	100	1.0	5-6	280	1	5=>6	340	1.0	5-6-9	230	1.0	5=>6=>9	520	1.0		1,5,6,(8,9),7,2,4,3	1,5,(6,9),8,2,7,(3,4)	569182734			9.0	130	3.0	5-6	250.0	2.0	5=>6	420.0	2.0									
201248020204	ダ	右	800	曇	重	12:45	サラC13組		2012-2-2	22	名古屋	4	(定量)		9	270	1	9.0	100	1.0	4.0	160	5.0	4-9	610	4	9=>4	1250	7.0	2-4-9	430	2.0	9=>4=>2	2990	11.0				942173685.0			2.0	150	2.0	4-8	800.0	4.0	8=>4	1310.0	9.0									
201248020205	ダ	右	1400	曇	重	13:20	サラC12組		2012-2-2	22	名古屋	4	(定量)		6	210	2	6.0	100	1.0	5.0	100	2.0	5-6	130	1	6=>5	360	2.0	5-6-9	150	1.0	6=>5=>9	670	2.0		5,6,9,(3,10),1,8,2,4,7	5,6,9,(3,10),8,1,4,2,7	(5,6),9,10,4,3,8,1,2,7			9.0	100	3.0	5-6	130.0	1.0	6=>5	310.0	2.0									
201248020206	ダ	右	1400	曇	重	13:55	サラC11組		2012-2-2	22	名古屋	4	(定量)		10	130	1	10.0	100	1.0	2.0	140	3.0	2-10	270	1	10=>2	390	1.0	2-6-10	350	1.0	10=>2=>6	1250	2.0		65710348921	6,5,(7,10),4,8,9,2,3,1	61025794381			6.0	120	2.0	2-8	230.0	1.0	8=>2	440.0	1.0									
201248020207	ダ	右	1400	曇	重	14:30	サラC10組		2012-2-2	22	名古屋	4	(定量)		6	180	1	6.0	110	2.0	8.0	130	4.0	6-8	350	2	6=>8	600	2.0	6-7-8	240	1.0	6=>8=>7	1060	3.0		5,6,8,(2,7),9,10,1,3,4	5,6,(7,8),2,9,10,3,1,4	67584291013			7.0	110	1.0	6-7	180.0	1.0	6=>7	350.0	2.0									
201248020301	ダ	右	800	晴	重	11:00	サラ3歳9組		2012-2-3	22	名古屋	5	(定量)		5	220	1	5.0	140	1.0	7.0	200	5.0	5-7	2000	6	5=>7	3380	11.0	5-7-8	390	1.0	5=>7=>8	7420	23.0				(5,7,8),1,3,9,4,2,6			8.0	160	4.0	5-7	1620.0	5.0	5=>7	1270.0	6.0									
201248020302	ダ	右	1400	雪	重	11:30	サラ3歳8組		2012-2-3	22	名古屋	5	(定量)		2	670	4	2.0	210	3.0	7.0	220	4.0	2-7	1360	8	2=>7	2720	12.0	2-7-8	4800	14.0	2=>7=>8	21760	71.0		7,8,(2,9),6,5,1,3,4	789625431	7,8,6,9,2,5-4,3,1			8.0	270	5.0	2-7	2350.0	9.0	2=>7	4820.0	18.0									
201248020303	ダ	右	1400	雪	重	12:00	サラC8組		2012-2-3	22	名古屋	5	(定量)		1	130	1	1.0	100	1.0	7.0	120	4.0	1-7	260	2	1=>7	310	2.0	1-5-7	130	1.0	1=>7=>5	380	2.0		1,6,(2,9),8,5,7,4,3	1,(2,6,9),8,7,5,3,4	1-7,5,2,8,9,3,4,6			5.0	100	2.0	1-7	270.0	2.0	1=>7	310.0	2.0									
201248020304	ダ	右	1400	晴	重	12:30	サラC7組		2012-2-3	22	名古屋	5	(定量)		7	110	1	7.0	100	1.0	9.0	100	2.0	7-9	230	1	7=>9	350	1.0	1-7-9	260	1.0	7=>9=>1	780	1.0		1,7,(2,9),3,8,5,4,6	179235846	719352486			1.0	100	3.0	7-8	240.0	1.0	7=>8	340.0	1.0									
201248020305	ダ	右	1400	晴	重	13:00	サラC6組		2012-2-3	22	名古屋	5	(定量)		9	120	1	9.0	140	1.0	10.0	390	6.0	9-10	720	4	9=>10	540	2.0	7-9-10	2290	10.0	9=>10=>7	4030	18.0		9,10,7,(5,3,8),6,2,1,4	9,10,(3,7,8),6,1,5,2,4	9,10,3,7,8,6,1,5,4-2			7.0	350	5.0	8-8	1030.0	4.0	8=>8	510.0	2.0									
201248020306	ダ	右	1400	晴	重	13:30	サラC5組		2012-2-3	22	名古屋	5	(定量)		8	1610	3	8.0	130	3.0	2.0	100	1.0	2-8	170	1	8=>2	1960	3.0	2-6-8	130	1.0	8=>2=>6	2490	8.0		8,3,5,(1,6),2,4,9,7,10	83256149107	83265197410			6.0	100	2.0	2-7	200.0	1.0	7=>2	1330.0	3.0									
201248020601	ダ	右	1400	小雨	重	11:00	サラC33組		2012-2-6	23	名古屋	1	(定量)		8	380	3	8.0	150	4.0	5.0	130	3.0	5-8	390	2	8=>5	710	3.0	2-5-8	220	1.0	8=>5=>2	1250	3.0		87253416.0	87253416.0	87253461.0			2.0	120	2.0															
201248020602	ダ	右	1400	小雨	重	11:35	サラC32組		2012-2-6	23	名古屋	1	(定量)		5	150	1	5.0	100	1.0	9.0	120	3.0	5-9	1370	6	5=>9	1430	5.0	3-5-9	540	3.0	5=>9=>3	2730	9.0		259346781	(2,5),9,4,3,7,6,8,1	594378261			3.0	100	2.0	5-8	610.0	2.0	5=>8	1160.0	3.0									
201248020603	ダ	右	1400	小雨	重	12:10	サラC31組		2012-2-6	23	名古屋	1	(定量)		1	380	2	1.0	100	2.0	5.0	140	4.0	1-5	4640	9	1=>5	6230	14.0	1-5-7	880	4.0	1=>5=>7	18250	40.0		5,6,(1,8),7,3,2,4	56871324	58763124			7.0	100	1.0															
201248020604	ダ	右	1400	小雨	重	12:45	サラC30組		2012-2-6	23	名古屋	1	(定量)		9	540	3	9.0	120	4.0	5.0	110	3.0	5-9	1610	7	9=>5	2800	12.0	5-8-9	1950	7.0	9=>5=>8	10800	34.0		348957612	3,4,8,9,(5,6),7,1,2	4,8,9,3,5,7,1,6-2			8.0	110	2.0	5-8	830.0	4.0	8=>5	1340.0	5.0									
201248020605	ダ	右	1400	小雨	重	13:20	おしどり特別 		2012-2-6	23	名古屋	1	(定量)		10	230	1	10.0	120	2.0	2.0	100	1.0	2-10	290	1	10=>2	400	1.0	1-2-10	210	1.0	10=>2=>1	1190	3.0		1,4,10,5,2,9,(3,7),8,6	14102593786	11024539786			1.0	140	3.0	2-8	270.0	1.0	8=>2	500.0	2.0									
201248020701	ダ	右	1400	曇	不良	11:00	サラ3歳3組		2012-2-7	23	名古屋	2	(定量)		1	740	3	1.0	290	5.0	6.0	1,590	7.0	1-6	32680	23	1=>6	58160	41.0	1-3-6	11560	22.0	1=>6=>3	193720	175.0		4,6,(3,7),8,5,9,1,2	4,6,(3,7),8,9,1,2,5	463819275			3.0	130	1.0	1-6	66350.0	21.0	特	70.0										
